relevant,DOI,title,1,2,3,4,5
Yes,10.2175/106143002X139703,Optimization of biofiltration for odor control: Model development and parameter sensitivity (2002),"A dynamic model that describes the mass transport and attenuation of odor-causing air emissions (i.e., hydrogen sulfide and other reduced sulfur compounds) in a biofiltration unit was developed and incorporated into a software package called Biofilter(TM).","A sensitivity analysis of model parameters (including the film transfer coefficient, biofilm diffusivity, biofilm thickness, maximum specific biomass growth rate, yield coefficient, half-saturation coefficient, and initial active biomass concentration) using data from two biofilters located at the Cedar Rapids (Iowa) Water Pollution Control Facilities, showed that biofilm.",The model simulations showed that the existence of a water layer surrounding the biofilm in a biofiltration unit lowers the removal efficiency of hydrogen sulfide.,Model equations were converted to ordinary differential equations using orthogonal collocation and the resulting ordinary differential equations were solved using the DGEAR algorithm.,"Mechanisms included advective flow, mass transfer from the bulk phase to the biofilm, biofilm internal diffusion, and biological reaction in the biofilm."
No (not related to environment),10.1016/S1532-0464(02)00004-7,The potential of latent semantic analysis for machine grading of clinical case summaries (2002),Potential medical applications: An LSA-based software tool is sketched for machine grading of clinical case summaries written by medical students.,"Current applications: Several applications of LSA to educational software are described, involving the ability of LSA to quickly compare the content of texts, such as an essay written by a student and a target essay.","The word vectors LSA constructs are context free, and each word, irrespective of how many meanings or senses it has, is represented by a single vector.","However, when a word is used in different contexts, context appropriate word senses emerge.",Psychological theory: A generative theory of the mental lexicon based on LSA is described.
No,10.1016/j.envsoft.2014.09.005,Plant Modelling Framework: Software for building and running crop models on the APSIM platform (2014),The Plant Modelling Framework (PMF) is a software framework for creating models that represent the plant components of farm system models in the agricultural production system simulator (APSIM).,The PMF contains a top-level Plant class that provides an interface with the APSIM model environment and controls the other classes in the plant model.,"It is the next step in the evolution of generic crop templates for APSIM, building on software and science lessons from past versions and capitalising on new software approaches.",(C)  The Authors.,Four examples are included to demonstrate the flexibility of application of the PMF; .
Yes,10.1016/S0965-9978(02)00023-6,A computer program for a Monte Carlo analysis of sensitivity in equations of environmental modelling obtained from experimental data (2002),"On the other hand, they discuss a computing algorithm that allows the analysis of sensitivity (and stability) of the mathematical equations, which are built from any methodology.","On the one hand, the authors present a theoretical study of sensitivity of the models according to different points of view.",The authors consider that it is useful to obtain new parameters that relate the sensitivity of the equations to the variations that are produced by the experimental data.,"There are studies of sensitivity of the sample of data, as found by Bolado and Alonso [Proceedings SAMO ].",An interface has been incorporated into this algorithm to allow a graphic visualisation of the effects that are produced when modifications of the model are carried out.
Yes,10.1016/j.ecoenv.2005.04.012,Scenario-based simulation of runoff-related pesticide entries into small streams on a landscape level (2005),A sensitivity analysis indicated that the most significant model parameters were the width of the no-application zone and the degree of plant interception.,"We simulated the pesticide entry on the landscape level at  sites in small streams situated in the central lowland of Germany with winter wheat, barley, and sugar beat as the main agricultural.","We used the ratio of exposure to toxicity (REXTOX) model proposed by the OECD, which had been successfully validated in the study area as part of a previous study and which was extended to calculate pesticide concentrations in adjacent streams.",The simulation tool was implemented as a standard PC software combining the REXTOX model with a geographical information system and can be used on any current personal computer.,"In this paper, we present a simulation tool for the simulation of pesticide entry from arable land into adjacent streams."
Yes - SIMLAB,10.1016/j.cageo.2005.10.007,Variance-based sensitivity analysis of the probability of hydrologically induced slope instability (2006),"The SIMLAB software was used, both to generate the input sample and to calculate the sensitivity indices.",Analysis of the sensitivity of predictions of slope instability to input data and model uncertainties provides a rationale for targeted site investigation and iterative refinement of geotechnical models.,"Variance-based sensitivity analysis (VBSA) provides a global, model-independent sensitivity measure.","However, sensitivity methods based on local derivatives do not reflect model behaviour over the whole range of input variables.","The analysis provided quantified evidence of well-known sensitivities as well demonstrating how uncertainty in slope failure during rainfall is, for the examples tested here."
?,10.1080/1573062X.2016.1254259,Evaluating the SWMM LID Editor rain barrel option for the estimation of retention potential of rainwater harvesting systems (2017),of the EPA storm water management model (SWMM) software does not allow the consideration of demand-driven behaviour of domestic rain water harvesting (RWH) systems to evaluate their runoff retention potential.,"A sensitivity analysis revealed that the overestimation provided by the rain barrel option is significant for tanks smaller than m(), tank sizes of major diffusion for domestic RWH.",The high variability of the results of the comparison suggests the use of the LID Editor rain barrel option for long-term simulation but not for single event analysis.,The low-impact development (LID) Editor rain barrel option of release .,The comparison showed the LID Editor-based model to generally overestimate the benchmark model in the evaluation of both volumetric and peak retention efficiency.
Yes,10.2166/wst.2010.139,Sediment and pollutant load modelling using an integrated urban drainage modelling toolbox: an application of City Drain (2010),"The open source toolbox CITY DRAIN developed in the Matlab/Simulink environment, which was designed for integrated modelling of urban drainage systems, is used in this work.",The toolbox now includes mathematical formulations for accumulation of pollutants during dry weather period and their wash-off during rainfall events.,The main aim of integrated flow and pollutant models is to quantify the efficiency of different measures at reducing the amount of pollutants discharged into receiving water bodies and minimise the consequent negative water quality impact.,The goal in this study was to implement and test computational routines for representing sediment and pollutant loads in order to evaluate catchment surface pollution.,Numerical and computational modelling of flow and pollutant dynamics in urban drainage systems is becoming more and more integral to planning and design.
No,10.1007/s10666-007-9129-z,Traffic Parameters Estimation to Predict Road Side Pollutant Concentrations using Neural Networks (2009),"Finally, after a sensitivity analysis, it was showed that queues length were the mostly correlated traffic parameters to pollutant concentrations.",Traffic data related to the pollution-monitoring site immediately near the road link were estimated by Simulation of Urban MObility (SUMO) traffic microsimulator software using as input the flows measured by loop detectors on other links of road network.,"In this area, various loop detectors and one pollution-monitoring site were located.",,
Yes - PCGA,10.1002/2015WR018483,Scalable subsurface inverse modeling of huge data sets with an application to tracer concentration breakthrough data from magnetic resonance imaging (2016),"Only about  forward simulations in total were required to obtain the best estimate with corresponding estimation uncertainty, and the estimated K field captured key patterns of the original packing design, showing the efficiency and effectiveness of the proposed method.",PCGA can be conveniently linked to any multiphysics simulation software with independent parallel executions.,"In this paper, we extend PCGA to handle a large number of measurements (e.g.,  or more) by constructing a fast preconditioner whose computational cost scales linearly with the data size.",Characterizing subsurface properties is crucial for reliable and cost-effective groundwater supply management and contaminant remediation.,"However, characterization with such a large amount of information requires prohibitive computational costs associated with ""big data'' processing and numerous large-scale numerical simulations."
?,10.1016/j.apr.2017.01.001,Direct effect of atmospheric turbulence on plume rise in a neutral atmosphere (2017),A hybrid unsteady Reynolds averaged Navier Stokes (RANS) and large eddy simulation (LES) numerical approach is applied with a new mixed scale sub-grid parameterization technique in the commercial ANSYS Fluent software in order to simulate the buoyant plume behavior in a turbulent crossflow.,"The sensitivity analysis showed that by increasing the atmospheric turbulence intensity, the final plume rise decreases because of the updraft and downdraft motions of turbulence and it has been found that there is a linear dependency between the plume rise and ( I-Air)(-.).",The direct effect of atmospheric turbulence on plume rise in the current research work is studied through examining the turbulence intensity parameter.,"Furthermore, the buoyancy parameter of the flue gas is determined at some distances upstream of the stack top surface to include the whole effects of source buoyancy on the plume rise.",The value of I-Air at stack height is obtained by measuring the standard deviation of wind velocity at stack height.
?,10.2166/wst.2012.954,GIS-based applications of sensitivity analysis for sewer models (2012),The novelty of this paper is a geo-referenced visualization of sensitivity indices for model parameters in a combined sewer model using geographic information system (GIS) software.,"The conclusion shows that for all analyzed applications, GIS-based SA is useful for analyzing, discussing and interpreting the model parameter sensitivity and its spatial dimension.","The result is a collection of maps for each analysis, where sensitivity indices (calculated for model parameters of interest) are illustrated according to a predefined symbology.","In this paper, four types of maps (an uncertainty map, calibration map, vulnerability map, and design map) are created for an example case study.",Sensitivity analysis (SA) evaluates the impact of changes in model parameters on model predictions.
No,10.1108/EC-03-2012-0063,Eulerian-Eulerian modelling and computational fluid dynamics simulation of wire mesh demisters in MSF plants (2014),The simulation is made by the use of computational fluid dynamics (CFD) software.,Purpose - The purpose of this study is to focus on simulation of wire mesh demisters in multistage flash desalination (MSF) plants.,Originality/value - This work is the first in the literature to simulate the MSF demister using CFD modeling.,"This work is part of a group effort to develop a comprehensive CFD simulation for the entire flashing stage of the MSF process, which would provide an extremely efficient and inexpensive design and simulation tool to the desalination community.","The computational domain included three zones, which are the vapor space above and below the demister and the demister."
Yes - DUET-H,10.1016/j.envsoft.2008.12.006,Estimating storm discharge and water quality data uncertainty: A software tool for monitoring and modeling applications (2009),"For storm loads, the uncertainty was typically least for discharge (+/- -%), greater for sediment (+/- -%) and dissolved N and P (+/- -%) loads, and greater yet for total N and P (+/- -%).",Hydrologic and water quality data are too important for scientists to continue to ignore the inherent uncertainty.,"With these benefits in mind, the Data Uncertainty Estimation Tool for Hydrology and Water Quality (DUET-H/WQ) was developed from an existing uncertainty estimation framework for small watershed discharge, sediment, and N and P data.",When these uncertainty estimates for individual values were aggregated within study periods (i.e.,"DUET-H/WQ lists published uncertainty information for data collection procedures to assist the user in assigning appropriate data-specific uncertainty estimates and then calculates the uncertainty for individual discharge, concentration, and load values."
No (not related to environment),10.1016/j.mcm.2011.01.055,Modeling and quantitatively predicting software security based on stochastic Petri nets (2012),"To quantitatively predict software security in the design phase, hierarchical software security modeling and evaluation methods are proposed based on Stochastic Petri Nets (SPNs).",A sensitivity analysis method is proposed through evaluating the derivative of the security evaluation prediction equation.,Security prediction and sensitivity analysis in the design phase provide the possibility to investigate and compare different solutions to the target system before realization.,The security prediction value is calculated based on the probability distribution of the MC in the steady state.,An isomorphic Markov Chain (MC) is obtained from the component SPN model.
Yes - MINFIT,10.1021/acs.est.6b03399,MINFIT: A Spreadsheet-Based Tool for Parameter Estimation in an Equilibrium Speciation Software Program (2016),"Stemming from classical chemical equilibrium codes, MINEQL+ has been one of the most widely used chemical equilibrium software programs.",Benchmark examples including both aqueous and surface complexation problems illustrate the parameter estimation and associated sensitivity analysis.,"Although there are existing tools available, the steep learning curve prevents the wider community of environmental engineers and chemists to adopt those tools.",We developed interactive interfaces so that the optimization processes are transparent.,
No (not related to environment),10.1155/2016/9276093,A New Software Reliability Growth Model: Multigeneration Faults and a Power-Law Testing-Effort Function (2016),Software reliability growth models (SRGMs) based on a nonhomogeneous Poisson process (NHPP) are widely used to describe the stochastic failure behavior and assess the reliability of software systems.,"Considering a power-law function of testing effort and the interdependency of multigeneration faults, we propose a modified SRGM to reconsider the reliability of open source software (OSS) systems and then to validate the model's performance using several real-world data.","We also formally examine the optimal policy of software release, considering both the testing cost and the reliability requirement.","By conducting sensitivity analysis, we find that if the testing-effort effect or the fault interdependency was ignored, the best time to release software would be seriously delayed and more resources would be misplaced in testing the software.","For these models, the testing-effort effect and the fault interdependency play significant roles."
Yes,10.1615/Int.J.UncertaintyQuantification.v1.i1.20,ASSESSMENT OF COLLOCATION AND GALERKIN APPROACHES TO LINEAR DIFFUSION EQUATIONS WITH RANDOM DATA (2011),"The stochastic collocation method requires many solves of deterministic PDEs, which allows the use of existing software.",We implement both methods using the Trilinos software package and we assess their cost and performance.,"We compare the performance of two methods, the stochastic Galerkin method and the stochastic collocation method, for solving partial differential equations (PDEs) with random data.","The implementations in Trilinos are known to be efficient, which allows for a realistic assessment of the computational complexity of the methods.","However, the total number of degrees of freedom in the stochastic collocation method can be considerably larger than the number of degrees of freedom in the stochastic Galerkin system."
Yes - BMP Toolbox,10.1089/ees.2009.0105,Predicting the Long-Term Performance of a Structural Best Management Practice with the BMP ToolBox Model (2010),"Furthermore, the one-factor-at-a-time method (OFAT) was applied in a sensitivity analysis to identify sensitive model parameters.",The study applied the BMP ToolBox model to a BMP site in Taiwan to test its validity.,It is costly to constantly sample to monitor the performance of a structural best management practice (BMP).,"The BMP Toolbox model was successfully applied, and a process for evaluating the long-term operation of structural BMP sites was established.",The BMP ToolBox model was calibrated and verified using two years of sample data.
Yes,10.1080/10705511.2013.769393,Sensitivity Analysis of Multiple Informant Models When Data Are Not Missing at Random (2013),"This article considers these approaches in an analysis of family data to assess the sensitivity of parameter estimates and statistical inferences to assumptions about missing data, a strategy that could be easily implemented using SEM software.",Statistical inference is based on the assumption that data are missing completely at random or missing at random.,"Importantly, whether or not data are missing is assumed to be independent of the missing data.",Missing data are common in studies that rely on multiple informant data to evaluate relationships among variables for distinguishable individuals clustered within groups.,"Estimation of structural equation models using raw data allows for incomplete data, and so all groups can be retained for analysis even if only  member of a group contributes data."
Yes,10.1016/j.cie.2009.04.004,The decision model of task allocation for constrained stochastic distributed systems (2010),"In this model, the DSR is derived from the module software reliabilities, the processor hardware reliabilities, the transition probabilities between modules, and the task allocation matrix.",We are the first to study the effects of module software reliabilities and module execution frequencies on the optimal task allocation.,"Finally, a sensitivity analysis is performed to verify the effects of module software reliabilities and processor hardware reliabilities on the DSR and on the task allocation decision.","In distributed systems, an application program is divided into several software modules, which need to be allocated to processors connected by communication links.","By viewing each module as a state in the Markov process, we build a task allocation decision model to maximize DSR for distributed systems with % reliable network."
?,10.1016/j.compag.2007.08.002,Hardware and software efficacy in assessment of fine root diameter distributions (2008),A sensitivity analysis of several software programs capable of providing root diameter distribution analyses was undertaken to determine if this software was capable of discriminating % changes in diameters of roots in the .-.,"One package was, however, clearly superior to the other two for routine digital analysis.",None of the three packages were able to adequately analyze these images.,It is concluded that both hardware and software constraints currently inhibit the sensitivity of investigations into fine root diameter shifts in response to environmental conditions.,All three packages require additional development before they are suitable for routine analysis of fine roots.
?,10.1007/s10666-005-9029-z,Application of the Morris algorithm for sensitivity analysis of the REALM model for the Goulburn irrigation system (2006),"The Goulburn is more sensitive to some of the numerical convergence parameters used in the allocation software, while the Broken is less sensitive to these factors.","The model is analysed to assess the sensitivity of a subset of the model outputs, to a subset of the system parameters.",The REALM modelling shell is widely used in Australia as a water allocation modelling tool.,REALM represents the river and irrigation system as a network of storages and carriers.,The model has been optimised to best represent the water harvesting and allocation for use by water management authorities.
No (not related to environment),10.1177/0037549713518598,Fuzzy logic approach and sensitivity analysis for agent-based crowd injury modeling (2014),"As a proof of the concept, a prototype system was implemented using the Repast Simphony agent-based simulation toolkit.","In some countries, these kinds of activities are the only way to express public displeasure with their government.",Sensitivity analysis has been conducted to analyze parameters in the model.,"A group of police and military officers were consulted for a set of injury model rules, and those rules were then included in the simulation platform.","In urban areas, police and military forces use non-lethal weapons (NLWs), such as rubber bullets or clubs, to control a violent and destructive crowd."
?,10.1080/00949655.2012.660486,Data-driven sensitivity analysis to detect missing data mechanism with applications to structural equation modelling (2013),Current sensitivity analysis methods primarily assume a model for the response mechanism in conjunction with a measurement model and examine sensitivity to missing data mechanism via the parameters of the response model.,"Simulation studies are performed as well, using two methods of missing data generation, which show promise for the proposed sensitivity method.",-) introduced a new method of sensitivity analysis that does not require the difficult task of modelling the missing data mechanism.,Missing data are a common problem in almost all areas of empirical research.,It does not require heuristic input from the researcher and can be readily implemented in statistical software.
Yes - DUE,10.1016/j.cageo.2006.06.015,The Data Uncertainty Engine (DUE): A software tool for assessing and simulating uncertain environmental variables (2007),"This paper describes a software tool for: () assessing uncertainties in environmental data; and () generating realisations of uncertain data for use in uncertainty propagation analyses: the ""Data Uncertainty Engine (DUE)"".","Once data are imported, an uncertainty model can be developed for the positional and attribute uncertainties of environmental objects.","Using DUE, the spatial and temporal patterns of uncertainty (autocorrelation), as well as cross-correlations between related inputs, can be incorporated into an uncertainty analysis.","Alongside expert judgement, sample data may be used to help estimate uncertainties, and to reduce the uncertainty of the simulated output by ensuring each realisation reproduces the sample data.","Most importantly, DUE provides a conceptual framework for structuring an uncertainty analysis, allowing users without direct experience of uncertainty methods to develop realistic uncertainty models for their data."
?,10.1007/s12665-010-0468-8,Effect of fracture zone on DNAPL transport and dispersion: a numerical approach (2010),DNAPL movement in the subsurface showed a high sensitivity to fracture dip variation.,Both MODFLOW and UTCHEM software modeling suites were used to simulate different scenarios in fracture dip and hydraulic conductivities.,Two numerical simulation techniques have been used to identify a suitable method to assist in the characterization of DNAPL movement within fractured porous rock aquifers.,Sensitivity analysis was conducted on both the hydraulic conductivity and fracture dip values.,
?,10.1016/j.envsoft.2006.06.007,Parameter estimation and uncertainty analysis for a watershed model (2007),"Where numerical models are employed as an aid to environmental management, the uncertainty associated with predictions made by such models must be assessed.","Nonlinear calibration-constrained optimization can also provide good estimates of parameter and predictive uncertainty, even in situations where the objective function surface is complex.",All methods of parameter and predictive uncertainty analysis discussed herein are implemented using freely-available software.,Linear (or first-order) uncertainty analysis has the advantage that it can be implemented with virtually no computational burden.,"While the results of such an analysis can be extremely useful for assessing parameter uncertainty in a relative sense, and ascertaining the degree of correlation between model parameters, its use in analyzing predictive uncertainty is often limited."
?,10.1108/EC-07-2016-0265,Sensitivity analysis of DEM prediction for sliding wear by single iron ore particle (2017),Research limitations/implications - The applied coefficient of sliding wear is determined based on theoretical and experimental studies of a spherical head of iron ore particle.,"At the steady-state wear, the sensitivity analysis is done by predicting sliding wear volumes using the parameter values determined by iron ore-handling conditions.","To further reduce simulation time, it is inappropriate using lower particle shear modulus.","To ensure the wear predictions by DEM are accurate and stable, this study aims to conduct the sensitivity analysis at the single particle level.",This research is carried out using the software EDEM (R) ...
No,10.1007/s10661-011-2156-x,Chloride migration in groundwater for a tannery belt in Southern India (2012),software to investigate the chloride migration in an area of .,"This model was calibrated with field observations; and sensitivity analysis was carried out whereby model parameters, viz., conductivity, dispersivity, and source concentration were altered slightly, and the effect on calibration statistics was evaluated.",Results indicated that hydraulic conductivity played a more sensitive role than did dispersivity.,"It was found that even if the pollutant load reduced to % of the present level, the Cl- concentration in groundwater, even after  years, would not be reduced to the permissible limit of drinking water in the tannery belt.","Total dissolved solids and chloride (Cl-) measurements in open wells in the tannery cluster vary from , to , and , to , mg/l, respectively."
Yes - PEST,10.5194/hess-11-793-2007,Comparing sensitivity analysis methods to advance lumped watershed model identification and evaluation (2007),"This study seeks to identify sensitivity tools that will advance our understanding of lumped hydrologic models for the purposes of model improvement, calibration efficiency and improved measurement schemes.",These four sensitivity methods were applied to the lumped Sacramento soil moisture accounting model (SAC-SMA) coupled with SNOW-.,"Four sensitivity analysis methods were tested: () local analysis using parameter estimation software (PEST), () regional sensitivity analysis (RSA), () analysis of variance (ANOVA), and () Sobol's method.","Comparative results for the  sensitivity methods are presented for a -year time series with  h,  h, and  h time intervals.",Differences between the two adjacent watersheds also suggest strong influences of local physical characteristics on the sensitivity methods' results.
Yes - PEST,10.1016/j.jhydrol.2014.06.020,Groundwater fluxes in a shallow seasonal wetland pond: The effect of bathymetric uncertainty on predicted water and solute balances (2014),"We demonstrate that bathymetry can be successfully represented within the model in a simple parametric form using a cubic Sexier curve, allowing an assessment of bathymetric uncertainty due to measurement error and survey detail on the derived groundwater fluxes compared with the fixed bathymetry models.",We systematically quantify the uncertainty implications for eight different representations of wetland bathymetry for a shallow seasonal wetland pond in South Australia.,Water volume and solute mass balance models can be used in order to derive an estimate of groundwater fluxes within such systems.,Groundwater fluxes estimated from such an approach are subject to uncertainty in the measured variables as well as in the process representation and in parameters within the model.,The predictive uncertainty estimation methods provided in the Model-Independent Parameter Estimation and Uncertainty Analysis software (PEST) are used to quantify the effect of bathymetric uncertainty on the modelled fluxes.
No,10.2166/wst.2007.090,Stormwater pollutant loads modelling: epistemological aspects and case studies on the influence of field data sets on calibration and verification (2007),"Most of them were initially developed for research purposes, and have been later on implemented in commercial software packages devoted to operational needs.","It is hard to find, if not impossible, an ""optimum"" or ""best"" unique set of parameters values.",Model calibration and verification appear to dramatically depend on the data sets used for their calibration and verification.,"This paper presents some epistemological problems and difficulties with practical consequences in the application of stormwater quality models, such as simplified representation of reality, scaling-up, over-parameterisation, transition from calibration to verification and prediction, etc.","In urban drainage, stormwater quality models have been used by researchers and practitioners for more than  years."
?,10.1051/lhb/2014047,Quantification of the uncertainties related to velocity-area streamgauging data (2014),"To address the limitations of the method proposed by the ISO  standard, a generalized approach is introduced for computing the uncertainty associated with velocity-area discharge measurements.",It is possible to implement it in discharge computation software such as BAREME.,Direct computation methods are suggested for estimating the uncertainty components related to the vertical integration of velocity and to the transversal integration of velocity and depth.,The new uncertainty analysis method was applied to streamgauging data which are representative of varied site conditions and field procedures.,"The new method appears to be more versatile than the ISO  method, and better suited to the diversity of streamgauging procedures."
No,10.1016/j.envsoft.2013.03.011,A review of Bayesian belief networks in ecosystem service modelling (2013),"Nevertheless, some weaknesses have to be considered, including poor flexibility of frequently applied software packages, difficulties in eliciting expert knowledge and the inability to model feedback loops.",A SWOT analysis highlights the advantages and disadvantages of BBNs in ESS modelling and pinpoints remaining challenges for future research.,"However, the number of applications of BBNs in ESS modelling is still limited.","The existing BBN models are suited to describe, analyse, predict and value ESS.",A wide range of quantitative and qualitative modelling research on ecosystem services (ESS) has recently been conducted.
Yes,10.2112/08-1074.1,Probabilistic Assessment Study of Channels Downstream Slopes Erosion in the Maritime Environment (2009),The limit state functions representing the erosion volumes variation behavior under the different conditions were also determined by using reliable statistical goodness-of-fit software.,Validation and sensitivity analyses were also carried out to ensure more reliability for this research.,Then preliminary estimates for the eroded volumes (m()/m) in the downstream slope of the channel were evaluated and so used to determine the relevant regression models.,"The study concentrated on the liquefaction effect in the erosion factor, which is the main controllable parameter for this phenomena.","and sigma = ., as a representative limit state function."
No,10.1016/j.chemolab.2004.03.004,MVC1: an integrated MatLab toolbox for first-order multivariate calibration (2004),"Multivariate calibration  (MVC), a MatLab(R) toolbox for implementing up to  different first-order calibration methodologies through easily managed graphical user interfaces, is presented.",Prediction results are produced along analytical figures of merit and standard errors calculated by uncertainty propagation.,The toolbox accepts different input data formats (either arranged as matrices or vectors contained in raw data files or in already existing MatLab variables) and incorporates many preprocessing algorithms in order to improve prediction capabilities.,"Moreover, the toolbox allows one to manually select working sensor regions, or to automatically find which region provides the minimum error.",The development and validation of each model and its subsequent application to unknown samples are straightforward.
?,10.1016/j.apm.2010.03.006,Sensitivity analysis of release time of software reliability models incorporating testing effort with multiple change-points (2010),Global sensitivity analysis performs better due to the consideration of the global parameter space.,"Finally, to avoid further excessive adjustment of software release time, interval estimation is recommended for use and it can be obtained based on the results from global sensitivity analysis.","To accurately model software failure process with software reliability growth models, incorporating testing effort has shown to be important.","In fact, testing effort allocation is also a difficult issue, and it directly affects the software release time when a reliability criteria has to be met.","However, with an increasing number of parameters involved in these models, the uncertainty of parameters estimated from the failure data could greatly affect the decision."
No (not related to environment),10.1080/00273171.2016.1251756,Analyzing Complex Treatment Effects in Nonrandomized Observational Studies: The Case of Retention of Students in Grade (2016),"In their rejoinder, Vandecandelaere and Vansteelandt discuss tradeoffs in comparing the promoted and retained groups and highlight sensitivity analysis as a method of probing the robustness of treatment effect estimates.",Our hope is that this combined didactic presentation and critical evaluation will encourage researchers to add marginal structural models to their methodological toolkits.,Should low-achieving students be promoted to the next grade or be retained (held back) in the prior grade?,,
?,10.1007/s00158-007-0136-0,Estimation of process parameter variations in a pre-defined process window using a Latin hypercube method (2008),"Furthermore, the dominating design parameters can be predicated using sensitivity analysis, and this in its turn clarifies how the reliability criteria are met.","Finally, the developed software can be used as an additional module for set-up of stochastic finite element simulations and to collect the numerical results from different solvers within different applications.",It has been shown that the method enables us to estimate the admissible design parameter variations and to predict the actual safe margin for given process parameters.,The conclusions of this study are that the applied method gives a possibility to illustrate and interpret the variation of the response versus a design parameter variation.,"A sampling plan based on the Latin hypercube sampling method for variation of design parameters is utilized, and the thickness reduction is specified as the response."
?,10.1016/j.envsoft.2010.11.002,"NCNA: Integrated platform for constructing, visualizing, analyzing and sharing human-mediated nitrogen biogeochemical networks (2011)",We developed a new software.,"NCNA, to provide three functions: a) rigorous reconstruction of quasi-empirical models (QEMs), b) computer-aided interface for data collection and automatic sensitivity analysis, and c) automatic generation, visualization and network environ analysis (NEA) of N cycling networks.",Human alterations to the nitrogen (N) cycle are closely associated with global environmental and climate change.,New tools are necessary to model and analyze the highly complex N cycles emerging from human-mediated ecosystems.,
No,10.1016/j.csda.2010.11.021,Analyzing longitudinal clinical trial data with nonignorable missingness and unknown missingness reasons (2012),The analysis demonstrates the usefulness of the method as a general approach to evaluating the sensitivity of standard analysis to nonignorable nonmonotone missingness in clinical trials.,A local sensitivity analysis method is then applied to analyze the dataset and to investigate the changes in parameter estimates in the neighborhood of the ignorable model.,"Because the assumption can be questionable, the sensitivity of inferences to alternative assumptions about missingness needs to be evaluated.",Another is that it can be implemented using the standard software without excessive additional computation.,Longitudinal clinical trials are often plagued by nonmonotone missingness due to both patient dropout and intermittent missingness.
No,10.1111/j.1539-6924.2012.01918.x,Application of Bayesian Networks in Quantitative Risk Assessment of Subsea Blowout Preventer Operations (2013),"Subsequently, five categories of influencing factors, namely, human, hardware, software, mechanical, and hydraulic, are modeled and then added to the main Bayesian network.","Lastly, the Bayesian network model is analyzed.",The results of the sensitivity analysis agree with the findings of the quantitative analysis.,"Fourth, the entire Bayesian network model is established.","First, the flow chart is translated into a Bayesian network."
Yes,10.1016/j.advengsoft.2007.03.004,A computational algorithm for the multiple generation of nonlinear mathematical models and stability study (2008),A computer program for a Monte Carlo analysis of sensitivity in equations of environmental modelling obtained from experimental data.,"This paper presents an algorithm that generates families of mathematical models with nonlinear parameters, and includes the study of linear models, based on the experimental data of the intervening variables.",The implementation of this algorithm has been named poly-model and is based on the application of the Gauss-Newton algorithm for obtaining the parameters of nonlinear models [Verdu F. Un Algoritmo para la construccion multiple de modelos matematicos no lineales y el estudio de su estabilidad.,"Universidad de Alicante, ].",Object-oriented Pascal has been used in Delphi .
Yes - SAMCAT,10.1016/j.jenvrad.2016.06.008,Identifiability of sorption parameters in stirred flow-through reactor experiments and their identification with a Bayesian approach (2016),"Bayesian inference was conducted with SAMCAT software (Sensitivity Analysis and Markov Chain simulations Applied to Transfer models) which launched the simulations through the embedded simulation engine GNU-MCSim, and automated their configuration and post-processing.","Bayesian results were comparable to maximum likehood method but they avoided convergence problems, the marginal likelihood allowed to compare all modeK and credible interval gave directly the uncertainty of sorption parameters theta.",Parameter identifiability was studied.formally on the equations governing outlet concentrations.,It was also studied numerically on  simulated CSTR experiments on a soil with known equilibrium-kinetic sorption parameters.,This paper addresses the methodological conditions particularly experimental design and statistical inference ensuring the identifiability of sorption parameters from breakthrough curves measured during stirred flow-through reactor experiments also known as continuous flow stirred-tank reactor (CSTR) experiments.
Yes - Tapenade,10.1002/fld.2263,Automatic differentiation strategy for the local sensitivity analysis of a one-dimensional hydraulic model (2011),"More specifically, Tapenade software, in the tangent linear mode (TLM), has been used to calculate derivatives of the model outputs (discharge and water level) with respect to the bottom friction expressed in terms of Strickler relation.","In this paper, automatic differentiation (AD) techniques are introduced and applied in the local sensitivity analysis of the state function handled by the one-dimensional hydraulic model, Mage.",,,
Yes,10.1016/j.jhydrol.2016.04.032,Tools for investigating the prior distribution in Bayesian hydrology (2016),The results of the application of this toolkit suggest the prior distribution can have a significant impact on the posterior distribution and should be more routinely assessed in hydrologic studies.,This paper describes tools for the evaluation of parameter sensitivity to the prior distribution to provide guidelines for defining meaningful priors.,Bayesian inference is one of the most popular tools for uncertainty analysis in hydrological modeling.,"The tools described here consist of two measurements, the Kullback-Leibler Divergence (KLD) and the prior information elasticity.",The prior information elasticity is then used to quantify the responsiveness of the KLD values to the change of prior distributions and length of available data.
Yes,10.1007/s10098-017-1446-6,Uncertain supply chain network design considering carbon footprint and social factors using two-stage approach (2017),"The sensitivity analysis examines the effects of reducing carbon footprint cap, negative social impacts and varying probability on the total cost of the supply chain.","Further, the carbon emission of supply chain is estimated by considering a composite emission that consists of raw material, production, transportation and handling emissions.",An effective supply chain network design (SCND) is very important to implement sustainability in supply chain.,It is observed that a stricter carbon cap over supply chain network leads to opening of more plants across the supply chain.,"This study proposes an uncertain SCND model that minimizes the total supply chain-oriented cost and determines the opening of plants, warehouses and flow of materials across the supply chain network by considering various carbon emissions and social factors."
