,id,year,title,keywords,abstract,copyright,AU,SO,DE,DOI
368,WOS:000354547700014,2015,Identification of Critical Erosion Watersheds for Control Management in Data Scarce Condition Using the SWAT Model,LEAST-SQUARES REGRESSION|CRITICAL SUBWATERSHEDS|SENSITIVITY-ANALYSIS|SEDIMENT YIELD|SOIL-EROSION|PRONE AREAS|CLIMATE|CATCHMENT|INDIA|REQUIREMENTS,"Identification of critical watersheds prone to soil erosion has been performed by using a hydrological model in data scarce Damodar River catchment, located in Jharkhand state of India. Model is calibrated and validated for two watersheds, i.e.,()Nagwan, .km; and ()Banikdih, .km, nested within the catchment. The achieved R values of predicted monthly runoff and sediment yield varies, respectively, .-. and .-., for both the watersheds during calibration and validation period. Calibration and validation results revealed that model is predicting monthly runoff and sediment yield satisfactory for the two watersheds of the Damodar River catchment. The validated model parameters were then up-scaled to the whole catchment and model was run from - to identify the critical watersheds. Model was successfully used for prioritization of  watersheds delineated using the computer software model within the catchment. In delineation process, the boundaries of  watersheds matched exactly with the watersheds delineated manually by Damodar Valley Corporation. Out of these  watersheds, erosion classes of  exactly matched with the manually described erosion class. For remaining  watersheds, priority of  watersheds was either one class higher or lower, whereas eight watersheds showed complete mismatch. Overall results showed that the hydrological model used in this paper may be helpful in prioritization of management strategies to manage the resources where availability of data is a big concern. Such approach for managing resources is particularly needed in developing countries for better utilization of limited resources.",,"Kumar, Sanjeet|Mishra, Ashok|Raghuwanshi, Narendra Singh",JOURNAL OF HYDROLOGIC ENGINEERING,soil and water assessment tool (swat)|calibration|validation|watershed|critical erosion|identification|prioritization,10.1061/(ASCE)HE.1943-5584.0001093
369,WOS:000301688100020,2012,Generalized estimating equations and regression diagnostics for longitudinal controlled clinical trials: A case study,DELETION DIAGNOSTICS|INFLUENTIAL OBSERVATIONS|LINEAR-MODELS|GEE|SOFTWARE,"Generalized estimating equations (GEE) were proposed for the analysis of correlated data. They are popular because regression parameters can be consistently estimated even if only the mean structure is correctly specified. GEE have been extended in several ways, including regression diagnostics for outlier detection. However, GEE have rarely been used for analyzing controlled clinical trials. The SB-LOT trial, a double-blind placebo-controlled randomized multicenter trial in which the oedema-protective effect of a vasoactive drug was investigated in patients suffering from chronic insufficiency was re-analyzed using the GEE approach. It is demonstrated that the autoregressive working correlation structure is the most plausible working correlation structure in this study. The effect of the vasoactive drug is a difference in lower leg volume of . ml per week (p=., % confidence interval .-. ml per week), making a difference of  ml at the end of the study. Deletion diagnostics are used for identification of outliers and influential probands. After exclusion of the most influential patients from the analysis, the overall conclusion of the study is not altered. At the same time, the goodness of fit as assessed by half-normal plots increases substantially. In summary, the use of GEE in a longitudinal clinical trial is an alternative to the standard analysis which usually involves only the last follow-up. Both the GEE and the regression diagnostic techniques should accompany the GEE analysis to serve as sensitivity analysis.", (C) 2011 Elsevier B.V. All rights reserved.,"Vens, Maren|Ziegler, Andreas",COMPUTATIONAL STATISTICS & DATA ANALYSIS,chronic venous insufficiency|cook statistic|deletion diagnostics|independence estimating equations|half-normal plot,10.1016/j.csda.2011.04.010
370,WOS:000090149600007,2000,An object-oriented structural optimization program,SHAPE OPTIMIZATION,"In this paper, implementation concepts of a structural optimization software using object-oriented programming (OOP) in CS ++ is presented. A brief mathematical formulation of structural optimization and continuum-based sensitivity analysis is presented. The requirements of a computational optimization environment are derived from this formulation. The OOP characteristics are analysed and this paradigm is employed in the implementation of design variables, structural performance functionals, velocity fields, design model and mathematical programming algorithms using CI-Jr. Finally, the program obtained is applied to D linear elastic examples of sizing and shape optimization.",,"Silva, CAC|Bittencourt, ML",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,structural optimization|sensitivity analysis|c plus|object-oriented programming|linear elasticity,10.1007/s001580050146
372,WOS:000283340800004,2010,A DECISION SUPPORT TOOL FOR IRRIGATION INFRASTRUCTURE INVESTMENTS,OPTIMAL ALLOCATION|WATER-RESOURCES|SYSTEM|MODEL|MANAGEMENT|IMPACTS|FARM,"Increasing water scarcity, climate change and pressure to provide water for environmental flows urge irrigators to be more efficient. In Australia, ongoing water reforms and most recently the National Water Security Plan offer incentives to irrigators to adjust their farming practices by adopting water-saving Irrigation infrastructures to match soil, crop and climatic conditions. Water Works is a decision support tool to facilitate irrigators to make long- and short-term irrigation infrastructure investment decisions at the farm level. It helps irrigators to improve the economic efficiency, water use efficiency and environmental performance of their farm businesses. Water Works has been tested, validated and accepted by the irrigation community and researchers in NSW, Australia. The interface of Water Works is user-friendly and flexible. The simulation and optimisation module in Water Works provides an opportunity to evaluate Infrastructure investment decisions to suit their seasonal or long-term water availability. The sensitivity analysis allows substantiation of the impact of major variables Net present value, internal rate of return, benefit cost ratio and payback period are used to analyse the costs and benefits of modern irrigation technology. Application of Water Works using a whole farm-level case study indicates its effectiveness in making long- and short-term investment decisions Water Works can be easily integrated into commercial software such as spreadsheets, GIS, real-time data acquisition and control systems to further enhance its usability. Water Works can also be used in regional development planning."," Copyright (C) 2009 John Wiley & Sons, Ltd.","Khan, Shahbaz|Mushtaq, Shahbaz|Chen, Charlie",IRRIGATION AND DRAINAGE,decision support tool|water management|seasonal and long-term investment|optimisation|simulation|benefit-cost analysis|whole farm|water trading|water saving,10.1002/ird.501
374,WOS:000250352400010,2007,Parallel computing techniques for sensitivity analysis in optimum structural design,FINITE-ELEMENT-ANALYSIS|OPTIMIZATION|SYSTEMS|ENVIRONMENT|LOADS,"Among different activities of the optimum structural design using the gradient-based optimization approaches, design sensitivity analysis is the most time-consuming computational process. By introducing parallel computing techniques for sensitivity computation, significant speedup has been obtained in optimum structural design. Computation of design sensitivities is characteristically uncoupled, thus opening the door to parallelization. In this paper, two types of approaches viz. single-level and multilevel parallelisms are pursued for design sensitivities. The design sensitivities are computed using analytical and finite-difference methods. Numerical studies show that the performance of the parallel algorithms for design sensitivities on message passing systems is very good. Good speedups have been achieved in parallel multilevel sensitivity calculation. The parallel algorithms for design sensitivity analysis have been implemented on message passing parallel systems within the software platform of Parallel Computer Adaptive Language.",,"Umesha, P. K.|Venuraju, M. T.|Hartmann, D.|Leimbach, K. R.",JOURNAL OF COMPUTING IN CIVIL ENGINEERING,,10.1016/(ASCE)0887-3801(2007)21:6(463)
376,WOS:000344676000001,2014,Kinetic Study of Nonequilibrium Plasma-Assisted Methane Steam Reforming,DIELECTRIC-BARRIER DISCHARGE|CONVERSION|TRANSPORT|MECHANISM|REACTOR,"To develop a detailed reaction mechanism for plasma-assisted methane steam reforming, a comprehensive numerical and experimental study of effect laws on methane conversion and products yield is performed at different steam to methane molar ratio (S/C), residence time s, and reaction temperatures. A CHEMKIN-PRO software with sensitivity analysis module and path flux analysis module was used for simulations. A set of comparisons show that the developed reaction mechanism can accurately predict methane conversion and the trend of products yield in different operating conditions. Using the developed reaction mechanism in plasma-assisted kinetic model, the reaction path flux analysis was carried out. The result shows that CH recombination is the limiting reaction for CO production and O is the critical species for CO production. Adding wt.% Ni/SiO in discharge region has significantly promoted the yield of H-, CO, or CO in dielectric packed bed (DPB) reactor. Plasma catalytic hybrid reforming experiment verifies the reaction path flux analysis tentatively.",,"Zheng, Hongtao|Liu, Qian",MATHEMATICAL PROBLEMS IN ENGINEERING,,10.1155/2014/938618
378,WOS:000330491600049,2014,Improvement of the R-SWAT-FME framework to support multiple variables and multi-objective functions,MISSISSIPPI RIVER-BASIN|RAINFALL-RUNOFF MODELS|AUTOMATIC CALIBRATION|PARAMETER-ESTIMATION|UNCERTAINTY ANALYSIS|SENSITIVITY-ANALYSIS|BAYESIAN-APPROACH|CATCHMENT MODELS|LAND-USE|POLLUTION,"Application of numerical models is a common practice in the environmental field for investigation and prediction of natural and anthropogenic processes. However, process knowledge, parameter identifiability, sensitivity, and uncertainty analyses are still a challenge for large and complex mathematical models such as the hydrological/water quality model, Soil and Water Assessment Tool (SWAT). In this study, the previously developed R program language-SWAT-Flexible Modeling Environment (R-SWAT-FME) was improved to support multiple model variables and objectives at multiple time steps (i.e., daily, monthly, and annually). This expansion is significant because there is usually more than one variable (e.g., water, nutrients, and pesticides) of interest for environmental models like SWAT. To further facilitate its easy use, we also simplified its application requirements without compromising its merits, such as the user-friendly interface. To evaluate the performance of the improved framework, we used a case study focusing on both streamflow and nitrate nitrogen in the Upper Iowa River Basin (above Marengo) in the United States. Results indicated that the R-SWAT-FME performs well and is comparable to the built-in auto-calibration tool in multi-objective model calibration. Overall, the enhanced R-SWAT-FME can be useful for the SWAT community, and the methods we used can also be valuable for wrapping potential R packages with other environmental models.", Published by Elsevier B.V.,"Wu, Yiping|Liu, Shuguang",SCIENCE OF THE TOTAL ENVIRONMENT,calibration|fme|monte carlo|r|sensitivity and uncertainty analyses|swat,10.1016/j.scitotenv.2013.07.048
380,WOS:000297595300005,2011,Shape optimisation of preform design for precision close-die forging,FINITE-ELEMENT METHOD|TOPOLOGY OPTIMIZATION|STRUCTURAL OPTIMIZATION|EVOLUTIONARY PROCEDURE|SENSITIVITY-ANALYSIS|HOMOGENIZATION|SIMULATION|ALGORITHM|BLADE,"Preform design is an essential stage in forging especially for parts with complex shapes. In this paper, based on the evolutionary structural optimisation (ESO) concept, a topological optimisation method is developed for preform design. In this method, a new criterion for element elimination and addition on the workpiece boundary surfaces is proposed to optimise material distribution. To improve the quality of the boundary after element elimination, a boundary smoothing technique is developed using B-spline curve approximation. The developed methods are programmed using C# code and integrated with DEFORM D software package. Two D case problems including forging of an aerofoil shape and forging of rail wheel are evaluated using the developed method. The results suggest that the developed topology optimisation method is an efficient approach for preform design optimisation.",,"Lu, Bin|Ou, Hengan|Cui, Z. S.",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,preform design|topology|optimisation|forging,10.1007/s00158-011-0668-1
382,WOS:000345254600006,2014,Quantification of the uncertainties related to velocity-area streamgauging data,,"Estimating the contribution of the different error sources in a given streamgauging offers a practical tool to improve the measurement strategy. To address the limitations of the method proposed by the ISO  standard, a generalized approach is introduced for computing the uncertainty associated with velocity-area discharge measurements. Direct computation methods are suggested for estimating the uncertainty components related to the vertical integration of velocity and to the transversal integration of velocity and depth. Discharge extrapolations to the edges and in the top/bottom layers are explicitly taken into account, as well as the distribution of the verticals throughout the cross-section. The new uncertainty analysis method was applied to streamgauging data which are representative of varied site conditions and field procedures. The new method appears to be more versatile than the ISO  method, and better suited to the diversity of streamgauging procedures. It is possible to implement it in discharge computation software such as BAREME.",,"Le Coz, Jerome|Bechon, Pierre-Marie|Camenen, Benoit|Dramais, Guillaume",HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,gauging|uncertainty|velocity area|procedure,10.1051/lhb/2014047
385,WOS:000326685400009,2013,Uncertainty analysis in urban drainage modelling: should we break our back for normally distributed residuals?,PARAMETER-ESTIMATION|CALIBRATION,"This study presents results on the assessment of the application of a Bayesian approach to evaluate the sensitivity and uncertainty associated with urban rainfall-runoff models. The software MICA was adopted, in which the prior information about the parameters is updated to generate the parameter posterior distribution. The likelihood function adopted in MICA assumes that the residuals between the measured and modelled values have a normal distribution. This is a trait of many uncertainty/sensitivity procedures. This study compares the results from three different scenarios: (i) when normality of the residuals was checked but if they were not normal then nothing was done (unverified); (ii) normality assumption was checked, verified (using data transformations) and a weighting strategy was used that gives more importance to high flows; and (iii) normality assumption was checked and verified, but no weights were applied. The modelling implications of such scenarios were analysed in terms of model efficiency, sensitivity and uncertainty assessment. The overall results indicated that verifying the normality assumption required the models to fit a wider portion of the hydrograph, allowing a more detailed inspection of parameters and processes simulated in both models. Such an outcome provided important information about the advantages and limitations of the models' structure.",,"Dotto, C. B. S.|Deletic, A.|McCarthy, D. T.",WATER SCIENCE AND TECHNOLOGY,bayesian approach|normality assumption|uncertainty analysis|urban drainage models,10.2166/wst.2013.360
388,WOS:000355262900012,2015,A meta-heuristic solution for automated refutation of complex software systems specified through graph transformations,ANT COLONY OPTIMIZATION|FLY MODEL CHECKING|SEARCH,"One of the best approaches for verifying software systems (especially safety critical systems) is the model checking in which all reachable states are generated from an initial state. All of these states are searched for errors or desirable patterns. However, the drawback for many real and complex systems is the state space explosion in which model checking cannot generate all the possible states. In this situation, designers can use refutation to check refusing a property rather than proving it. In refutation, it is very important to handle the state space for finding errors efficiently. In this paper, we propose an efficient solution to implement refutation in complex systems modeled by graph transformation. Since meta-heuristic algorithms are efficient solutions for searching in the problems with very large state spaces, we use them to find errors (e.g., deadlocks) in systems which cannot be verified through existing model checking approaches due to the state space explosion. To do so, we employ a Particle Swarm Optimization (PSO) algorithm to consider only a subset of states (called population) in each step of the algorithm. To increase the accuracy, we propose a hybrid algorithm using PSO and Gravitational Search Algorithm (GSA). The proposed approach is implemented in GROOVE, a toolset for designing and model checking graph transformation systems. The experiments show improved results in terms of accuracy, speed and memory usage in comparison with other existing approaches.", (C) 2015 Elsevier B.V. All rights reserved.,"Rafe, Vahid|Moradi, Maryam|Yousefian, Rosa|Nikanjam, Amin",APPLIED SOFT COMPUTING,model checking|refutation|pso|gsa|graph transformation system|state space explosion,10.1016/j.asoc.2015.04.032
391,WOS:000343415200006,2013,UNCERTAINTY IN THE DEVELOPMENT AND USE OF EQUATION OF STATE MODELS,,"In this paper we present the results from a series of focus groups on the visualization of uncertainty in equation-of-state (EOS) models. The initial goal was to identify the most effective ways to present EOS uncertainty to analysts, code developers, and material modelers. Four prototype visualizations were developed to present EOS surfaces in a three-dimensional, thermodynamic space. Focus group participants, primarily from Sandia National Laboratories, evaluated particular features of the various techniques for different use cases and discussed their individual workflow processes, experiences with other visualization tools, and the impact of uncertainty on their work. Related to our prototypes, we found the D presentations to be helpful for seeing a large amount of information at once and for a big-picture view; however, participants also desired relatively simple, two-dimensional graphics for better quantitative understanding and because these plots are part of the existing visual language for material models. In addition to feedback on the prototypes, several themes and issues emerged that are as compelling as the original goal and will eventually serve as a starting point for further development of visualization and analysis tools. In particular, a distributed workflow centered around material models was identified. Material model stakeholders contribute and extract information at different points in this workflow depending on their role, but encounter various institutional and technical barriers which restrict the flow of information. An effective software tool for this community must be cognizant of this workflow and alleviate the bottlenecks and barriers within it. Uncertainty in EOS models is defined and interpreted differently at the various stages of the workflow. In this context, uncertainty propagation is difficult to reduce to the mathematical problem of estimating the uncertainty of an output from uncertain inputs.",,"Weirs, V. Gregory|Fabian, Nathan|Potter, Kristin|McNamara, Laura|Otahal, Thomas",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,materials|uncertainty quantification|representation of uncertainty|model validation and verification|continnum mechanics,10.1615/Int.J.UncertaintyQuantification.2012003960
393,WOS:000355932400009,2015,"Parameter sensitivity analysis and optimization of Noah land surface model with field measurements from Huaihe River Basin, China",MESOSCALE ETA-MODEL|WATERSHED MODEL|ENVIRONMENTAL-MODELS|UNCERTAINTY|CALIBRATION|IMPLEMENTATION|HYDROLOGY|SYSTEMS|IMPACT|EVAPORATION,"This study aims to identify the parameters that are most important in controlling the Noah land surface model (LSM), the analysis of parameter interactions, and the evaluation of the performance of parameter optimization using the parameter estimation software PEST. We found it necessary to analyze parameter sensitivity in order to properly simulate hydrological variables such as latent heat flux in the Huaihe River Basin, China. The parameters under study in the Noah LSM link thermodynamic and hydrological parts into a complete model. To our knowledge, this parameter interaction in the Noah LSM has never been studied before. There are, however, several studies concerning the influence of vegetation types and climate conditions on parameter sensitivity of the Noah LSM. Three sensitivity analysis methods, the including local sensitivity analysis method SENSAN, regional sensitivity analysis, and Sobol's method, were tested. Five experimental sites in the Huaihe River Basin were chosen to perform the simulations. The results show that the Noah LSM parameter sensitivities were impacted by the choice of the analysis method. The local method SENSAN often produced significant differences in results compared to the two global methods. The parameter interactions investigated made a significant contribution towards elucidating how one process influences another in the Noah LSM. The results show that parameters were not transferable solely based on vegetation types but also rely on climate conditions. According to the sensitivity analysis results, four sensitive parameters were chosen to be optimized using the PEST method. PEST is a widely used method for estimating parameters in models. Root-mean-square error was used to evaluate the effect of the optimization. Generally in all sites, the optimized parameters values perform better than the original parameter values.",,"Hou, Ting|Zhu, Yonghua|Lu, Haishen|Sudicky, Edward|Yu, Zhongbo|Ouyang, Fen",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,noah lsm|huaihe river|sensitivity analysis|rsa|sobol's method|pest,10.1007/s00477-015-1033-5
394,WOS:000289865900008,2011,Automatic differentiation strategy for the local sensitivity analysis of a one-dimensional hydraulic model,,"In this paper, automatic differentiation (AD) techniques are introduced and applied in the local sensitivity analysis of the state function handled by the one-dimensional hydraulic model, Mage. We have proposed the different steps to easily compute automatic derivatives of a given numerical model. More specifically, Tapenade software, in the tangent linear mode (TLM), has been used to calculate derivatives of the model outputs (discharge and water level) with respect to the bottom friction expressed in terms of Strickler relation. We have shown the independent contribution of the main stream and floodplain Strickler coefficients on discharges and water levels. Furthermore, numerical comparison has shown that derivatives computed using the AD tool are more accurate than those using the forward divided differences scheme."," Copyright (C) 2010 John Wiley & Sons, Ltd.","Souhar, O.|Faure, J. -B.",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,automatic differentiation|divided differences|hydraulic models|sensitivity analysis,10.1002/fld.2263
395,WOS:000267193100001,2009,Evaluating uncertainty in integrated environmental models: A review of concepts and tools,RAINFALL-RUNOFF MODELS|GENERALIZED POLYNOMIAL CHAOS|WATER-QUALITY MODELS|SENSITIVITY-ANALYSIS|RISK-ASSESSMENT|AUTOMATIC CALIBRATION|GLOBAL OPTIMIZATION|RELIABILITY METHODS|HYDROLOGIC-MODELS|DIFFERENTIAL-EQUATIONS,"This paper reviews concepts for evaluating integrated environmental models and discusses a list of relevant software-based tools. A simplified taxonomy for sources of uncertainty and a glossary of key terms with ""standard'' definitions are provided in the context of integrated approaches to environmental assessment. These constructs provide a reference point for cataloging  different model evaluation tools. Each tool is described briefly (in the auxiliary material) and is categorized for applicability across seven thematic model evaluation methods. Ratings for citation count and software availability are also provided, and a companion Web site containing download links for tool software is introduced. The paper concludes by reviewing strategies for tool interoperability and offers guidance for both practitioners and tool developers.",,"Matott, L. Shawn|Babendreier, Justin E.|Purucker, S. Thomas",WATER RESOURCES RESEARCH,,10.1029/2008WR007301
397,WOS:000253663600007,2008,A computational algorithm for the multiple generation of nonlinear mathematical models and stability study,,"This paper presents an algorithm that generates families of mathematical models with nonlinear parameters, and includes the study of linear models, based on the experimental data of the intervening variables. The implementation of this algorithm has been named poly-model and is based on the application of the Gauss-Newton algorithm for obtaining the parameters of nonlinear models [Verdu F. Un Algoritmo para la construccion multiple de modelos matematicos no lineales y el estudio de su estabilidad. Doctoral Tesis. Universidad de Alicante, ]. One of its characteristics is a search among different nonlinear models within the parameters; unlike the methods found in the scientific literature [Camacho Rosales J. Estadistica con SPSS para windows. Ed. Ra-Ma, ; Mathsoft Inc. Splus-. Guide to Statistics. Seattle, ], the user does not intervene in their generation. A pruning criteria has also been introduced that is based on the stability analysis of models generated from perturbations, applying studies carried out by the authors and published in [Verdu F, Villacampa Y. A computer program for a Monte Carlo analysis of sensitivity in equations of environmental modelling obtained from experimental data. Advances in Engineering Software, ]. Object-oriented Pascal has been used in Delphi .", (c) 2007 Published by Elsevier Ltd.,"Verdu, F.|Villacampa, Y.",ADVANCES IN ENGINEERING SOFTWARE,modelling|nonlinear regression|sensitivity analysis,10.1016/j.advengsoft.2007.03.004
398,WOS:000400594100014,2017,Uncertainty Estimation in Flood Inundation Mapping: An Application of Non-parametric Bootstrapping,MONTHLY STREAMFLOW PREDICTION|ARTIFICIAL NEURAL-NETWORKS|CONFIDENCE-INTERVALS|MODEL CALIBRATION|DESIGN FLOODS|RUNOFF|RISK|PRECIPITATION|OPTIMIZATION|PARAMETERS,"Disaster prevention planning is affected in a significant way by a lack of in-depth understanding of the numerous uncertainties involved with flood delineation and related estimations. Currently, flood inundation extent is represented as a deterministic map without in-depth consideration of the inherent uncertainties associated with variables such as precipitation, streamflow, topographic representation, modelling parameters and techniques, and geospatial operations. The motivation of this study is to estimate uncertainties in flood inundation mapping based on a non-parametric bootstrapping method. The uncertainty is addressed through the application of non-parametric bootstrap sampling to the hydrodynamic modelling software, HEC-RAS, integrated with Geographic Information System (GIS). This approach was used to simulate different water levels and flow rates corresponding to different return periods from the available database. The study area was the Langat River Basin in Malaysia. The results revealed that the inundated land and infrastructure are subject to a flooding hazard of high-frequency events and that the flood damage potential is increasing significantly for residential areas and valuable land-use classes with higher return periods. The proposed methodology, as well as the study outcomes, of this paper could be beneficial to policymakers, water resources managers, insurance companies and other flood-related stakeholders."," Copyright (c) 2017 John Wiley & Sons, Ltd.","Faghih, M.|Mirzaei, M.|Adamowski, J.|Lee, J.|El-Shafie, A.",RIVER RESEARCH AND APPLICATIONS,flood mapping|uncertainty analysis|non-parametric bootstrap sampling|generalized extreme value distribution,10.1002/rra.3108
400,WOS:000321088500001,2013,A review of Bayesian belief networks in ecosystem service modelling,COLUMBIA RIVER BASIN|LAND MANAGEMENT ALTERNATIVES|DECISION-SUPPORT TOOLS|GROUNDWATER CONTAMINATION|UNCERTAINTY ANALYSIS|ADAPTIVE MANAGEMENT|RESOURCE MANAGEMENT|EXPERT KNOWLEDGE|AUSTRALIA|SYSTEMS,"A wide range of quantitative and qualitative modelling research on ecosystem services (ESS) has recently been conducted. The available models range between elementary, indicator-based models and complex process-based systems. A semi-quantitative modelling approach that has recently gained importance in ecological modelling is Bayesian belief networks (BBNs). Due to their high transparency, the possibility to combine empirical data with expert knowledge and their explicit treatment of uncertainties, BBNs can make a considerable contribution to the ESS modelling research. However, the number of applications of BBNs in ESS modelling is still limited. This review discusses a number of BBN-based ESS models developed in the last decade. A SWOT analysis highlights the advantages and disadvantages of BBNs in ESS modelling and pinpoints remaining challenges for future research. The existing BBN models are suited to describe, analyse, predict and value ESS. Nevertheless, some weaknesses have to be considered, including poor flexibility of frequently applied software packages, difficulties in eliciting expert knowledge and the inability to model feedback loops. (c) ", Elsevier Ltd. All rights reserved.,"Landuyt, Dries|Broekx, Steven|D'hondt, Rob|Engelen, Guy|Aertsens, Joris|Goethals, Peter L. M.",ENVIRONMENTAL MODELLING & SOFTWARE,bayesian belief networks|ecosystem services|expert based systems|graphical models,10.1016/j.envsoft.2013.03.011
401,WOS:000348756700001,2015,Pi 4U: A high performance computing framework for Bayesian uncertainty quantification of complex models,LIQUID WATER|EVOLUTIONARY STRATEGIES|PROBABILISTIC APPROACH|MARGINAL LIKELIHOOD|DYNAMICAL-SYSTEMS|INVERSE PROBLEMS|UPDATING MODELS|SIMULATION|OPTIMIZATION|RELIABILITY,"We present Pi U,() an extensible framework, for non-intrusive Bayesian Uncertainty Quantification and Propagation (UQ+P) of complex and computationally demanding physical models, that can exploit massively parallel computer architectures. The framework incorporates Laplace asymptotic approximations as well as stochastic algorithms, along with distributed numerical differentiation and task-based parallelism for heterogeneous clusters. Sampling is based on the Transitional Markov Chain Monte Carlo (TMCMC) algorithm and its variants. The optimization tasks associated with the asymptotic approximations are treated via the Covariance Matrix Adaptation Evolution Strategy (CMA-ES). A modified subset simulation method is used for posterior reliability measurements of rare events. The framework accommodates scheduling of multiple physical model evaluations based on an adaptive load balancing library and shows excellent scalability. In addition to the software framework, we also provide guidelines as to the applicability and efficiency of Bayesian tools when applied to computationally demanding physical models. Theoretical and computational developments are demonstrated with applications drawn from molecular dynamics, structural dynamics and granular flow.", (C) 2014 Elsevier Inc. All rights reserved.,"Hadjidoukas, P. E.|Angelikopoulos, P.|Papadimitriou, C.|Koumoutsakos, P.",JOURNAL OF COMPUTATIONAL PHYSICS,uncertainty quantification|parallel computing|distributed computing|bayesian inference|reliability,10.1016/j.jcp.2014.12.006
402,WOS:000300128000003,2012,Spatio-temporal uncertainty in Spatial Decision Support Systems: A case study of changing land availability for bioenergy crops in Mozambique,AGENT-BASED MODEL|COVER CHANGE|BIO-ENERGY|DYNAMICS|VALIDATION|SCENARIOS|GIS|SCIENCE|EXAMPLE|TOOL,"Spatial Decision Support Systems (SDSSs) often include models that can be used to assess the impact of possible decisions. These models usually simulate complex spatio-temporal phenomena, with input variables and parameters that are often hard to measure. The resulting model uncertainty is, however, rarely communicated to the user, so that current SDSSs yield clear, but therefore sometimes deceptively precise outputs. Inclusion of uncertainty in SDSSs requires modeling methods to calculate uncertainty and tools to visualize indicators of uncertainty that can be understood by its users, having mostly limited knowledge of spatial statistics. This research makes an important step towards a solution of this issue. It illustrates the construction of the PCRaster Land Use Change model (PLUC) that integrates simulation, uncertainty analysis and visualization. It uses the PCRaster Python framework, which comprises both a spatio-temporal modeling framework and a Monte Carlo analysis framework that together produce stochastic maps, which can be visualized with the Aguila software, included in the PCRaster Python distribution package. This is illustrated by a case study for Mozambique in which it is evaluated where bioenergy crops can be cultivated without endangering nature areas and food production now and in the near future, when population and food intake per capita will increase and thus arable land and pasture areas are likely to expand. It is shown how the uncertainty of the input variables and model parameters effects the model outcomes. Evaluation of spatio-temporal uncertainty patterns has provided new insights in the modeled land use system about, e.g., the shape of concentric rings around cities. In addition, the visualization modes give uncertainty information in an comprehensible way for users without specialist knowledge of statistics, for example by means of confidence intervals for potential bioenergy crop yields. The coupling of spatio-temporal uncertainty analysis to the simulation model is considered a major step forward in the exposure of uncertainty in SDSSs. (C) ", Elsevier Ltd. All rights reserved.,"Verstegen, Judith Anne|Karssenberg, Derek|van der Hilst, Floor|Faaij, Andre",COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,spatial decision support systems|uncertainty|spatial modeling|visualization|land use change|bioenergy,10.1016/j.compenvurbsys.2011.08.003
406,WOS:000239466700009,2006,The comparison of four dynamic systems-based software packages: Translation and sensitivity analysis,WETNESS,"Dynamic model development for describing complex ecological systems continues to grow in popularity. For both academic research and project management, understanding the benefits and limitations of systems-based software could improve the accuracy of results and enlarge the user audience. A Surface Wetness Energy Balance (SWEB) model for canopy surface wetness has been translated into four software packages and their strengths and weaknesses were compared based on 'novice' user interpretations. We found expression-based models such as Simulink and GoldSim with Expressions were able to model the SWEB more accurately; however, stock and flow-based models such as STELLA, Madonna, and GoldSim with Flows provided the user a better conceptual understanding of the ecologic system. Although the original objective of this study was to identify an 'appropriate' software package for predicting canopy surface wetness using SWEB, our outcomes suggest that many factors must be considered by the stakeholders when selecting a model because the modeling software becomes part of the model and of the calibration process. These constraints may include user demographics, budget limitations, built-in sensitivity and optimization tools, and the preference of user friendliness vs. computational power. Furthermore, the multitude of closed proprietary software may present a disservice to the modeling community, creating model artifacts that originate somewhere deep inside the undocumented features of the software, and masking the underlying properties of the model. (c) ", Elsevier Ltd. All rights reserved.,"Rizzo, Donna M.|Mouser, Paula J.|Whitney, David H.|Mark, Charles D.|Magarey, Roger D.|Voinov, Alexey A.",ENVIRONMENTAL MODELLING & SOFTWARE,model comparison|dynamic simulation|system-based models|canopy surface energy balance,10.1016/j.envsoft.2005.07.009
411,WOS:000248617800003,2007,Automatic sensitivity analysis of a finite volume model for two-dimensional shallow water flows,DENSE URBAN AREA,"Given a numerical model for solving two-dimensional shallow water equations, we are interested in the robustness of the simulation by identifying the rate of change of the water depths and discharges with respect to a change in the bottom friction coefficients. Such a sensitivity analysis can be carried out by computing the corresponding derivatives. Automatic differentiation (AD) is an efficient numerical method, free of approximation errors, to evaluate derivatives of the objective function specified by the computer program, Rubar for example. In this paper AD software tool Tapenade is used to compute forward derivatives. Numerical tests were done to show the robustness of the model and to demonstrate the efficiency of these AD-derivatives.",,"Souhar, O.|Faure, J.-B.|Paquier, A.",ENVIRONMENTAL FLUID MECHANICS,automatic differentiation|hydraulic model|sensitivity analysis|uncertainty propagation|steady flow,10.1007/s10652-007-9028-5
