# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2019-01-31 11:21:20
item,id,year,title,AU,SO,DE
12782,WOS:000242997800013,2007,Sensitivity analysis: When a little means a lot,"O'Leary, DP",COMPUTING IN SCIENCE & ENGINEERING,
12783,WOS:000236400600004,2005,Modeling downstream fining in sand-bed rivers. II: application,"Wright, S|Parker, G",JOURNAL OF HYDRAULIC RESEARCH,modeling formulation downstream fining sand-bed rivers
12784,WOS:000281225800022,2010,Role of Heterogeneous Precipitation in Determining the Nature of Products Formed on Oxidation of Fe(II) in Seawater Containing Natural Organic Matter,"Bligh, MW|Waite, TD",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
12785,WOS:000277936900020,2010,Interdisciplinary approaches: towards new statistical methods for phenological studies,"Hudson, IL",CLIMATIC CHANGE,
12786,WOS:000414707500057,2017,Using the HSPF and SWMM Models in a High Pervious Watershed and Estimating Their Parameter Sensitivity,"Tsai, LY|Chen, CF|Fan, CH|Lin, JY",WATER,watershed management hspf swmm sensitivity analysis
12787,WOS:000235115500007,2006,Wildfire temperature and land cover modeling using hyperspectral data,"Dennison, PE|Charoensiri, K|Roberts, DA|Peterson, SH|Green, RO",REMOTE SENSING OF ENVIRONMENT,wildfire fire temperature radiance modeling airborne visible infrared imaging spectrometer (aviris)
12788,WOS:000334505400010,2014,Energy recovery in the water industry using micro-hydropower: an opportunity to improve sustainability,"McNabola, A|Coughlan, P|Corcoran, L|Power, C|Williams, AP|Harris, I|Gallagher, J|Styles, D",WATER POLICY,collaboration energy recovery environmental impact micro-hydropower sustainability wastewater water supply
12789,WOS:000242111000008,2006,Validation of road traffic urban emission inventories by means of concentration data measured at air quality monitoring stations in Europe,"Mellios, G|Van Aalst, R|Samaras, Z",ATMOSPHERIC ENVIRONMENT,air quality measurements urban emission inventories traffic emissions
12790,WOS:000341558800002,2014,Geometric process model for a system with inspections and preventive repair,"Wang, GJ|Zhang, YL",COMPUTERS & INDUSTRIAL ENGINEERING,geometric process preventive repair replacement average cost rate inspection
12791,WOS:000270198300010,2009,"The Effect of Uncertainty in Exposure Estimation on the Exposure-Response Relation between 1,3-Butadiene and Leukemia","Graff, JJ|Sathiakumar, N|Macaluso, M|Maldonado, G|Matthews, R|Delzell, E",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"1,3-butadiene epidemiology methods leukemia workplace exposures uncertainty analysis"
12792,WOS:000406570900009,2017,3D dimensionally reduced modeling and gradient-based optimization of microchannel cooling networks,"Tan, MHY|Geubelle, PH",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,gradient-based optimization actively cooled microvascular composite dimensionally reduced thermal model semi-analytical model microchannel
12793,WOS:000176591600042,2002,"The decoupled direct method for sensitivity analysis in a three-dimensional air quality model - Implementation, accuracy, and efficiency","Dunker, AM|Yarwood, G|Ortmann, JP|Wilson, GM",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
12794,WOS:000260983600004,2008,"Analysis of computational problems expressing the overall uncertainties: photons, neutrons and electrons","de Carlan, L|Price, R|Chartier, JL|Kodeli, I|Siebert, B|Henninger, J|Posselt, J|Gualdrini, G|Agosteo, S|Bedogni, R|Bordy, JM|Cassette, P|Ferrari, P|Gomez Ros, JM|Grosswendt, B|Lacoste, V|Pola, A|Rollet, S|Schultz, F|Simakov, SP|Tanner, R|Terrissol, M|Zankl, M",RADIATION PROTECTION DOSIMETRY,
12795,WOS:000227469200025,2004,The effect of vertically decreasing macropore fractions on simulations of non-equilibrium solute transport,"Haws, NW|Rao, PSC",VADOSE ZONE JOURNAL,
12796,WOS:000266336100008,2009,Sensitivity and Uncertainty of Ground-Water Discharge Estimates for Semiarid Shrublands,"Zhu, JT|Young, MH",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,evapotranspiration ground-water hydrology precipitation statistics ground-water discharge uncertainty sensitivity
12797,WOS:000413484200034,2017,Input-variable sensitivity assessment for sediment transport relations,"Fernandez, R|Garcia, MH",WATER RESOURCES RESEARCH,input variable sensitivity sediment transport
12798,WOS:000364263000044,2015,"Residual phytotoxicity of parthenium: Impact on some winter crops, weeds and soil properties","Khaliq, A|Aslam, F|Matloob, A|Hussain, S|Tanveer, A|Alsaadawi, I|Geng, MJ",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,chlorophyll phenolics parthenium phytotoxicity rhizosphere soil winter weeds
12799,WOS:000328108700014,2014,"Definition of a multi-criteria, web-based approach to managing the illegal dumping of solid waste in Italian villages","De Feo, G|Cerrato, F|Siano, P|Torretta, V",ENVIRONMENTAL TECHNOLOGY,dumpsite illegal dumping multi-criteria analysis solid waste web-based
12800,WOS:000398544700012,2017,Evaluation of TRMM-Precipitation with Rain-Gauge Observation Using Hydrological Model J2000,"Kumar, D|Pandey, A|Sharma, N|Flugel, WA",JOURNAL OF HYDROLOGIC ENGINEERING,hydrological modeling runoff tmpa3b42 v7 bias-correction j2000
12801,WOS:000405360300010,2017,Living cover crops have immediate impacts on soil microbial community structure and function,"Finney, DM|Buyer, JS|Kaye, JP",JOURNAL OF SOIL AND WATER CONSERVATION,cover crops phospholipid fatty acid analysis soil biological activity soil health soil microbial communities
12802,WOS:000382656700002,2016,"A bi-modal model for Chinese cities: City size, car use and land rent","Dai, TQ|Wang, L|Zhou, BX",CHINESE GEOGRAPHICAL SCIENCE,alonso model chinese city city size compact development car use
12803,WOS:000378954000023,2016,SEVIRI PrePro: A novel software tool for the pre-processing of SEVIRI geostationary orbit EO data products,"Petropoulos, GP|Anagnostopoulos, V",ENVIRONMENTAL MODELLING & SOFTWARE,earth observation seviri pre-processing operational products software tool
12804,WOS:000322485500042,2013,Occurrence of disinfection by-products in tap water distribution systems and their associated health risk,"Lee, J|Kim, ES|Roh, BS|Eom, SW|Zoh, KD",ENVIRONMENTAL MONITORING AND ASSESSMENT,tap water trihalomethanes (thms) haloacetic acids (haas) cancer risk inhalation ingestion dermal contact
12805,WOS:000276176300010,2010,"Applications of simulation technique on debris-flow hazard zone delineation: a case study in Hualien County, Taiwan","Hsu, SM|Chiou, LB|Lin, GF|Chao, CH|Wen, HY|Ku, CY",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,
12806,WOS:000240572300006,2006,Demand and adverse selection in a pooled annuity fund,"Valdez, EA|Piggott, J|Wang, L",INSURANCE MATHEMATICS & ECONOMICS,annuities group self-annuitization adverse selection
12807,WOS:000412457300008,2017,Methods used for quantifying the prediction uncertainty of artificial neural network based hydrologic models,"Kasiviswanathan, KS|Sudheer, KP",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,artificial neural network forecasting hydrologic models prediction uncertainty
12808,WOS:000223572800017,2004,Radionuclide migration modeling through the soil-plant system as adapted for Hungarian environment,"Kabai, E|Zagyvai, P|Lang-Lazi, M|Oncsik, MB",SCIENCE OF THE TOTAL ENVIRONMENT,environmental model plants sensitivity analysis sensitivity index
12809,WOS:000230029500006,2005,Analysis of an integrated model for assessing land and water policy options,"Gilmour, JK|Letcher, RA|Jakeman, A",MATHEMATICS AND COMPUTERS IN SIMULATION,sensitivity analysis water resources integrated modelling catchment scale
12810,WOS:000280393300013,2010,A comparison of cumulative-germination response of cheatgrass (Bromus tectorum L.) and five perennial bunchgrass species to simulated field-temperature regimes,"Hardegree, SP|Moffet, CA|Roundy, BA|Jones, TA|Novak, SJ|Clark, PE|Pierson, FB|Flerchinger, GN",ENVIRONMENTAL AND EXPERIMENTAL BOTANY,seed germination temperature model bromus tectorum elymus multisetus elymus elymoides pseudoroegneria spicata leymus cinereus poa secunda
12811,WOS:000305370000001,2012,Sparse pseudospectral approximation method,"Constantine, PG|Eldred, MS|Phipps, ET",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,uncertainty quantification sparse grids pseudospectral methods polynomial chaos stochastic collocation non-intrusive spectral projection
12812,WOS:000086420500002,2000,Assessing the impact of managed-care on the distribution of length-of-stay using Bayesian hierarchical models,"Stangl, D|Huerta, G",LIFETIME DATA ANALYSIS,hierarchical log-normal model prior elicitation gibbs sampling predictive distribution health policy
12813,WOS:000242023700004,2006,"Three-dimensional deformation and strain induced by municipal pumping, Part 2: Numerical analysis","Burbey, TJ",JOURNAL OF HYDROLOGY,groundwater flow modeling biot global positioning system aquifer deformation modeling land subsidence
12814,WOS:000388775200016,2017,Hotspots analysis and critical interpretation of food life cycle assessment studies for selecting eco-innovation options and for policy support,"Castellani, V|Sala, S|Benini, L",JOURNAL OF CLEANER PRODUCTION,interpretation hotspot analysis food sustainability eco-innovation impact assessment life cycle assessment
12815,WOS:000368441800003,2015,Comprehensive Numerical Modeling of Greenhouse Gas Emissions from Water Resource Recovery Facilities,"Kim, D|Bowen, JD|Kinnear, D",WATER ENVIRONMENT RESEARCH,greenhouse gas emissions activated sludge model plantwide simulation sensitivity analysis uncertainty analysis
12816,WOS:000292664300012,2011,Global sensitivity analysis of large-scale numerical landslide models based on Gaussian-Process meta-modeling,"Rohmer, J|Foerster, E",COMPUTERS & GEOSCIENCES,landslide model computationally demanding code global sensitivity analysis sobol' indices meta-model gaussian process
12817,WOS:000378860800001,2016,Estimating the Uncertainty of Streamgauging Techniques Using In Situ Collaborative Interlaboratory Experiments,"Le Coz, J|Blanquart, B|Pobanz, K|Dramais, G|Pierrefeu, G|Hauet, A|Despax, A",JOURNAL OF HYDRAULIC ENGINEERING,interlaboratory experiments hydrometry uncertainty analysis stream gauging application to the hydro-acoustic profiler (adcp)
12818,WOS:000349505400006,2015,"The fragility of the Environmental Kuznets Curve: Revisiting the hypothesis with Chinese data via an ""Extreme Bound Analysis""","Yang, HS|He, J|Chen, SL",ECOLOGICAL ECONOMICS,environmental kuznets curve general sensitivity test data mining china
12819,WOS:000364050100001,2015,Robust Online State of Charge Estimation of Lithium-Ion Battery Pack Based on Error Sensitivity Analysis,"Zhao, T|Jiang, JC|Zhang, CP|Bai, K|Li, N",MATHEMATICAL PROBLEMS IN ENGINEERING,
12820,WOS:000226433000011,2005,Design and optimization of pressure swing adsorption systems with parallel implementation,"Jiang, L|Biegler, LT|Fox, VG",COMPUTERS & CHEMICAL ENGINEERING,pressure swing adsorption optimization parallel computing sensitivity calculations
12821,WOS:000262789900006,2009,Influence of reaction kinetics and mesh refinement on the numerical modelling of concrete/clay interactions,"Marty, NCM|Tournassat, C|Burnol, A|Giffaut, E|Gaucher, EC",JOURNAL OF HYDROLOGY,clay concrete kinetic porosity clogging sensitivity analysis
12822,WOS:000411534700016,2017,Machine scheduling in production: A content analysis,"Abedinnia, H|Glock, CH|Schneider, MD",APPLIED MATHEMATICAL MODELLING,machine scheduling production scheduling content analysis tertiary study systematic literature review
12823,WOS:000366496900015,2015,Sensitivity analysis of finite volume simulations of a breaking dam problem,"Caron, PA|Cruchaga, MA|Larreteguy, AE",INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW,numerical study dam-break experimental validation volume of fluid finite volume simulations dimensional effects
12824,WOS:000377320200008,2016,Reduced-form modeling of public health impacts of inorganic PM2.5 and precursor emissions,"Heo, J|Adams, PJ|Gao, HO",ATMOSPHERIC ENVIRONMENT,marginal social costs intake fraction pm2.5 public health air quality risk analysis chemical transport model camx
12825,WOS:000303053500008,2012,Optimization of vibrating structures to reduce radiated noise,"Nandy, AK|Jog, CS",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,optimization dynamic compliance manufacturability
12826,WOS:000220736200005,2003,Reduction of Monte-Carlo simulation runs for uncertainty estimation in hydrological modelling,"Khu, ST|Werner, MGF",HYDROLOGY AND EARTH SYSTEM SCIENCES,parameter calibration glue monte-carlo simulation genetic algorithms artificial neural networks hydrological modelling singapore
12827,WOS:000089586800018,2000,A sensitivity analysis on the atmospheric transformation and deposition of mercury in north-eastern USA,"Xu, XH|Yang, YS|Miller, DR|Helble, JJ|Thomas, H|Carley, RJ",SCIENCE OF THE TOTAL ENVIRONMENT,deposition mercury modeling regional scale sensitivity analysis
12828,WOS:000225580400002,2004,Sampling conditions for the measurement of nucleation mode particles in the exhaust of a diesel vehicle,"Mathis, U|Ristimaki, J|Mohr, M|Keskinen, J|Ntziachristos, L|Samaras, Z|Mikkanen, P",AEROSOL SCIENCE AND TECHNOLOGY,
12829,WOS:000185914600009,2003,"Age dating groundwater plumes based on the ratio of 1,1-dichloroethylene to 1,1,1-trichloroethane: An uncertainty analysis","Gauthier, TD|Murphy, BL",ENVIRONMENTAL FORENSICS,solvent degreasing uncertainty hydrolysis tca
12830,WOS:000335274900074,2014,Numerical verification of hyporheic zone depth estimation using streambed temperature,"Kim, H|Lee, KK|Lee, JY",JOURNAL OF HYDROLOGY,hyporheic zone depth heat transfer analysis streambed temperature sensitivity analysis
12831,WOS:000274043200005,2010,Survey of modeling and optimization strategies to solve high-dimensional design problems with computationally-expensive black-box functions,"Shan, SQ|Wang, GG",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,high dimensional computationally-expensive black-box function approximation design optimization large-scale metamodeling surrogate
12832,WOS:000369420900007,2015,Temperature and precipitation effects on wheat yield across a European transect: a crop model ensemble analysis using impact response surfaces,"Pirttioja, N|Carter, TR|Fronzek, S|Bindi, M|Hoffmann, H|Palosuo, T|Ruiz-Ramos, M|Tao, F|Trnka, M|Acutis, M|Asseng, S|Baranowski, P|Basso, B|Bodin, P|Buis, S|Cammarano, D|Deligios, P|Destain, MF|Dumont, B|Ewert, F|Ferrise, R|Francois, L|Gaiser, T|Hlavinka, P|Jacquemin, I|Kersebaum, KC|Kollas, C|Krzyszczak, J|Lorite, IJ|Minet, J|Minguez, MI|Montesino, M|Moriondo, M|Muller, C|Nendel, C|Ozturk, I|Perego, A|Rodriguez, A|Ruane, AC|Ruget, F|Sanna, M|Semenov, MA|Slawinski, C|Stratonovitch, P|Supit, I|Waha, K|Wang, E|Wu, L|Zhao, Z|Rotter, RP",CLIMATE RESEARCH,climate crop model impact response surface irs sensitivity analysis wheat yield
12833,WOS:000363967000006,2015,TANDEM: a trust-based agent framework for networked decision making,"Adali, S|Chan, K|Cho, JH",COMPUTATIONAL AND MATHEMATICAL ORGANIZATION THEORY,agent based modeling networks decision making trust
12834,WOS:000341340000005,2014,Risk assessment of total and bioavailable potentially toxic elements (PTEs) in urban soils of Baghdad-Iraq,"Hamad, SH|Schauer, JJ|Shafer, MM|Abd Al-Rheem, E|Skaar, PS|Heo, J|Tejedor-Tejedor, I",SCIENCE OF THE TOTAL ENVIRONMENT,potentially toxic elements bioavailability surrogate biological fluids urban area-baghdad/iraq
12835,WOS:000172228300006,2001,The effect of compact formulations on the environmental profile of Northern European granular laundry detergents - Part I: Environmental Risk Assessment,"Saouter, E|van Hoof, G|Pittinger, CA|Feijtel, TCJ",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,compact detergent environmental risk assessment granular laundry detergents lca case studies life cycle assessment product risk assessment regular detergent sensitivity analysis
12836,WOS:000338605900019,2014,Uncertainties in SWAT extreme flow simulation under climate change,"Zhang, XJ|Xu, YP|Fu, GT",JOURNAL OF HYDROLOGY,swat precis climate change extreme flow uncertainty analysis
12837,WOS:000177892500003,2002,A sensitivity analysis method for linear and nonlinear transient heat conduction with precise time integration,"Gu, YX|Chen, BS|Zhang, HW|Grandhi, R",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,sensitivity analysis transient heat conduction nonlinearity precise time integration subdomain integration
12838,WOS:000373615500004,2016,Efficient sensitivity analysis method for chaotic dynamical systems,"Liao, HT",JOURNAL OF COMPUTATIONAL PHYSICS,sensitivity time averaged variable direct differentiation method improved least squares shadowing method
12839,WOS:000270321700004,2009,"A modeling study of heterogeneity and surface water-groundwater interactions in the Thomas Brook catchment, Annapolis Valley (Nova Scotia, Canada)","Gauthier, MJ|Camporese, M|Rivard, C|Paniconi, C|Larocque, M",HYDROLOGY AND EARTH SYSTEM SCIENCES,
12840,WOS:000333980300004,2014,Sampling efficiency in Monte Carlo based uncertainty propagation strategies: Application in seawater intrusion simulations,"Rajabi, MM|Ataie-Ashtiani, B",ADVANCES IN WATER RESOURCES,seawater intrusion uncertainty propagation monte carlo methods sampling efficiency optimized latin hypercube sampling
12841,WOS:000401323600009,2017,Simulations of energy balance components at snow-dominated montane watershed by land surface models,"Kim, D|Ray, RL|Choi, M",ENVIRONMENTAL EARTH SCIENCES,clm vic energy fluxes montane watershed sierra nevada
12842,WOS:000398973900001,2017,Cosmic-ray neutron transport at a forest field site: the sensitivity to various environmental conditions with focus on biomass and canopy interception,"Andreasen, M|Jensen, KH|Desilets, D|Zreda, M|Bogena, HR|Looms, MC",HYDROLOGY AND EARTH SYSTEM SCIENCES,
12843,WOS:000267906700016,2009,Statistical and Uncertainty Analysis of Longshore Sediment Transport Evaluations for the Egyptian Northern Coast: A Case Study Application,"Khalifa, MA|El Ganainy, MA|Nasr, RI",JOURNAL OF COASTAL RESEARCH,wave altimeter data egyptian northern coast swan model wave nearshore transformation longshore transport evaluations cerc formula kamphuis formula van rijn formula uncertainty in occurrence probability bootstrap analysis bias of longshore transport evaluations
12844,WOS:000236691800010,2006,Modeling long-term dynamics of electricity markets,"Olsina, F|Garces, F|Haubrich, HJ",ENERGY POLICY,system dynamics power market generation investment dynamics
12845,WOS:000291646300006,2011,Modified Generalized Likelihood Uncertainty Estimation (GLUE) Methodology for Considering the Subjectivity of Likelihood Measure Selection,"Zhang, YQ|Liu, HH|Houseworth, J",JOURNAL OF HYDROLOGIC ENGINEERING,uncertainty analysis decision making
12846,WOS:000340490100015,2014,"An integrated flood inundation model for coastal urban watershed of Navi Mumbai, India","Kulkarni, AT|Eldho, TI|Rao, EP|Mohan, BK",NATURAL HAZARDS,mass balance approach raster flood model tidal modeling detention pond finite element method
12847,WOS:000310742100007,2012,Application of Sensitivity and Flux Analyses for the Reduction of Model Predicting the Photooxidative Degradation of an Azo Dye in Aqueous Media,"Kusic, H|Koprivanac, N|Bozic, AL",ENVIRONMENTAL MODELING & ASSESSMENT,mathematical modeling sensitivity analysis flux analysis kinetic model reduction photooxidative degradation
12848,WOS:000225807300023,2004,An ESDIRK method with sensitivity analysis capabilities,"Kristensen, MR|Jorgensen, JB|Thomsen, PG|Jorgensen, SB",COMPUTERS & CHEMICAL ENGINEERING,runge-kutta methods sensitivity analysis dynamic optimization nonlinear model predictive control
12849,WOS:000332264800023,2014,Development of USEtox characterisation factors for dishwasher detergents using data made available under REACH,"Igos, E|Moeller, R|Benetto, E|Biwer, A|Guiton, M|Dieumegard, P",CHEMOSPHERE,toxicity lca usetox reach detergent lcia
12850,WOS:000315974500021,2013,Distributed computation of large scale SWAT models on the Grid,"Yalew, S|van Griensven, A|Ray, N|Kokoszkiewicz, L|Betrie, GD",ENVIRONMENTAL MODELLING & SOFTWARE,distributed computing grid computing hydrological models swat gridification
12851,WOS:000248531400037,2007,Environmental determinants of infectious disease: A framework for tracking causal links and guiding public health research,"Eisenberg, JNS|Desai, MA|Levy, K|Bates, SJ|Liang, S|Naumoff, K|Scott, JC",ENVIRONMENTAL HEALTH PERSPECTIVES,environmental change infectious disease interdisciplinary system theory transmission dynamics
12852,WOS:000327906400016,2013,An investigation into future performance and overheating risks in Passivhaus dwellings,"McLeod, RS|Hopfe, CJ|Kwan, A",BUILDING AND ENVIRONMENT,overheating thermal comfort thermal mass global sensitivity analysis enhanced morris method building simulation
12853,WOS:000414496300009,2017,Singular path-independent energy integrals for elastic bodies with Euler-Bernoulli inclusions,"Khludnev, AM|Shcherbakov, VV",MATHEMATICS AND MECHANICS OF SOLIDS,euler-bernoulli beam crack nonpenetration conditions variational inequality shape derivative of energy functional energy release rates j-integral m-integral
12854,WOS:000242418500012,2006,Application of predictive distribution modelling to invertebrates: Odonata in South Africa,"Finch, JM|Samways, MJ|Hill, TR|Piper, SE|Taylor, S",BIODIVERSITY AND CONSERVATION,bioclim geographical information systems habitat modelling odonata south africa
12855,WOS:000274309800004,2010,GOClonto: An ontological clustering approach for conceptualizing PubMed abstracts,"Zheng, HT|Borchert, C|Kim, HG",JOURNAL OF BIOMEDICAL INFORMATICS,goclonto pubmed abstract ontological clustering gene ontology conceptualization ontology generation suffix tree clustering lingo fuzzy ants clustering tolerance rough set
12856,WOS:000334026600010,2013,Slope Effects on SWAT Modeling in a Mountainous Basin,"Yacoub, C|Foguet, AP",JOURNAL OF HYDROLOGIC ENGINEERING,hydrology parameters sensitivity analysis uncertainty principles slopes basins spatial discretization hydrological parameters sensitivity analysis autocalibration uncertainty
12857,WOS:000277690400003,2010,Water end-uses in Brazilian office buildings,"Proenca, LC|Ghisi, E",RESOURCES CONSERVATION AND RECYCLING,efficient water use water end-uses office buildings
12858,WOS:000404397600018,2017,"Controlling seawater intrusion by treated wastewater recharge. Numerical modelling and cost-benefit analysis (CBA) at Korba case study (Cap Bon, Tunisia)","Sales, J|Tamoh, K|Lopez-Gonzalez, JL|Gaaloul, N|Candela, L",DESALINATION AND WATER TREATMENT,seawater intrusion artificial recharge treated wastewater reuse cost-benefit analysis
12859,WOS:000330859700003,2014,Strain Associated with the Fault-Parallel Flow Algorithm During Kinematic Fault Displacement,"Ziesch, J|Tanner, DC|Krawczyk, CM",MATHEMATICAL GEOSCIENCES,fault-parallel flow kinematic structural restoration fault bend strain faults
12860,WOS:000359995800002,2015,BIVARIATE QUANTILE INTERPOLATION FOR ENSEMBLE DERIVED PROBABILITY DENSITY ESTIMATES,"Hollister, BE|Pang, A",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,spatial statistics density estimation computational statistics random fields uncertainty quantification representation of uncertainty spatial uncertainty
12861,WOS:000298244900006,2011,Velocity Contour Weighting Method. II: Evaluation in Trapezoidal Channels and Roughness Sensitivity,"Howes, DJ|Sanders, BF",JOURNAL OF HYDRAULIC ENGINEERING-ASCE,open-channel flow gradually varied flow flow measurement acoustic doppler profilers field tests velocity profiles velocity distribution surface roughness
12862,WOS:000305568800004,2012,A watershed rainfall data recovery approach with application to distributed hydrological models,"Chu, JG|Zhang, C|Wang, YL|Zhou, HC|Shoemaker, CA",HYDROLOGICAL PROCESSES,hydrological modelling water flow simulation swat rain gauges missing rainfall data recovery spatial interpolation
12863,WOS:000226223400004,2005,Extraction of physically realistic pore network properties from three-dimensional synchrotron X-ray microtomography images of unconsolidated porous media systems,"Al-Raoush, RI|Willson, CS",JOURNAL OF HYDROLOGY,synchrotron x-ray tomography porous media pore network structure skeletonization spatial correlation resolution
12864,WOS:000375412600029,2016,Occurrence and health risk assessment of selected metals in drinking water from two typical remote areas in China,"Geng, MH|Qi, HJ|Liu, XL|Gao, B|Yang, Z|Lu, W|Sun, RB",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,metals health risk assessment remote areas china monte-carlo simulation sensitivity analysis
12865,WOS:000397410600008,2017,Evaluating the Potential for Harmonized Prediction and Comparison of Disposal-Stage Greenhouse Gas Emissions for Biomaterial Products,"Glew, D|Stringer, LC|Acquaye, A|McQueen-Mason, S",JOURNAL OF INDUSTRIAL ECOLOGY,disposal greenhouse gas ( ghg) hemp industrial ecology life cycle assessment ( lca) waste
12866,WOS:000329595700034,2014,An assessment of energy modeling and input costs for greenhouse button mushroom production in Iran,"Salehi, M|Ebrahimi, R|Maleki, A|Mobtaker, HG",JOURNAL OF CLEANER PRODUCTION,energy input mpp technique compost human labor benefit-cost ratio
12867,WOS:000294979400016,2011,A dynamically adaptive wavelet approach to stochastic computations based on polynomial chaos - capturing all scales of random modes on independent grids,"Ren, XA|Wu, WQ|Xanthis, LS",JOURNAL OF COMPUTATIONAL PHYSICS,uncertainty quantification stochastic space-refinement stochastic wavelet multiscale solver stochastic convection-diffusion steep gradients in stochastic problems spectral methods
12868,WOS:000330341300017,2014,Sensitivity analysis of potential fuel savings by implementation of fuel economy standards for motorcycle,"Mahlia, TMI|Wong, KV|Honnery, D|Hasan, MH",CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,fuel economy standard energy efficiency standard energy savings fuel savings
12869,WOS:000342073500016,2014,Parallel simulation of groundwater non-point source pollution using algebraic multigrid preconditioners,"Kourakos, G|Harter, T",COMPUTATIONAL GEOSCIENCES,non point source pollution algebraic multigrid diffuse pollution parallel computing contaminant transport streamline simulation
12870,WOS:000387850600031,2016,GLOBAL SENSITIVITY ANALYSIS OF THE PARAMETERS OF THE MODIFIED UNIVERSAL SOIL LOSS EQUATION,"An, LS|Liao, KH|Zhou, BH|Pan, W|Chen, Q",APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,musle equation efast method key parameters monte carlo simulation uncertainty analysis
12871,WOS:000320419500014,2013,Carbon footprint analysis in plastics manufacturing,"Dormer, A|Finn, DP|Ward, P|Cullen, J",JOURNAL OF CLEANER PRODUCTION,carbon footprint plastic packaging manufacturing sensitivity analysis
12872,WOS:000326768100002,2013,Impervious surfaces and sewer pipe effects on stormwater runoff temperature,"Sabouri, F|Gharabaghi, B|Mahboubi, AA|McBean, EA",JOURNAL OF HYDROLOGY,stormwater management urbanization thermal enrichment runoff temperature artificial neural network
12873,WOS:000329888600048,2013,Alert thresholds for monitoring environmental variables: A new approach applied to seagrass beds diversity in New Caledonia,"Van Wynsberge, S|Gilbert, A|Guillemot, N|Payri, C|Andrefouet, S",MARINE POLLUTION BULLETIN,indicators power analysis alert threshold seagrass monitoring
12874,WOS:000324153700019,2013,Modeling the performance of large-scale CO2 storage systems: A comparison of different sensitivity analysis methods,"Wainwright, HM|Finsterle, S|Zhou, QL|Birkholzer, JT",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,co2 storage basin-scale reservoir model co2 saturation pressure buildup co2 plume extent sensitivity analysis
12875,WOS:000355767400005,2015,Uncertainty in calibrating generalised Pareto distribution to rainfall extremes in Lake Victoria basin,"Onyutha, C|Willems, P",HYDROLOGY RESEARCH,extreme value analysis generalised pareto distribution lake victoria basin parameter estimation rainfall extremes uncertainty analysis
12876,WOS:000355026100002,2015,"Examining single-source secondary impacts estimated from brute-force, decoupled direct method, and advanced plume treatment approaches","Kelly, JT|Baker, KR|Napelenok, SL|Roselle, SJ",ATMOSPHERIC ENVIRONMENT,single source impacts plume in grid decoupled direct method california pm2.5
12877,WOS:000287063000013,2011,Surrogate based sensitivity analysis of process equipment,"Stephens, DW|Gorissen, D|Crombecq, K|Dhaene, T",APPLIED MATHEMATICAL MODELLING,surrogate computational fluid dynamics radial basis function artificial neural networks support vector machines sensitivity analysis
12878,WOS:000334005700013,2014,MPiTOUGH2: A parallel parameter estimation framework for hydrological and hydrogeophysical applications,"Commer, M|Kowalsky, MB|Doetsch, J|Newman, GA|Finsterle, S",COMPUTERS & GEOSCIENCES,hydrogeophysics joint inversion parallel computing gauss-newton optimization co2 sequestration
12879,WOS:000330491400030,2013,Cost and energy sensitivity analysis of absorber design in CO2 capture with MEA,"Razi, N|Svendsen, HF|Bolland, O",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,rate-based scale-up absorber design cost analysis gas-fired power plant coal-fired power plant
12880,WOS:000296601600031,2011,Integration of models using shared state variables: Implementation in the regional hydrologic modelling system SIMGRO,"van Walsum, PEV|Veldhuizen, AA",JOURNAL OF HYDROLOGY,integrated hydrologic modelling coupling method simgro
12881,WOS:000274259300001,2010,Stochastic Calibration of Riverine Water Quality Models,"Parker, GT|Droste, RL|Rennie, CD",WATER ENVIRONMENT RESEARCH,water quality model uncertainty calibration stochastic
12882,WOS:000327483200018,2014,Combination of topology optimization and optimal control method,"Deng, YB|Liu, ZY|Liu, YS|Wu, YH",JOURNAL OF COMPUTATIONAL PHYSICS,topology optimization optimal control optimal match
