# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2018-12-12 14:21:07
item,id,year,title,AU,SO,DE
2726,WOS:000381310900002,2016,Large eddy simulations of partially premixed ethanol dilute spray flames using the flamelet generated manifold model,"El-Asrag, Hossam A.|Braun, Markus|Masri, Assaad R.",COMBUSTION THEORY AND MODELLING,large eddy simulation|flamelet generated manifold|spray combustion|partially premixed flames|sydney spray flames
2727,WOS:000302221900012,2012,Sensitivity of Optimal Tradeoffs between Cost and Greenhouse Gas Emissions for Water Distribution Systems to Electricity Tariff and Generation,"Wu, Wenyan|Simpson, Angus R.|Maier, Holger R.",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE,water distribution systems|multiobjective optimization|greenhouse gas emissions|climate change|sensitivity analysis|genetic algorithms
2728,WOS:000209100400005,2012,A STOCHASTIC COLLOCATION APPROACH FOR UNCERTAINTY QUANTIFICATION IN HYDRAULIC FRACTURE NUMERICAL SIMULATION,"Zio, Souleymane|Rochinha, Fernando A.",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,hydraulic fracture|uncertainty quantification|stochastic collocation
2729,WOS:000352826500005,2015,Uncertainty Assessment in Environmental Risk through Bayesian Networks,"Ahmadi, A.|Moridi, A.|Han, D.",JOURNAL OF ENVIRONMENTAL INFORMATICS,risk assessment|environmental risk|bayesian network|entropy theory
2730,WOS:000384460300001,2016,End-to-End Optimization of High-Throughput DNA Sequencing,"O'Reilly, Eliza|Baccelli, Francois|De Veciana, Gustavo|Vikalo, Haris",JOURNAL OF COMPUTATIONAL BIOLOGY,dna sequencing|queuing theory|stochastic geometry
2731,WOS:000328139300004,2013,Uncertainty quantification for evaluating impacts of caprock and reservoir properties on pressure buildup and ground surface displacement during geological CO2 sequestration,"Bao, Jie|Hou, Zhangshuan|Fang, Yilin|Ren, Huiying|Lin, Guang",GREENHOUSE GASES-SCIENCE AND TECHNOLOGY,co2 geological sequestration|uncertainty quantification|sensitivity analysis|reduced-order model
2732,WOS:000380295700072,2016,GHGfrack: An Open-Source Model for Estimating Greenhouse Gas Emissions from Combustion of Fuel during Drilling and Hydraulic Fracturing,"Vafi, Kourosh|Brandt, Adam",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
2733,WOS:000445457500083,2017,Selection of. PET/CT Scanner for the Department of Nuclear Medicine,"Kiralyova, Eliska|Stekla, Michaela|Donin, Gleb",2017 IEEE INTERNATIONAL CONFERENCE ON E-HEALTH AND BIOENGINEERING CONFERENCE (EHB),selection|medical equipment|ahp|pet/ct
2734,WOS:000277954700028,2010,A portfolio approach to multi-product newsboy problem with budget constraint,"Zhang, Bin|Hua, Zhongsheng",COMPUTERS & INDUSTRIAL ENGINEERING,newsboy|option contract|portfolio|budget constraint|flexibility
2735,WOS:000396741400001,2017,Can integrative catchment management mitigate future water quality issues caused by climate change and socio-economic development?,"Honti, Mark|Schuwirth, Nele|Rieckermann, Jorg|Stamm, Christian",HYDROLOGY AND EARTH SYSTEM SCIENCES,
2736,WOS:000281982000012,2010,Biometric worst-case scenarios for multi-state life insurance policies,"Christiansen, Marcus C.",INSURANCE MATHEMATICS & ECONOMICS,life insurance|prospective reserve|variations in the technical basis|worst-case scenario|calculating on the safe side|solvency ii|first-order basis|second-order basis|demographic risk
2737,WOS:000389248201030,2014,SELECTION OF A PLANNING HORIZON FOR A HYBRID MICROGRID USING SIMULATED WIND FORECASTS,"Karatas, Mumtaz|Craparo, Emily M.|Singham, Dashi I.|Tolk, A|Yilmaz, L|Diallo, SY|Ryzhov, IO",PROCEEDINGS OF THE 2014 WINTER SIMULATION CONFERENCE (WSC),
2738,WOS:000341558800009,2014,Process planning for closed-loop aerospace manufacturing supply chain and environmental impact reduction,"Hashemi, Vesra|Chen, Mingyuan|Fang, Liping",COMPUTERS & INDUSTRIAL ENGINEERING,remanufacturing|closed-loop supply chain|aerospace overhaul|component transforming
2739,WOS:000361073900040,2015,Predicting the axial capacity of piles in sand,"Rotta Loria, Alessandro F.|Orellana, Felipe|Minardi, Alberto|Fuerbringer, Jean-Marie|Laloui, Lyesse",COMPUTERS AND GEOTECHNICS,pile-soil interaction|interface modelling|design of experiment|fractional factorial design|central composite design|bearing capacity
2740,WOS:000356741200036,2015,The analysis of the effects of clean technologies from economic point of view,"Sadeghi, Mahmood|Kalantar, Mohsen",JOURNAL OF CLEANER PRODUCTION,photo voltaic module|wind turbine|gas turbine|environmental function|uncertainty|probabilistic planning
2741,WOS:000314989302085,2011,Sensitivity analysis of emission factors for regional-scale nitrous oxide emissions estimates using NZ-DNDC,"Giltrap, D. L.|Thakur, K. P.|Ausseil, A. -G.|Chan, F|Marinova, D|Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),greenhouse gases|nz-dndc model|sensitivity analysis|new zealand
2742,WOS:000340430400009,2014,Inference of permeability heterogeneity from joint inversion of transient flow and temperature data,"Zhang, Zhishuai|Jafarpour, Behnam|Li, Lianlin",WATER RESOURCES RESEARCH,
2743,WOS:000348084000008,2015,LID-BMPs planning for urban runoff control and the case study in China,"Jia, Haifeng|Yao, Hairong|Tang, Ying|Yu, Shaw L.|Field, Richard|Tafuri, Anthony N.",JOURNAL OF ENVIRONMENTAL MANAGEMENT,low impact development best management practices (lid-bmps)|planning methodology|decision support system for urban runoff control|sustain|optimization
2744,WOS:000388779600012,2016,A framework to use crop models for multi-objective constrained optimization of irrigation strategies,"Cheviron, Bruno|Vervoort, R. Willem|Albasha, Rami|Dairon, Romain|Le Priol, Camille|Mailhol, Jean-Claude",ENVIRONMENTAL MODELLING & SOFTWARE,crop model|optimisation|modelling|scenarios|framework|uncertainty analysis
2745,WOS:000290059200001,2011,Analytical approach to sensitivity analysis of flutter speed in bridges considering variable deck mass,"Nieto, Felix|Hernandez, Santiago|Jurado, Jose A.|Mosquera, Alejandro",ADVANCES IN ENGINEERING SOFTWARE,bridge design|sensitivity analysis|flutter speed|wind engineering|parallel processing|great belt bridge
2746,WOS:000288800400007,2011,Prediction of rock fragmentation due to blasting using artificial neural network,"Bahrami, A.|Monjezi, M.|Goshtasbi, K.|Ghazvinian, A.",ENGINEERING WITH COMPUTERS,fragmentation|blasting|sangan iron mine|artificial neural network
2747,WOS:000403330200009,2017,Assessing social risks of global supply chains: A quantitative analytical approach and its application to supplier selection in the German automotive industry,"Zimmer, Konrad|Froehling, Magnus|Breun, Patrick|Schultmann, Frank",JOURNAL OF CLEANER PRODUCTION,purchasing|supply chain management|social risk analysis|fuzzy ahp|input output analysis
2748,WOS:000287982000022,2011,Wastewater polishing index: a tool for a rapid quality assessment of reclaimed wastewater,"Verlicchi, Paola|Masotti, Luigi|Galletti, Alessio",ENVIRONMENTAL MONITORING AND ASSESSMENT,experimental validation|natural treatments|polishing treatments|reuse|sensitivity analysis|water quality index
2749,WOS:000345285600002,2014,Application of differential evolutionary optimization methodology for parameter structure identification in groundwater modeling,"Chiu, Yung-Chia",HYDROGEOLOGY JOURNAL,differential evolution|parameter structure identification|inverse modeling|groundwater flow|taiwan
2750,WOS:000298457000001,2012,A generic framework for regression regionalization in ungauged catchments,"Gibbs, M. S.|Maier, H. R.|Dandy, G. C.",ENVIRONMENTAL MODELLING & SOFTWARE,regionalization|prediction in ungauged basins|rainfall-runoff models|surface water|modeling and model calibration|australia
2751,WOS:000395529100004,2017,Monte Carlo Approach for Uncertainty Analysis of Acoustic Doppler Current Profiler Discharge Measurement by Moving Boat,"Moore, Stephanie A.|Jamieson, Elizabeth C.|Rainville, Francois|Rennie, Colin D.|Mueller, David S.",JOURNAL OF HYDRAULIC ENGINEERING,moving-boat acoustic doppler current profiler (adcp)|uncertainty|monte carlo|probabilistic|stream gauging procedures
2752,WOS:000330720400013,2014,Effect of thermal-hydrogeological and borehole heat exchanger properties on performance and impact of vertical closed-loop geothermal heat pump systems,"Dehkordi, S. Emad|Schincariol, Robert A.",HYDROGEOLOGY JOURNAL,groundwater flow|temperature|thermal conditions|thermal conductivity|thermal recovery
2753,WOS:000396894600003,2017,Parameter uncertainty analysis for simulating streamflow in the upper Dong Nai river basin,"Dao Nguyen Khoi, |Vu Thi Thom, |Chau Nguyen Xuan Quang, |Ho Long Phi, ",HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,dong nai river basin|glue|parasol|pso|sufi-2|swat model|uncertainty analysis
2754,WOS:000388775200005,2017,Life-cycle assessment of irrigated and rainfed sunflower addressing uncertainty and land use change scenarios,"Figueiredo, Filipa|Castanheira, Erica G.|Freire, Fausto",JOURNAL OF CLEANER PRODUCTION,agricultural practices|cultivation|environmental impacts|land conversion|field emissions|monte-carlo simulation
2755,WOS:000346757600066,2014,Study of the Efficiency of a HT Power-to-Gas Process,"De Saint Jean, Myriam|Baurens, Pierre|Bouallou, Chakib|Varbanov, PS|Klemes, JJ|Liew, PY|Yong, JY|Stehlik, P","PRES 2014, 17TH CONFERENCE ON PROCESS INTEGRATION, MODELLING AND OPTIMISATION FOR ENERGY SAVING AND POLLUTION REDUCTION, PTS 1-3",
2756,WOS:000315961100014,2013,Pressure Buildup and Brine Migration During CO2 Storage in Multilayered Aquifers,"Cihan, Abdullah|Birkholzer, Jens T.|Zhou, Quanlin",GROUND WATER,
2757,WOS:000374602000009,2016,Assessing minimum environmental flows in nonpermanent rivers: The choice of thresholds,"Aguilar, Cristina|Jose Polo, Maria",ENVIRONMENTAL MODELLING & SOFTWARE,operationality|minimum environmental flows|minimum environmental flow regime|flow cessation periods|semiarid systems|wimmed
2758,WOS:000327904600010,2013,Value of information methodology for assessing the ability of electrical resistivity to detect CO2/brine leakage into a shallow aquifer,"Trainor-Guitton, Whitney J.|Ramirez, Abelardo|Yang, Xianjin|Mansoor, Kayyum|Sun, Yunwei|Carroll, Susan",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,co2 storage and leakage|monitoring|value of information|decision analysis|uncertainty
2759,WOS:000345275100193,2014,INES - Interface between Experiments and Simulation,"Asprion, Norbert|Benfer, Regina|Blagov, Sergej|Boettcher, Roger|Bortz, Michael|Welke, Richard|Burger, Jakob|von Harbou, Erik|Kuefer, Karl-Heinz|Hasse, Hans|Klemes, JJ|Varbanov, PS|Liew, PY","24TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING, PTS A AND B",modelling|data selection|sensitivity|uncertainty|design of experiments
2760,WOS:000361162100012,2015,Radiocesium transfer from hillslopes to the Pacific Ocean after the Fukushima Nuclear Power Plant accident: A review,"Evrard, Olivier|Laceby, J. Patrick|Lepage, Hugo|Onda, Yuichi|Cerdan, Olivier|Ayrault, Sophie",JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,fukushima|cesium|soil|sediment|forest|modelling
2761,WOS:000284023500005,2010,Topological derivative for multi-scale linear elasticity models applied to the synthesis of microstructures,"Amstutz, S.|Giusti, S. M.|Novotny, A. A.|de Souza Neto, E. A.",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,topological derivative|sensitivity analysis|multi-scale modelling|level set domain representation|synthesis of microstructures
2762,WOS:000340951200003,2014,Numerical and intelligent modeling of triaxial strength of anisotropic jointed rock specimens,"Asadi, Mojtaba|Bagheripour, Mohammad Hossein",EARTH SCIENCE INFORMATICS,numerical modeling|artificial neural networks|fuzzy systems|strength anisotropy|jointed rock
2763,WOS:000383299400010,2016,Sensitivity analyses of the theoretical equations used in point velocity probe (PVP) data interpretation,"Devlin, J. F.",JOURNAL OF CONTAMINANT HYDROLOGY,pvp|groundwater velocity|sensitivity analysis|uncertainty
2764,WOS:000403991600068,2017,Hydrology and phosphorus transport simulation in a lowland polder by a coupled modeling system,"Yan, Renhua|Huang, Jiacong|Li, Lingling|Gao, Junfeng",ENVIRONMENTAL POLLUTION,lowland polder|phosphorus dynamics|coupling|paddy field|pumping station
2765,WOS:000393039200011,2016,Applications of hydrogeophysics in characterization of subsurface architecture and contaminant plumes,"Deng Ya-ping, |Shi Xiao-qing, |Wu Ji-chun, ",JOURNAL OF GROUNDWATER SCIENCE AND ENGINEERING,geophysical methods|hydrogeophysics|groundwater|hydrogeological properties
2766,WOS:000302212800003,2012,Effect of Temporal and Spatial Rainfall Resolution on HSPF Predictive Performance and Parameter Estimation,"Mohamoud, Yusuf M.|Prieto, Lourdes M.",JOURNAL OF HYDROLOGIC ENGINEERING,hspf|spatial resolution|temporal resolution|parameter estimation|model performance|watershed modeling
2767,WOS:000334586400006,2014,Gene Expression Models for the Prediction of Longitudinal Dispersion Coefficients in Transitional and Turbulent Pipe Flow,"Sattar, Ahmed M. A.",JOURNAL OF PIPELINE SYSTEMS ENGINEERING AND PRACTICE,longitudinal dispersion coefficient|axial mixing in pipes|pipe flow|pipe network|water quality|evolutionary algorithms|gene expression programming|uncertainty analysis|parametric analysis
2768,WOS:000389763200018,2016,Simulation Study of Passenger Flow Characteristics in Subway Passage,"Liang, Xiao|Qin, Hao-yu|Xie, Mei-quan","2016 INTERNATIONAL CONFERENCE ON COMPUTATIONAL MODELING, SIMULATION AND APPLIED MATHEMATICS (CMSAM 2016)",subway|transfer passage|passenger flow characteristics|simulation|anylogic
2769,WOS:000352022300002,2015,A methodology to estimate uncertainty for emission projections through sensitivity analysis,"Lumbreras, Julio|de Andres, Juan Manuel|Perez, Javier|Borge, Rafael|de la Paz, David|Encarnacion Rodriguez, Maria",JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,
2770,WOS:000424141200009,2017,Full-scale wastewater treatment plant simulation for real-time optimization,"Gazso, Z.|Hazi, F.|Kenyeres, I.|Vaci, L.",WATER PRACTICE AND TECHNOLOGY,dynamic model|dynamic simulation|full-scale|sumo|wastewater treatment
2771,WOS:000392245603053,2011,Assessment of risk to life safety in fire compartments using an adaptive response surface methodology,"Albrecht, C.|Hosser, D.|Faber, MH|Kohler, J|Nishijima, K",APPLICATIONS OF STATISTICS AND PROBABILITY IN CIVIL ENGINEERING,
2772,WOS:000324545400003,2013,Towards the stabilization of the low density elements in topology optimization with large deformation,"Lahuerta, Ricardo Doll|Simoes, Eduardo T.|Campello, Eduardo M. B.|Pimenta, Paulo M.|Silva, Emilio C. N.",COMPUTATIONAL MECHANICS,structural topology optimization method|geometric nonlinearities|nonlinear elasticity|large deformations|method of moving asymptotes|finite element method
2773,WOS:000394065200036,2017,No effect of digestate amendment on Cs-137 and Sr-90 translocation in lysimeter experiments,"Mehmood, Khalid|Berns, Anne E.|Puetz, Thomas|Burauel, Peter|Vereecken, Harry|Opitz, Thorsten|Zoriy, Myroslav|Hofmann, Diana",CHEMOSPHERE,radioactive contaminants|undisturbed soil monolith|agro-ecosystem|oat|wheat|transfer factor
2774,WOS:000375561904131,2015,Research on Shale Gas Economic Evaluation Based on Benefit-risk Ratio,"Li, Shiqun|Zhang, Baosheng|Sun, Xiaoyang",2015 4TH INTERNATIONAL CONFERENCE ON ENERGY AND ENVIRONMENTAL PROTECTION (ICEEP 2015),shale gas|economic evaluation|benefit-risk ratio|probability analysis
2775,WOS:000374811200040,2016,Rainfall/runoff simulation with 2D full shallow water equations: Sensitivity analysis and calibration of infiltration parameters,"Fernandez-Pato, Javier|Caviedes-Voullieme, Daniel|Garcia-Navarro, Pilar",JOURNAL OF HYDROLOGY,finite volumes|shallow-water equations|hydrologic modeling|infiltration models|rain-runoff generation
2776,WOS:000329536600310,2013,Orthogonal Analysis on Responses Indexes of Asphalt Pavement,"Ye, Yali|Zhuang, Chuanyi|Yang, Jie|Yan, Zhou|Xu, N|Tian, L|Dai, F","SUSTAINABLE CITIES DEVELOPMENT AND ENVIRONMENT PROTECTION, PTS 1-3",asphalt pavement|responses indexes|orthogonal analysis|sensitivity analysis
2777,WOS:000330783100013,2014,"Nature conservation versus scenic quality: A GIS approach towards optimized tourist tracks in a protected area of Northwest Yunnan, China","Yang Ming-yu, |Van Coillie, Frieke|Hens, Luc|De Wulf, Robert|Ou Xiao-kun, |Zhang Zhi-ming, ",JOURNAL OF MOUNTAIN SCIENCE,tourist track|spatial optimisation|nature conservation|landscape scenic quality|protected area
2778,WOS:000301669600001,2012,Atmospheric constraints on gross primary productivity and net ecosystem productivity: Results from a carbon-cycle data assimilation system,"Koffi, E. N.|Rayner, P. J.|Scholze, M.|Beer, C.",GLOBAL BIOGEOCHEMICAL CYCLES,
2779,WOS:000286224800007,2011,A MULTI-OBJECTIVE SENSITIVITY APPROACH TO TRAINING PROVIDERS' EVALUATION AND QUOTA ALLOCATION PLANNING,"Ignatius, Joshua|Mustafa, Adli|Jantan, Muhamad|Lim, Chee Peng|Ramayah, T.|Leen, Jasmine Yeap Ai",INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,mcdm|multi-objective optimization|vendor selection|fuzzy linear programming|outsourcing|training provider evaluation
