,AU,SO,copyright,title,year
13867,"Pang, Hong|Zhang, Cheng|Hammad, Amin","PROCEEDINGS OF THE 2006 WINTER SIMULATION CONFERENCE, VOLS 1-5",,Sensitivity analysis of construction simulation using cell-devs and microcyclone,2006
13870,"Curaqueo, G.|Meier, S.|Khan, N.|Cea, M.|Navia, R.",JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,,Use of biochar on two volcanic soils: effects on soil properties and barley yield,2014
13873,"de Souza Neto, E. A.|Amstutz, S.|Giusti, S. M.|Novotny, A. A.",CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,,Topological Derivative-Based Optimization of Micro-Structures Considering Different Multi-Scale Models,2010
13884,"Siirola, John D.|Watson, Jean-Paul|Karimi, IA|Srinivasan, R","11TH INTERNATIONAL SYMPOSIUM ON PROCESS SYSTEMS ENGINEERING, PTS A AND B",,Modeling and Optimization of Superstructure-based Stochastic Programs for Risk-aware Decision Support,2012
13885,"Zheng, Huan|Zhong, Lin|Xu, J|Hajiyev, A|Nickel, S|Gen, M",PROCEEDINGS OF THE TENTH INTERNATIONAL CONFERENCE ON MANAGEMENT SCIENCE AND ENGINEERING MANAGEMENT,,Discrete Time-Cost-Environment Trade-Off Problem and Its Application to a Large-Scale Construction Project,2017
13903,"Mo, Xingguo|Liu, Suxia|Lin, Zhonghui|Sun, Xiaomin|Zhu, Zhilin|Sivapalan, M|Wagener, T|Uhlenbrook, S|Zehe, E|Lakshmi, |Liang, |Tachiawa, Y|Kumar, P",PREDICTIONS IN UNGAUGED BASINS: PROMISE AND PROGRESS,,Multi-objective conditioning of a SVAT model for heat and CO2 fluxes prediction,2006
13908,"Bagdi, D. L.|Shaw, B. P.|Sahu, B. B.|Purohit, G. K.",JOURNAL OF ENVIRONMENTAL BIOLOGY,,Real time PCR expression analysis of gene encoding p5cs enzyme and proline metabolism under NaCl salinity in rice,2015
13916,"Ravalico, J. K.|Dandy, G. C.|Maier, H. R.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,MORE Sensitivity Analysis of the MSM-BIGMOD River Murray Flow and Salinity Model,2007
13917,"Gauci, Melvin|Dodd, Tony J.|Gross, Roderich",NATURAL COMPUTING,,Why 'GSA: a gravitational search algorithm' is not genuinely based on the law of gravity,2012
13923,"He, Dong-Sing|Hung, Shiu-Wan|Lu, Wen-Min",2013 PROCEEDINGS OF TECHNOLOGY MANAGEMENT IN THE IT-DRIVEN SERVICES (PICMET'13),,Do First Movers have the Advantage? Empirical Study of Taiwan's Semiconductor Industry,2013
13924,"Tsilanizara, A.|Gilardi, N.|Huynh, T. D.|Jouanne, C.|Lahaye, S.|Martinez, J. M.|Diop, C. M.|Caruge, D|Calvin, C|Diop, CM|Malvagi, F|Trama, JC",SNA + MC 2013 - JOINT INTERNATIONAL CONFERENCE ON SUPERCOMPUTING IN NUCLEAR APPLICATIONS + MONTE CARLO,,Probabilistic approach for decay heat uncertainty estimation using URANIE platform and MENDEL depletion code,2014
13928,"Benattia, S. E.|Tebbani, S.|Dumur, D.|Selisteanu, D.",2014 IEEE CONFERENCE ON CONTROL APPLICATIONS (CCA),,Robust Nonlinear Model Predictive Controller Based on Sensitivity Analysis - Application to a Continuous Photobioreactor,2014
13934,"Jacklin, PB|West, PA|Sariklis, D|Beech, R|Maisey, MN",M D COMPUTING,,An educational tool to illustrate cost-effectiveness in diagnostic pathways for - Coronary artery disease,2000
13945,"Pettit, CL|Veley, DE|Ayyub, BM|AttohOkine, NO",ISUMA 2003: FOURTH INTERNATIONAL SYMPOSIUM ON UNCERTAINTY MODELING AND ANALYSIS,,Risk allocation issues for systems engineering of airframes,2003
13946,"Cho, JW|Ahn, KH|Lee, YH|Lim, BR|Kim, JY",WATER SCIENCE AND TECHNOLOGY,,Investigation of biological and fouling characteristics of submerged membrane bioreactor process for wastewater treatment by model sensitivity analysis,2004
13953,"Liu Hongfei, |Xiao Ying, |Chen Zhong, ","2009 INTERNATIONAL FORUM ON COMPUTER SCIENCE-TECHNOLOGY AND APPLICATIONS, VOL 3, PROCEEDINGS",,A High Precision Optical Position Detector Based on Duo-lateral PSD,2009
13955,"Chaubey, |Costello, TA|White, KL|Cotter, AS","TOTAL MAXIMUM DAILY LOAD (TMDL): ENVIRONMENTAL REGULATIONS II, PROCEEDINGS",,Stochastic validation of SWAT model,2003
13959,"Naili, Marwa|Chaibi, Anja Habacha|Ben Ghezala, Henda Hajjami|ZanniMerk, C|Frydman, C|Toro, C|Hicks, Y|Howlett, RJ|Jain, LC",KNOWLEDGE-BASED AND INTELLIGENT INFORMATION & ENGINEERING SYSTEMS, Published by Elsevier B.V.,Comparative study of word embedding methods in topic segmentation,2017
13960,"Pralong, J.|Montarros, F.|Blancher, B.|Laugier, F.|Erpicum, S|Laugier, F|Boillat, JL|Pirotton, M|Reverchon, B|Schleiss, A",LABYRINTH AND PIANO KEY WEIRS - PKW 2011,,A sensitivity analysis of Piano Key Weirs geometrical parameters based on 3D numerical modeling,2011
13961,"Cousins, |MacLeod, M|Webster, E|Mackay, D|Linders, JBH",MODELLING OF ENVIRONMENTAL CHEMICAL EXPOSURE AND RISK,,"Recent developments in environmental modelling at Trent University, Canada",2001
13965,"Nikolaev, Evgeni V.|Atlas, Jordan C.|Shuler, Michael L.|Tang, WM",SCIDAC 2006: SCIENTIFIC DISCOVERY THROUGH ADVANCED COMPUTING,,Computer models of bacterial cells: from generalized coarse-grained to genome-specific modular models,2006
13967,"Riga, Evi|Karatzetzou, Anna|Mara, Aikaterini|Pitilakis, Kyriazis|Bikas, D|Theodosiou, T|Katerina, T",SUSTAINABLE SYNERGIES FROM BUILDINGS TO THE URBAN SCALE, Published by Elsevier B.V.,"Uncertainties in Seismic Risk Assessment at Urban Scale. The case of Thessaloniki, Greece",2017
13971,"Lau, Y. K. H.|Lee, M. Y. N.|Park, JW|Kim, TG|Kim, YB",ASIASIM 2007,,Simulation study of port container terminal quay side traffic,2007
13973,"Hsieh, BB|Li, G","DEVELOPMENT, PLANNING AND MANAGEMENT OF SURFACE AND GROUND WATER RESOURCES, THEME A, PROCEEDINGS",,An optimal design of contaminant plume capture system in groundwater under parameter and boundary uncertainty,2001
13975,"Pla, FFP|Redon, JFB|Valero, R",CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS, (C) 2000 Elsevier Science B.V. All rights reserved.,A new algorithm for the kinetic data analysis,2000
13979,"Labib, AW|Atkinson, J|Hinduja, S|McGeough, JA",16TH INTERNATIONAL CONFERENCE ON COMPUTER-AIDED PRODUCTION ENGINEERING - CAPE 2000,,Analysing the parameters in deep drawing using analytic hierarchy process,2000
13984,"Wrobel, Stanislaw|Sadowski, Jerzy",FRESENIUS ENVIRONMENTAL BULLETIN,,INTERACTION OF COPPER AND HERBICIDE IN CONTAMINATED SOIL UNDER REMEDIATION,2012
13999,"Altenkirch, Nora|Zlatanovic, Sanja|Woodward, K. Benjamin|Trauth, Nico|Mutz, Michael|Mokenthin, Frank|Kim, JH|Kim, HS|Yoo, DG|Jung, D|Song, CG",12TH INTERNATIONAL CONFERENCE ON HYDROINFORMATICS (HIC 2016) - SMART WATER FOR THE FUTURE, Published by Elsevier Ltd.,"""Untangling hyporheic residence time distributions and whole stream"" ""metabolism using a hydrological process model""",2016
14005,"Huang, Y.|Qin, X. S.",JOURNAL OF ENVIRONMENTAL INFORMATICS,,A Pseudospectral Collocation Approach for Flood Inundation Modelling with Random Input Fields,2017
14008,"Le Coz, Jerome|Renard, Benjamin|Bonnifait, Laurent|Branger, Flora|Le Boursicaud, Raphael|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C","PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS I AND II",,Uncertainty Analysis of Stage-Discharge Relations using the BaRatin Bayesian Framework,2013
14016,"Sienz, J|Bulman, S",ENGINEERING COMPUTATIONS,,ADaptivity and OPTimisation - ADOPT,2001
14021,"Levine, Andrew|Loui, Ron|Lockwood, John W.|Cho, Young H.","2007 IEEE AEROSPACE CONFERENCE, VOLS 1-9",,Sensitivity analysis of Gigabit concept mining system,2007
14023,"Teresa Garcia-Cubero, Maria|Coca, Monica|Bolado, Silvia|Gonzalez-Benito, Gerardo|Klemes, JJ|Lam, HL|Varbanov, PS","PRES 2010: 13TH INTERNATIONAL CONFERENCE ON PROCESS INTEGRATION, MODELLING AND OPTIMISATION FOR ENERGY SAVING AND POLLUTION REDUCTION",,Chemical Oxidation with Ozone as Pre-treatment of Lignocellulosic Materials for Bioethanol Production,2010
14025,"Fu, Chong|Wen, Zhan-kao|Zhu, Zhi-liang|Yu, Hai",INTERNATIONAL JOURNAL OF COMPUTATIONAL SCIENCE AND ENGINEERING,,A security improved image encryption scheme based on chaotic Baker map and hyperchaotic Lorenz system,2016
14026,"Tran, T|Choi, J|Jeon, D|Choo, J|Billinton, R",2004 INTERNATIONAL CONFERENCE ON PROBABILISTIC METHODS APPLIED TO POWER SYSTEMS,,Sensitivity analysis of probabilistic reliability evaluation of IEEE MRTS using TRELSS,2004
14039,"Fujisawa, N.|Funatani, S.|Watanabe, Y.",JOURNAL OF VISUALIZATION,,Simultaneous imaging techniques for temperature and velocity fields in thermal fluid flows,2008
14042,"Taschner, S|Ludwig, R|Mauser, W",PHYSICS AND CHEMISTRY OF THE EARTH PART B-HYDROLOGY OCEANS AND ATMOSPHERE,,"Multi-scenario flood modeling in a mountain watershed using data from a NWP model, rain radar and rain gauges",2001
14043,"Li, RKY|Oh, KH|KhosrowPour, M","INFORMATION TECHNOLOGY AND ORGANIZATIONS: TRENDS, ISSUES, CHALLENGES AND SOLUTIONS, VOLS 1 AND 2",,Automated essay scoring and flexible learning,2003
14045,"Zhang Wenyu, |Xue Yu, |Yang Fengxia, |Yu Qi, |Fan Haiyan, |Kim, YH",PROCEEDINGS OF THE 2017 6TH INTERNATIONAL CONFERENCE ON ENERGY AND ENVIRONMENTAL PROTECTION (ICEEP 2017),,GSA Application in Energy Management,2017
14054,"Liu Jianjun, |Li Quanshu, |Pei Guihong, |Wu, J|Yang, J|Nakagoshi, N|Lu, |Xu, H","NATURAL RESOURCES AND SUSTAINABLE DEVELOPMENT II, PTS 1-4",,Parametric study of channeling flow in low permeability reservoir with mudstone interlayer,2012
14067,"Meyer, PD|Nicholson, TJ|Mishra, S",GROUNDWATER QUALITY MODELING AND MANAGEMENT UNDER UNCERTAINTY,,Analysis of hydrogeologic conceptual model and parameter uncertainty,2003
14084,"Weston, David M.|Skahill, Brian E.|Downer, Charles W.|Graulau-Santiago, Jaime A.|Pradhan, Nawa|Byrd, Aaron R.|Karvazy, K|Webster, VL","WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2015: FLOODS, DROUGHTS, AND ECOSYSTEMS",,Gridded Surface Subsurface Hydrologic Analysis Modeling for Analysis of Flood Design Features at the Picayune Strand Restoration Project,2015
14086,"Soria, F. A.|Sawamoto, M.|Kazama, S.|Taniguchi, M|Burnett, WC|Fukushima, Y|Haigh, M|Umezawa, Y",FROM HEADWATERS TO THE OCEAN: HYDROLOGICAL CHANGES AND WATERSHED MANAGEMENT,,Sensitivity analysis to evaluate the effect of land use change on discharge rate,2009
14094,"Ge, Zhi|Wang, Kejin",COMPUTERS AND CONCRETE,,Modified heat of hydration and strength models for concrete containing fly ash and slag,2009
14100,"Gao, C. F.|Lee, W. L.","ICEET: 2009 INTERNATIONAL CONFERENCE ON ENERGY AND ENVIRONMENT TECHNOLOGY, VOL 1, PROCEEDINGS",,Evaluating factors affecting wind ventilation performance inside pedestrian zone located within dense residential estates in Hong Kong,2009
14108,"So, SS|van Helden, SP|van Geerestein, VJ|Karplus, M",JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES,,Quantitative structure - Activity relationship studies of progesterone receptor binding steroids,2000
14124,"Kanso, A|Tassin, B|Chebbo, G",WATER SCIENCE AND TECHNOLOGY,,A benchmark methodology for managing uncertainties in urban runoff quality models,2005
14125,"Wang, F.|Li, B.|Chen, Wd|Fan, C.|Tan, Yb|Zhou, Rk|Li, G|Jia, Z|Fu, Z","2008 PROCEEDINGS OF INFORMATION TECHNOLOGY AND ENVIRONMENTAL SYSTEM SCIENCES: ITESS 2008, VOL 3",,The mathematical modeling and sensitivity analyzing for a method of measuring missile target's 3D pose,2008
14126,"Li, Zhiwei|Chen, S|Zhou, S","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON ADVANCES IN ENERGY, ENVIRONMENT AND CHEMICAL ENGINEERING",,Reliability Analysis of the main shaft of the Nuclear Power CNC Wheel Milling Machine Based on the Probability Finite Element Method,2015
14131,"Tate, Eric|Munoz, Cristina|Suchan, Jared",NATURAL HAZARDS REVIEW, (C) 2014 American Society of Civil Engineers.,Uncertainty and Sensitivity Analysis of the HAZUS-MH Flood Model,2015
14139,"Holik, William A.|Schneider, William H.|Huang, Qindan",JOURNAL OF COLD REGIONS ENGINEERING, (C) 2016 American Society of Civil Engineers.,Assessing the Vulnerability of Winter Maintenance Material Storage Facilities,2017
14141,"Guo, Changhong|Dong, Rui|Guan, Peng|Xun, Feifei|Li, H|Xu, QJ|Zhang, D","PROGRESS IN ENVIRONMENTAL SCIENCE AND ENGINEERING (ICEESD2011), PTS 1-5",,Influence of AMF on Oat Used to Phytoremediation in Petroleum Contaminated Soil,2012
14149,"Webb, J.|Hutchings, Nicholas J.|Bittman, Shabtai|Baker, Samantha M. H.|Reidy, Beat|Raes, Caroline|Smith, Ken|Ayres, John|Misselbrook, Tom|Sutton, MA|Reis, S|Baker, SMH",ATMOSPHERIC AMMONIA,,Reliability of Ammonia Emission Estimates and Abatement Efficiencies,2009
14156,"Askarimarnani, S. S.|Willgoose, G.|Guadagnini, A|SanchezVila, |Brunone, B|Ferrante, M|Meniconi, S",7TH GROUNDWATER SYMPOSIUM OF THE INTERNATIONAL ASSOCIATION FOR HYDRO-ENVIRONMENT ENGINEERING AND RESEARCH (IAHR), Published by Elsevier B.V.,"Inferring the shape of fractures and hydraulic properties of the coal seam using inverse modeling on pumping test results - broke, NSW, Australia",2015
14163,"Xu, Meng|Yang, Jin|Gao, Ziyou|Yu, L|Lai, KK|Mishra, SK","INTERNATIONAL JOINT CONFERENCE ON COMPUTATIONAL SCIENCES AND OPTIMIZATION, VOL 2, PROCEEDINGS",,Using One-At-A-Time Sensitivity Analysis Designs for Genetic Algorithm Solving Continuous Network Design Problems,2009
14169,"Amparo Lopez-Jimenez, P.|Javier Martinez-Solano, F.|Lopez-Patino, Gonzalo|Fuertes-Miquel, Vicente S.|LopezJimenez, PA|FuertesMiquel, VS|IglesiasRey, PL|LopezPatino, G|MartinezSolano, FJ|PalauSalvador, G","ENVIRONMENTAL HYDRAULICS: THEORETICAL, EXPERIMENTAL AND COMPUTATIONAL SOLUTIONS",,Evolutive techniques applied to water quality models calibration,2010
14181,"Du, Yixian|Tian, Qihua|Wu, Zhengjia|Pan, YH|Sun, SQ|Zhou, MQ|Lin, ZK|Hu, ZY|Hyungjae, M","2009 IEEE 10TH INTERNATIONAL CONFERENCE ON COMPUTER-AIDED INDUSTRIAL DESIGN & CONCEPTUAL DESIGN, VOLS 1-3",,Optimal design of compliant thermal-structural microactuators with geometrical nonlinearities,2009
14184,"Guo, Jifa|Cui, Weihong|Wei, Fengyuan|Li, G|Jia, Z|Fu, Z","2008 PROCEEDINGS OF INFORMATION TECHNOLOGY AND ENVIRONMENTAL SYSTEM SCIENCES: ITESS 2008, VOL 3",,A uncertainty analysis method based on geometric structure of geographic feature,2008
14185,"Azaroual, Mohamed|Pettenati, Marie|Casanova, Joel|Besnard, Katia|Rampnoux, Nicolas|Scozzari, A|ElMansouri, B",WATER SECURITY IN THE MEDITERRANEAN REGION,,"Challenges of Artificial Recharge of Aquifers: Reactive Transport Through Soils, Fate of Pollutants and Possibility of the Water Quality Improvement",2011
14187,"Christoffersen, Carlos E.|Borutzky, W|Orsoni, A|Zobel, R",20TH EUROPEAN CONFERENCE ON MODELLING AND SIMULATION ECMS 2006,,Implementation of exact sensitivities in a circuit simulator using automatic differentiation,2006
14188,"Huang, Jie Ying|Black, T. A.|Jassal, R. S.|Lavkulich, L. M. Les",CANADIAN WATER RESOURCES JOURNAL,,Modelling rainfall interception by urban trees,2017
14190,"Yang, Yali|Wu, Jianhong|Li, Jianquan|Xu, Xiaxia",MATHEMATICAL POPULATION STUDIES,,Tuberculosis with relapse: A model,2017
14192,"Spataro, Ciro",2009 IEEE INTERNATIONAL WORKSHOP ON ADVANCED METHODS FOR UNCERTAINTY ESTIMATION IN MEASUREMENT,,ADC Based Measurements: Identification of the Parameters for the Uncertainty Evaluation,2009
14199,"Zennaro, Emanuele|Mazzetti, Carlo|Amicucci, Giovanni Luca|Fiamingo, Fabio|AlDabass, D|Colla, |Vannucci, M|Pantelous, A",UKSIM-AMSS EIGHTH EUROPEAN MODELLING SYMPOSIUM ON COMPUTER MODELLING AND SIMULATION (EMS 2014),,Sensitivity Analysis of the Circuit Model of a Medical Equipment for the Evaluation of Leakage Currents,2014
14205,"Mozejko, J.|Gniot, R.",POLISH JOURNAL OF ENVIRONMENTAL STUDIES,,Application of neural networks for the prediction of total phosphorus concentrations in surface waters,2008
14231,"Lehner, Bernhard|Liermann, Catherine Reidy|Revenga, Carmen|Voeroesmarty, Charles|Fekete, Balazs|Crouzet, Philippe|Doell, Petra|Endejan, Marcel|Frenken, Karen|Magome, Jun|Nilsson, Christer|Robertson, James C.|Roedel, Raimund|Sindorf, Nikolai|Wisser, Dominik",FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,,High-resolution mapping of the world's reservoirs and dams for sustainable river-flow management,2011
14236,"Bouallegue, Walid|Bouabdallah, Salma Bouslama|Tagina, Moncef","2010 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS (SMC 2010)",,Diagnosis of Bond Graph modeled uncertain parameters systems using residuals sensitivity,2010
14261,"Mwendia, Solomon W.|Maass, Brigitte L.|Njenga, David G.|Nyakundi, Fridah N.|Notenbaert, An Maria O.",AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,,Evaluating oat cultivars for dairy forage production in the central Kenyan highlands,2017
14274,"Rebholz, Leo|Zerfas, Camille|Zhao, Kun",JOURNAL OF MATHEMATICAL FLUID MECHANICS,,Global in Time Analysis and Sensitivity Analysis for the Reduced NS-alpha Model of Incompressible Flow,2017
14287,"Simoes, N.|Teles, D.|Serra, C.|Brebbia, CA|Polonara, F|Magaril, ER|Passerini, G",ENERGY PRODUCTION AND MANAGEMENT IN THE 21ST CENTURY II: THE QUEST FOR SUSTAINABLE ENERGY,,Portuguese Passive House case study: a comparison between monthly and seasonal energy performance methods,2016
14297,"Karvosenoja, Niko|Tainio, Marko|Kupiainen, Kaarle|Tuomisto, Jouni T.|Kukkonen, Jaakko|Johansson, Matti",BOREAL ENVIRONMENT RESEARCH,,Evaluation of the emissions and uncertainties of PM2.5 originated from vehicular traffic and domestic wood combustion in Finland,2008
14312,"Dragicevic, Nevena|Karleusa, Barbara|Ozanic, Nevenka",SOIL AND WATER RESEARCH,,Erosion Potential Method (Gavrilovic Method) Sensitivity Analysis,2017
14313,"Chen, J.|Chan, F. P.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,A Preliminary Drought Mitigation Plan for Hong Kong,2007
14315,"Abreu, T.|van der A, D. A.|Silva, P. A.|Sancho, F.|Michallet, H.",JOURNAL OF COASTAL RESEARCH,,New bed shear stress estimator for net sand transport rate predictions under non-linear waves,2011
14323,"Yapa, Roshan Dharshana|Koichi, Harada","APPLIED COMPUTING 2007, VOL 1 AND 2",,A Connected Component Labeling Algorithm for Grayscale Images and Application of the Algorithm on Mammograms,2007
14326,"Chen, L. L.|Chen, H. B.|Zheng, C. J.",CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,,FEM/Wideband FMBEM Coupling for Fluid-Structure Interaction Problem and 2D Acoustic Design Sensitivity Analysis,2013
14337,"Geurts, K|Wets, G|Brijs, T|Vanhoof, K",STATISTICAL METHODS AND SAFETY DATA ANALYSIS AND EVALUATION,,Identification and ranking of black spots - Sensitivity analysis,2004
14345,"Ng, AWM|Perera, BJC|Brebbia, CA|Anagnostopoulos, P|Katsifarakis, K|Cheng, AHD",WATER RESOURCES MANAGEMENT,,Uncertainty and sensitivity analysis of river water quality model parameters,2001
14351,"Fogarasi, Szabolcs|Egedy, Attila|Imre-Lucaci, Florica|Varga, Tamas|Chovan, Tibor|Klemes, JJ|Varbanov, PS|Liew, PY","24TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING, PTS A AND B",,Hybrid CFD-Compartment Approach for Modelling and Optimisation of a Leaching Reactor,2014
14355,"Khadanga, Rajendra Ku.|Satapathy, Jitendriya Ku.",2015 ANNUAL IEEE INDIA CONFERENCE (INDICON),,Co-Ordinated Design of PSS and SSSC Based Damping Controller Using Evolutionary Algorithms,2015
14361,"Duwig, Celine|Normand, Beatrice|Vauclin, Michel|Vachaud, Georges|Green, Steven R.|Becquer, Thierry",VADOSE ZONE JOURNAL,,Evaluation of the WAVE Model for Predicting Nitrate Leaching for Two Contrasted Soil and Climate Conditions,2003
14365,"Baltazar, Dalton Erick Suyosa|Magcale-Macandog, Damasa|Tan, Maria Francesca O.|Zafaralla, Macrina T.|Cadiz, Nina M.",JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT,,"A River Health Status Model Based on Water Quality, Macroinvertebrates and Land Use for Niyugan River, Cabuyao City, Laguna, Philippines",2016
14368,"Bruniaux, P|Ghith, A|Vasseur, C",ADVANCES IN COMPLEX SYSTEMS,,Modeling and parametric study of a fabric drape,2003
14370,"Keesman, Karel J.|Koskela, Jarkko J.|Guillaume, Joseph H.|Norton, John P.|Croke, Barry|Jakeman, Anthony J.|Chan, F|Marinova, D|Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),,Uncertainty modelling and analysis of environmental systems: a river sediment yield example,2011
14380,"Chen, H. B.|Tanaka, Masa",CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,,Calculation of Potential Second Derivatives by Means of a Regularized Indirect Algorithm in the Boundary Element Method,2010
14389,"Indraratna, B.|Fatahi, B.|Schweiger, HF",NUMERICAL METHODS IN GEOTECHNICAL ENGINEERING,,Sensitivity analysis to examine tree root effectiveness in soft ground stabilisation,2006
14390,"Lenzi, C.|Bragalli, C.|Bolognesi, A.|Fortini, M.|Brunone, B|Giustolisi, O|Ferrante, M|Laucelli, D|Meniconi, S|Berardi, L|Campisano, A","12TH INTERNATIONAL CONFERENCE ON COMPUTING AND CONTROL FOR THE WATER INDUSTRY, CCWI2013", Published by Elsevier Ltd.,Infrastructure Leakage Index assessment in large water systems,2014
14396,"Van Uitert, R|Johnson, C","PROCEEDINGS OF THE 25TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY, VOLS 1-4",,Influence of brain conductivity on magnetoencephalographic simulations in realistic head models,2003
14397,"Lee, Steven|Shortridge, Keith|Ballester, P|Egret, D|Lorente, NPF",ASTRONOMICAL DATA ANALYSIS SOFTWARE AND SYSTEMS XXI,,Some Lessons in Specifying Interfaces,2012
14400,"Gu, Yujia|Wang, Yinfeng|Li, Xutao|Tian, Bei|Gao, Feng|Lu, Chao|Shaw, P",PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY AND ENVIRONMENTAL ENGINEERING (SEEE 2015),,Genetic Algorithm Based Modeling of Doubly-Fed Wind Farms,2015
14404,"Petres, Clement L.|Grignan, Patrick P.","OCEANS 2007 - EUROPE, VOLS 1-3",,Applicability of neural network techniques to underwater naval tactics,2007
14405,"Tao, Liangyan|Liu, Sifeng|Fang, Zhigeng|Yuan, Chaoqing",JOURNAL OF GREY SYSTEM,,SIGN-GERT Model on Dynamic Analysis for Schedule Risks of Complex Equipment Development,2013
14414,"Wojcicka, Agnieszka",POLISH JOURNAL OF ENVIRONMENTAL STUDIES,,Cereal Phenolic Compounds as Biopesticides of Cereal Aphids,2010
14419,"Seo, Youngkyun|Huh, Cheol|Chang, Daejun","PROCEEDINGS OF THE ASME 35TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING , 2016, VOL 3",,AVAILABILITY ESTIMATION OF SHIP-BASED CARBON CAPTURE AND STORAGE (CCS) CHAIN FOR KOREA CCS DEMONSTRATION PROJECT,2016
14423,"Bodian, Ansoumana|Dezetter, Alain|Dacosta, Honore",INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,,Rainfall-runoff modelling of water resources in the upper Senegal River basin,2016
14430,"Neupauer, R. M.|Karvazy, K|Webster, VL","WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2015: FLOODS, DROUGHTS, AND ECOSYSTEMS",,Efficient modeling methods for estimating stream depletion,2015
14438,"Biswas, A.|Bhattacharya, P.|Halder, D.|Jacks, G.|Nath, B.|Mukherjee, A.|Biswas, A.|Halder, D.|Kundu, A. K.|Mandal, U.|Chatterjee, D.|Ng, JC|Noller, BN|Naidu, R|Bundschuh, J|Bhattacharya, P","UNDERSTANDING THE GEOLOGICAL AND MEDICAL INTERFACE OF ARSENIC, AS 2012",,Potentiality of shallow brown sand aquifers as an alternative safe drinking water source in Bengal Basin,2012
14442,"Guo Min, |Guo Wei, |Chen Peng, |He Zongying, |Wen, TD","ISTM/2007: 7TH INTERNATIONAL SYMPOSIUM ON TEST AND MEASUREMENT, VOLS 1-7, CONFERENCE PROCEEDINGS",,A new data-processing method to deducing a transducer's linearity,2007
14443,"Noguerol, Rafael|Carlos Unriza, Juan|Acevedo, Alberto","PROCEEDINGS OF THE 10TH INTERNATIONAL PIPELINE CONFERENCE - 2014, VOL 1",,EFFECTS OF DATA PREPARATION ON LEAK SENSITIVITY ANALYSIS,2014
14448,"Ouiza, Adjemout|Kamal, Hammouche|Moussa, Diaf","2007 9TH INTERNATIONAL SYMPOSIUM ON SIGNAL PROCESSING AND ITS APPLICATIONS, VOLS 1-3",,"Automatic seeds recognition by size, form and texture features",2007
14450,"Zhang Jun-nuo, |Wang Rui-lin, |Li Yong-jian, |Wang Yu-jian, |Wen, TD","ISTM/2007: 7TH INTERNATIONAL SYMPOSIUM ON TEST AND MEASUREMENT, VOLS 1-7, CONFERENCE PROCEEDINGS",,Dynamic simulation research for automatic mechanism based on Simulink model,2007
14452,"Tarantola, S.|Mara, T. A.",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,,VARIANCE-BASED SENSITIVITY INDICES OF COMPUTER MODELS WITH DEPENDENT INPUTS: THE FOURIER AMPLITUDE SENSITIVITY TEST,2017
14458,"Banks, H. T.|Baraldi, R.|Flores, K.",EURASIAN JOURNAL OF MATHEMATICAL AND COMPUTER APPLICATIONS,,OPTIMAL DESIGN FOR MINIMIZING UNCERTAINTY IN DYNAMIC EQUILIBRIUM SYSTEMS,2015
14465,"Cox, J.|Kennedy, J.|Zerger, A|Argent, RM",MODSIM 2005: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: ADVANCES AND APPLICATIONS FOR MANAGEMENT AND DECISION MAKING,,How Much More Rent Could Have Been Extracted From Nauru's Phosphate Deposits?,2005
14468,"Lee, Ung|Han, Chonghun|Klemes, JJ|Varbanov, PS|Liew, PY","24TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING, PTS A AND B",,Design and Exergy Analysis of Combined Rankine Cycle Using LNG Cold Energy,2014
