,AU,SO,copyright,title,year
382,"Park, Y|Cho, KH|Park, J|Cha, SM|Kim, JH",SCIENCE OF THE TOTAL ENVIRONMENT, (C) 2014 Elsevier B.V. All rights reserved.,"Development of early-warning protocol for predicting chlorophyll-a concentration using machine learning models in freshwater and estuarine reservoirs, Korea",2015
383,"Zheng, CL|Wang, Q",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,,Spatiotemporal pattern of the global sensitivity of the reference evapotranspiration to climatic variables in recent five decades over China,2015
384,"Chen, MJ|Sun, YW|Fu, PC|Carrigan, CR|Lu, ZM|Tong, CH|Buscheck, TA",COMPUTERS & GEOSCIENCES, Elsevier Ltd. All rights reserved.,Surrogate-based optimization of hydraulic fracturing in pre-existing fracture networks,2013
385,"Pages, L|Bruchou, C|Garre, S",VADOSE ZONE JOURNAL,,Links Between Root Length Density Profiles and Models of the Root System Architecture,2012
386,"Mohammadi, B",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2014 Published by Elsevier B.V.,Uncertainty quantification by geometric characterization of sensitivity spaces,2014
387,"Kumar, BV|Srikanth, NV",APPLIED SOFT COMPUTING, (C) 2016 Elsevier B.V. All rights reserved.,A hybrid approach for optimal location and capacity of UPFC to improve the dynamic stability of the power system,2017
388,"Sauter, T|Schneider, C|Kilian, R|Moritz, M",HYDROLOGICAL PROCESSES," Copyright (C) 2008 John Wiley & Sons, Ltd.",Simulation and analysis of runoff from a partly glaciated meso-scale catchment area in Patagonia using an artificial neural network,2009
389,"Pianosi, F|Wagener, T",ENVIRONMENTAL MODELLING & SOFTWARE, Published by Elsevier Ltd.,A simple and efficient method for global sensitivity analysis based on cumulative distribution functions,2015
390,"Afroomand, A|Tavakoli, S",APPLIED SOFT COMPUTING, (C) 2015 Elsevier B.V. All rights reserved.,Vector-based swarm optimization algorithm,2015
391,"Pappas, C|Fatichi, S|Leuzinger, S|Wolf, A|Burlando, P",JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,,Sensitivity analysis of a process-based ecosystem model: Pinpointing parameterization and structural issues,2013
392,"Dobler, C|Pappenberger, F",HYDROLOGICAL PROCESSES," Copyright (c) 2012 John Wiley & Sons, Ltd.",Global sensitivity analyses for a complex hydrological model applied in an Alpine watershed,2013
393,"Yang, J|Liu, YB|Yang, WH|Chen, YN",WATER RESOURCES MANAGEMENT,,Multi-Objective Sensitivity Analysis of a Fully Distributed Hydrologic Model WetSpa,2012
394,"Druetta, P|Aguirre, P|Mussati, S",DESALINATION, (C) 2014 Elsevier B.V. All rights reserved.,Minimizing the total cost of multi effect evaporation systems for seawater desalination,2014
395,"Biswas, A|Bhattacharya, P|Mukherjee, A|Nath, B|Alexanderson, H|Kundu, AK|Chatterjee, D|Jacks, G",SCIENCE OF THE TOTAL ENVIRONMENT, (C) 2014 Elsevier B.V. All rights reserved.,Shallow hydrostratigraphy in an arsenic affected region of Bengal Basin: Implication for targeting safe aquifers for drinking water supply,2014
396,"Wiegand, T|Revilla, E|Knauer, F",BIODIVERSITY AND CONSERVATION,,Dealing with uncertainty in spatially explicit population models,2004
397,"Pan, SL|Fu, GT|Chiang, YM|Ran, QH|Xu, YP",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,,"A two-step sensitivity analysis for hydrological signatures in Jinhua River Basin, East China",2017
398,"Huang, YT|Pierson, D",WATER QUALITY RESEARCH JOURNAL OF CANADA,,Identifying parameter sensitivity in a water quality model of a reservoir,2012
399,"Tan, MHY",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,,Sequential Bayesian Polynomial Chaos Model Selection for Estimation of Sensitivity Indices,2015
400,"Chakraborty, S|Chowdhury, R",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2017 Elsevier B.V. All rights reserved.,Towards 'h-p adaptive' generalized ANOVA,2017
401,"Naidu, K|Mokhlis, H|Abu Baka, A|Terzija, V",APPLIED SOFT COMPUTING, (C) 2017 Elsevier B.V. All rights reserved.,Performance investigation of ABC algorithm in multi-area power system with multiple interconnected generators,2017
402,"Ciriello, V|Di Federico, V|Riva, M|Cadini, F|De Sanctis, J|Zio, E|Guadagnini, A",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,,Polynomial chaos expansion for global sensitivity analysis applied to a model of radionuclide migration in a randomly heterogeneous aquifer,2013
403,"Saint-Geours, N|Grelot, F|Bailly, JS|Lavergne, C",JOURNAL OF FLOOD RISK MANAGEMENT,,"Ranking sources of uncertainty in flood damage modelling: a case study on the cost-benefit analysis of a flood mitigation project in the Orb Delta, France",2015
404,"Sobrinho, AMD|de Andrade, MD|Nascimento, MAC|Malbouisson, LAC",JOURNAL OF MOLECULAR MODELING,,Multi-reference Hartree-Fock configuration interaction calculations of LiH and Be using a new double-zeta atomic base,2014
405,"Beddows, AV|Kitwiroon, N|Williams, ML|Beevers, SD",ENVIRONMENTAL SCIENCE & TECHNOLOGY,,Emulation and Sensitivity Analysis of the Community Multiscale Air Quality Model for a UK Ozone Pollution Episode,2017
406,"Brandyk, A|Kiczko, A|Majewski, G|Kleniewska, M|Krukowski, M",JOURNAL OF HYDROLOGY AND HYDROMECHANICS,,Uncertainty of Deardorff's soil moisture model based on continuous TDR measurements for sandy loam soil,2016
407,"Cea, L|Bermudez, M|Puertas, J",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Uncertainty and sensitivity analysis of a depth-averaged water quality model for evaluation of Escherichia Coli concentration in shallow estuaries,2011
408,"Engstrom, K|Rounsevell, MDA|Murray-Rust, D|Hardacre, C|Alexander, P|Cui, XF|Palmer, PI|Arneth, A",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,Applying Occam's razor to global agricultural land use change,2016
409,"Shen, Y|Chu, B|Liu, DC|Zhu, CA",MATHEMATICAL PROBLEMS IN ENGINEERING,,Optimization of Steering System of Forklift Vehicle for Idle Performance,2015
410,"Blaskovic, A|Fastelli, P|Cizmek, H|Guerranti, C|Renzi, M",MARINE POLLUTION BULLETIN, Elsevier Ltd. All rights reserved.,Plastic litter in sediments from the Croatian marine protected area of the natural park of Telascica bay (Adriatic Sea),2017
411,"Sarrazin, F|Pianosi, F|Wagener, T",ENVIRONMENTAL MODELLING & SOFTWARE, Published by Elsevier Ltd.,Global Sensitivity Analysis of environmental models: Convergence and validation,2016
412,"Zhao, ZG|Duan, XJ|Wang, ZM",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,,A NOVEL GLOBAL METHOD FOR RELIABILITY ANALYSIS WITH KRIGING,2016
413,"van Werkhoven, K|Wagener, T|Reed, P|Tang, Y",WATER RESOURCES RESEARCH,,Characterization of watershed model behavior across a hydroclimatic gradient,2008
414,"Bernardo, FP",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,Model analysis and optimization under uncertainty using thinned cubature formulae,2016
415,"Zonta, ZJ|Flotats, X|Magri, A",ENVIRONMENTAL TECHNOLOGY,,Estimation of parameter uncertainty for an activated sludge model using Bayesian inference: a comparison with the frequentist method,2014
416,"Tarantola, S|Becker, W|Zeitz, D",COMPUTER PHYSICS COMMUNICATIONS, (c) 2012 Elsevier B.V. All rights reserved.,A comparison of two sampling methods for global sensitivity analysis,2012
417,"Bahrololoum, A|Nezamabadi-Pour, H|Bahrololoum, H|Saeed, M",APPLIED SOFT COMPUTING, (C) 2011 Elsevier B. V. All rights reserved.,A prototype classifier based on gravitational search algorithm,2012
418,"Sanadhya, P|Gironas, J|Arabi, M",HYDROLOGICAL PROCESSES," Copyright (c) 2013 John Wiley & Sons, Ltd.",Global sensitivity analysis of hydrologic processes in major snow-dominated mountainous river basins in Colorado,2014
419,"McLeod, RS|Hopfe, CJ|Kwan, A",BUILDING AND ENVIRONMENT, Elsevier Ltd. All rights reserved.,An investigation into future performance and overheating risks in Passivhaus dwellings,2013
420,"Chao, CT|Liu, MT|Chiou, JS|Huang, YJ|Wang, CJ",ENGINEERING COMPUTATIONS,,A GSA-based adaptive fuzzy PID-controller for an active suspension system,2016
421,"Nishat, S|Guo, YP|Baetz, BW",JOURNAL OF HYDROLOGIC ENGINEERING, (C) 2012 American Society of Civil Engineers.,Relative Importance of Input Parameters in the Modeling of Soil Moisture Dynamics of Small Urban Areas,2012
422,"Yadav, V|Rahman, S",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (c) 2014 Elsevier B.V. All rights reserved.,Adaptive-sparse polynomial dimensional decomposition methods for high-dimensional stochastic computing,2014
423,"Sharma, N|Sengupta, A|Rajpoot, M|Samuel, RJ|Sengupta, TK",COMPUTERS & FLUIDS, Elsevier Ltd. All rights reserved.,Hybrid sixth order spatial discretization scheme for non-uniform Cartesian grids,2017
424,"An, LS|Liao, KH|Zhou, BH|Pan, W|Chen, Q",APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,,GLOBAL SENSITIVITY ANALYSIS OF THE PARAMETERS OF THE MODIFIED UNIVERSAL SOIL LOSS EQUATION,2016
425,"Hao, WR|Lu, ZZ|Li, LY",COMPUTER PHYSICS COMMUNICATIONS, Crown Copyright (C) 2013 Published by Elsevier B.V. All rights reserved.,A new interpretation and validation of variance based importance measures for models with correlated inputs,2013
426,"Shi, HY|Xiao, ZQ|Liang, SL|Zhang, XT",REMOTE SENSING OF ENVIRONMENT, (C) 2016 Elsevier Inc. All rights reserved.,Consistent estimation of multiple parameters from MODIS top of atmosphere reflectance data using a coupled soil-canopy-atmosphere radiative transfer model,2016
427,"Song, SF|Wang, L",JOURNAL OF COMPUTATIONAL PHYSICS, (C) 2017 Elsevier Inc. All rights reserved.,Modified GMDH-NN algorithm and its application for global sensitivity analysis,2017
428,"Kang, LJ|Zhu, XN|Wu, JJ|Sun, HJ|Siriya, S|Kanokvate, T",JOURNAL OF COMPUTING IN CIVIL ENGINEERING, (C) 2014 American Society of Civil Engineers.,Departure Time Optimization of Last Trains in Subway Networks: Mean-Variance Model and GSA Algorithm,2015
429,"Cheng, K|Lu, ZZ|Zhou, YC|Shi, Y|Wei, YH",APPLIED MATHEMATICAL MODELLING, (C) 2017 Elsevier Inc. All rights reserved.,Global sensitivity analysis using support vector regression,2017
430,"Zhan, CS|Song, XM|Xia, J|Tong, C",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,An efficient integrated approach for global sensitivity analysis of hydrological model parameters,2013
431,"Muleta, MK",JOURNAL OF HYDROLOGIC ENGINEERING, (C) 2012 American Society of Civil Engineers.,Improving Model Performance Using Season-Based Evaluation,2012
432,"Sun, HW|Zhu, Y|Yang, JH|Wang, XG",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,Global sensitivity analysis for an integrated model for simulation of nitrogen dynamics under the irrigation with treated wastewater,2015
433,"Saloranta, TM|Andersen, T|Naes, K",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,,"Flows of dioxins and furans in coastal food webs: Inverse modeling, sensitivity analysis, and applications of linear system theory",2006
434,"Leonard, BE",RADIATION PROTECTION DOSIMETRY,,Radon progeny size distributions and enhanced deposition effects from high radon concentrations in an enclosed chamber,2004
435,"Linhoss, AC|Siegert, CM",JOURNAL OF HYDROLOGY, (C) 2016 Elsevier B.V. All rights reserved.,A comparison of five forest interception models using global sensitivity and uncertainty analysis,2016
436,"Abily, M|Bertrand, N|Delestre, O|Gourbesville, P|Richet, Y|Duluc, CM",HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,,Global sensitivity analysis with 2d hydraulic codes: applied protocol and practical tool,2015
437,"Mertens, J|Madsen, H|Kristensen, M|Jacques, D|Feyen, J",HYDROLOGICAL PROCESSES," Copyright (c) 2005 John Wiley & Sons, Ltd.","Sensitivity of soil parameters in unsaturated zone modelling and the relation between effective, laboratory and in situ estimates",2005
438,"Cosenza, A|Mannina, G|Vanrolleghem, PA|Neumann, MB",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Global sensitivity analysis in wastewater applications: A comprehensive comparison of different methods,2013
439,"Shariatmadari, M|Nahavandi, N|Zegordi, SH|Sobhiyah, MH",COMPUTERS & INDUSTRIAL ENGINEERING, Elsevier Ltd. All rights reserved.,Integrated resource management for simultaneous project selection and scheduling,2017
440,"Miro, S|Hartmann, D|Schanz, T",COMPUTERS AND GEOTECHNICS, Elsevier Ltd. All rights reserved.,Global sensitivity analysis for subsoil parameter estimation in mechanized tunneling,2014
441,"Saint-Geours, N|Tarantola, S|Kopustinskas, V|Bolado-Lavin, R",JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,,Computing first-order sensitivity indices with contribution to the sample mean plot,2015
442,"van Griensven, A|Meixner, T|Grunwald, S|Bishop, T|Diluzio, A|Srinivasan, R",JOURNAL OF HYDROLOGY, (c) 2005 Elsevier B.V. All rights reserved.,A global sensitivity analysis tool for the parameters of multi-variable catchment models,2006
443,"Butler, MP|Reed, PM|Fisher-Vanden, K|Keller, K|Wagener, T",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Identifying parametric controls and dependencies in integrated assessment models using global sensitivity analysis,2014
444,"Fox, GA|Munoz-Carpena, R|Sabbagh, GJ",JOURNAL OF HYDROLOGY, (C) 2010 Elsevier B.V. All rights reserved.,Influence of flow concentration on parameter importance and prediction uncertainty of pesticide trapping by vegetative filter strips,2010
445,"Dell'Oca, A|Riva, M|Guadagnini, A",HYDROLOGY AND EARTH SYSTEM SCIENCES,,Moment-based metrics for global sensitivity analysis of hydrological systems,2017
446,"Wisniewski, K|Kowalczyk, P|Turska, E",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING," Copyright (C) 2003 John Wiley Sons, Ltd.",On the computation of design derivatives for Huber-Mises plasticity with non-linear hardening,2003
447,"Bang, Y|Abdel-Khalik, HS|Hite, JM",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING," Copyright (C) 2012 John Wiley & Sons, Ltd.",Hybrid reduced order modeling applied to nonlinear models,2012
448,"Naujokaitis-Lewis, IR|Curtis, JMR|Arcese, P|Rosenfeld, J",CONSERVATION BIOLOGY,,Sensitivity Analyses of Spatial Population Viability Analysis Models for Species at Risk and Habitat Conservation Planning,2009
449,"Tate, E",NATURAL HAZARDS,,Social vulnerability indices: a comparative assessment using uncertainty and sensitivity analysis,2012
450,"Mara, TA|Tarantola, S|Annoni, P",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Non-parametric methods for global sensitivity analysis of model output with dependent inputs,2015
451,"Zonta, Z|Alves, MM|Flotats, X|Palatsi, J",WATER RESEARCH, Elsevier Ltd. All rights reserved.,Modelling inhibitory effects of long chain fatty acids in the anaerobic digestion process,2013
452,"Balakrishnan, S|Roy, A|Ierapetritou, MG|Flach, GP|Georgopoulos, PG",JOURNAL OF HYDROLOGY, (c) 2004 Elsevier B.V. All rights reserved.,A comparative assessment of efficient uncertainty analysis techniques for environmental fate and transport models: application to the FACT model,2005
453,"Holzel, H|Diekkruger, B|Biemelt, D|Gadeke, A",JOURNAL OF HYDROLOGY, (c) 2012 Elsevier B.V. All rights reserved.,"Impact of dumped sediment structures on hydrological modelling in the artificial Chicken Creek catchment, Germany",2013
454,"Cousquer, Y|Pryet, A|Flipo, N|Delbart, C|Dupuy, A",GROUNDWATER,,Estimating River Conductance from Prior Information to Improve Surface-Subsurface Model Calibration,2017
455,"De Lozzo, M|Marrel, A",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,,Estimation of the Derivative-Based Global Sensitivity Measures Using a Gaussian Process Metamodel,2016
456,"Owen, AB",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,,Variance Components and Generalized Sobol' Indices,2013
457,"Begou, JC|Jomaa, S|Benabdallah, S|Bazie, P|Afouda, A|Rode, M",WATER,,Multi-Site Validation of the SWAT Model on the Bani Catchment: Model Performance and Predictive Uncertainty,2016
458,"Alexanderian, A|Winokur, J|Sraj, I|Srinivasan, A|Iskandarani, M|Thacker, WC|Knio, OM",COMPUTATIONAL GEOSCIENCES,,Global sensitivity analysis in an ocean general circulation model: a sparse spectral projection approach,2012
459,"Li, GY|Rabitz, H",JOURNAL OF MATHEMATICAL CHEMISTRY,,General formulation of HDMR component functions with independent and correlated variables,2012
460,"Rubio-Largo, A|Vega-Rodriguez, MA|Gomez-Pulido, JA|Sanchez-Perez, JM",IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART C-APPLICATIONS AND REVIEWS,,A Comparative Study on Multiobjective Swarm Intelligence for the Routing and Wavelength Assignment Problem,2012
461,"Jiang, T|Owen, AB",MATHEMATICS AND COMPUTERS IN SIMULATION, Published by Elsevier Science B.V. All rights reserved.,Quasi-regression with shrinkage,2003
462,"Ciriello, V|Guadagnini, A|Di Federico, V|Edery, Y|Berkowitz, B",WATER RESOURCES RESEARCH,,Comparative analysis of formulations for conservative transport in porous media through sensitivity-based parameter calibration,2013
463,"Raulli, M|Maute, K",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Topology optimization of electrostatically actuated microsystems,2005
464,"Skaggs, TH|Suarez, DL|Corwin, DL",VADOSE ZONE JOURNAL,,Global Sensitivity Analysis for UNSATCHEM Simulations of Crop Production with Degraded Waters,2014
465,"Wei, PF|Lu, ZZ",INTERNATIONAL JOURNAL OF COMPUTATIONAL METHODS,,Parametric Reliability Sensitivity Analysis Using Failure Probability Ratio Function,2016
466,"Vilela, AFA|Gargano, R|Mundim, KC|Neto, JJS",INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY," (C) 2003 Wiley Periodicals, Inc.","Quasiclassical trajectory calculations of isotopic reactions Na+XF -> NaF+X (X=D,T and M-mu) on two different potential energy surfaces",2003
467,"Quintana, PJE|Dumbauld, JJ|Garnica, L|Chowdhury, MZ|Velascosoltero, J|Mota-Raigoza, A|Flores, D|Rodriguez, E|Panagon, N|Gamble, J|Irby, T|Tran, C|Elder, J|Galaviz, VE|Hoffman, L|Zavala, M|Molina, LT",ATMOSPHERIC ENVIRONMENT, Elsevier Ltd. All rights reserved.,"Traffic-related air pollution in the community of San Ysidro, CA, in relation to northbound vehicle wait times at the US-Mexico border Port of Entry",2014
468,"Rohmer, J",COMPUTATIONAL GEOSCIENCES,,Combining meta-modeling and categorical indicators for global sensitivity analysis of long-running flow simulators with spatially dependent inputs,2014
469,"Razavi, S|Gupta, HV",WATER RESOURCES RESEARCH,,"What do we mean by sensitivity analysis? The need for comprehensive characterization of ""global'' sensitivity in Earth and Environmental systems models",2015
470,"Tsanakas, A|Millossovich, P",RISK ANALYSIS,,Sensitivity Analysis Using Risk Measures,2016
471,"Belahcen, A|Rasilo, P|Nguyen, TT|Clenet, S",COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,,Uncertainty propagation of iron loss from characterization measurements to computation of electrical machines,2015
472,"Kontoravdi, C|Pistikopoulos, EN|Mantalaris, A",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,Systematic development of predictive mathematical models for animal cell cultures,2010
473,"De Lozzo, M|Marrel, A",JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,,New improvements in the use of dependence measures for sensitivity analysis and screening,2016
474,"Hou, ZY|Lu, WX|Chen, M",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT, (C) 2016 American Society of Civil Engineers.,Surrogate-Based Sensitivity Analysis and Uncertainty Analysis for DNAPL-Contaminated Aquifer Remediation,2016
475,"Liu, WL|Wu, XG|Zhang, LM|Zheng, JJ|Teng, JY",JOURNAL OF COMPUTING IN CIVIL ENGINEERING, (C) 2017 American Society of Civil Engineers.,Global Sensitivity Analysis of Tunnel-Induced Building Movements by a Precise Metamodel,2017
476,"Munoz-Carpena, R|Fox, GA|Sabbagh, GJ",JOURNAL OF ENVIRONMENTAL QUALITY,,Parameter Importance and Uncertainty in Predicting Runoff Pesticide Reduction with Filter Strips,2010
477,"Malaguerra, F|Albrechtsen, HJ|Binning, PJ",JOURNAL OF HYDROLOGY, (C) 2012 Elsevier B.V. All rights reserved.,Assessment of the contamination of drinking water supply wells by pesticides from surface water resources using a finite element reactive transport model and global sensitivity analysis techniques,2013
478,"Verrelst, J|Rivera, JP|van der Tol, C|Magnani, F|Mohammed, G|Moreno, J",REMOTE SENSING OF ENVIRONMENT, (C) 2015 Elsevier Inc. All rights reserved.,Global sensitivity analysis of the SCOPE model: What drives simulated canopy-leaving sun-induced fluorescence?,2015
479,"Vanrolleghem, PA|Mannina, G|Cosenza, A|Neumann, MB",JOURNAL OF HYDROLOGY, (C) 2015 Elsevier B.V. All rights reserved.,"Global sensitivity analysis for urban water quality modelling: Terminology, convergence and comparison of different methods",2015
480,"Luan, WF|Lu, L|Li, X|Ma, CF",SUSTAINABILITY,,Weight Determination of Sustainable Development Indicators Using a Global Sensitivity Analysis Method,2017
481,"Rahman, S",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,,A Generalized ANOVA Dimensional Decomposition for Dependent Probability Measures,2014
482,"Tusek, AJ|Jurina, T|Curlin, M",ENVIRONMENTAL ENGINEERING SCIENCE,,Global Sensitivity Analysis of the Biological Part of the Integrated BTEX Bioremediation Model,2016
483,"Xu, L|Zhou, XZ|Li, QM|Zhang, XF",SOFT COMPUTING,,Energy-efficient resource allocation for multiuser OFDMA system based on hybrid genetic simulated annealing,2017
484,"Felisa, G|Ciriello, V|Di Federico, V",WATER,,Saltwater Intrusion in Coastal Aquifers: A Primary Case Study along the Adriatic Coast Investigated within a Probabilistic Framework,2013
485,"Pye, S|Sabio, N|Strachan, N",ENERGY POLICY, Published by Elsevier Ltd.,An integrated systematic analysis of uncertainties in UK energy transition pathways,2015
486,"Pappenberger, F|Iorgulescu, I|Beven, KJ",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Sensitivity analysis based on regional splits and regression trees (SARS-RT),2006
487,"Saint-Geours, N|Bailly, JS|Grelot, F|Lavergne, C",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Multi-scale spatial sensitivity analysis of a model for economic appraisal of flood risk management policies,2014
488,"Wang, XW|Hua, B",ENERGY POLICY, Elsevier Ltd. All rights reserved.,Global scope assessment: A novel method and its application to the Chinese paper industry,2007
489,"Li, ZK|Floudas, CA",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,Optimal scenario reduction framework based on distance of uncertainty distribution and output performance: II. Sequential reduction,2016
490,"Knighton, J|Lennon, E|Bastidas, L|White, E",JOURNAL OF HYDROLOGIC ENGINEERING,,Stormwater Detention System Parameter Sensitivity and Uncertainty Analysis Using SWMM,2016
491,"Rohmer, J|Foerster, E",COMPUTERS & GEOSCIENCES, Elsevier Ltd. All rights reserved.,Global sensitivity analysis of large-scale numerical landslide models based on Gaussian-Process meta-modeling,2011
492,"Owen, AB",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,,Sobol' Indices and Shapley Value,2014
493,"Najafzadeh, M|Zahiri, A",JOURNAL OF HYDROLOGIC ENGINEERING, (C) 2015 American Society of Civil Engineers.,Neuro-Fuzzy GMDH-Based Evolutionary Algorithms to Predict Flow Discharge in Straight Compound Channels,2015
494,"Guo, SJ|Zhang, DS|Xi, Y",MATHEMATICAL PROBLEMS IN ENGINEERING,,Global Quantitative Sensitivity Analysis and Compensation of Geometric Errors of CNC Machine Tool,2016
495,"Pagel, H|Ingwersen, J|Poll, C|Kandeler, E|Streck, T",BIOGEOCHEMISTRY,,Micro-scale modeling of pesticide degradation coupled to carbon turnover in the detritusphere: model description and sensitivity analysis,2014
496,"Gu, XY|Liao, ZL|Zhang, GQ|Xie, JQ|Zhang, J",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,Modelling the effects of water diversion and combined sewer overflow on urban inland river quality,2017
497,"Sarafrazi, S|Nezamabadi-pour, H",MATHEMATICAL AND COMPUTER MODELLING, Elsevier Ltd. All rights reserved.,Facing the classification of binary problems with a GSA-SVM hybrid system,2013
498,"Sepulveda, FD|Cisternas, LA|Galvez, ED",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,The use of global sensitivity analysis for improving processes: Applications to mineral processing,2014
499,"Zhang, XD|Vesselinov, VV",ADVANCES IN WATER RESOURCES, Elsevier Ltd. All rights reserved.,"Integrated modeling approach for optimal management of water, energy and food security nexus",2017
500,"Fang, GC|Lu, ZZ|Cheng, L",APPLIED MATHEMATICAL MODELLING, (C) 2015 Elsevier Inc. All rights reserved.,A new methodology based on covariance and HDMR for global sensitivity analysis,2015
501,"Zheng, Y|Keller, AA",WATER RESOURCES RESEARCH,,Understanding parameter sensitivity and its management implications in watershed-scale water quality modeling,2006
502,"Abdel-Khalik, HS|Bang, Y|Kennedy, C|Hite, J",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,,REDUCED ORDER MODELING FOR NONLINEAR MULTI-COMPONENT MODELS,2012
503,"Khang, DS|Tan, RR|Uy, OM|Promentilla, MAB|Tuan, PD|Abe, N|Razon, LF",RESOURCES CONSERVATION AND RECYCLING, (C) 2016 Elsevier B.V. All rights reserved.,Design of experiments for global sensitivity analysis in life cycle assessment: The case of biodiesel in Vietnam,2017
504,"Dai, H|Ye, M|Walker, AP|Chen, XY",WATER RESOURCES RESEARCH,,A new process sensitivity index to identify important system processes under process model and parametric uncertainty,2017
505,"Li, G|Iskandarani, M|Le Henaff, M|Winokur, J|Le Maitre, OP|Knio, OM",COMPUTATIONAL GEOSCIENCES,,Quantifying initial and wind forcing uncertainties in the Gulf of Mexico,2016
506,"Morales-Rodriguez, R|Meyer, AS|Gernaey, KV|Sin, G",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,A framework for model-based optimization of bioprocesses under uncertainty: Lignocellulosic ethanol production case,2012
507,"Sobol, IM|Kucherenko, S",COMPUTER PHYSICS COMMUNICATIONS, (C) 2010 Elsevier B.V. All rights reserved.,A new derivative based importance criterion for groups of variables and its link with the global sensitivity indices,2010
508,"Vanuytrecht, E|Raes, D|Willems, P",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Global sensitivity analysis of yield output from the water productivity model,2014
509,"Nissenson, P|Packwood, DM|Hunt, SW|Finlayson-Pitts, BJ|Dabdub, D",ATMOSPHERIC ENVIRONMENT, Elsevier Ltd. All rights reserved.,Probing the sensitivity of gaseous Br-2 production from the oxidation of aqueous bromide-containing aerosols and atmospheric implications,2009
