	id	year	title	keywords	abstract	copyright	AU	SO	DE	DOI
284	WOS:000243742700004	2007	The Data Uncertainty Engine (DUE): A software tool for assessing and simulating uncertain environmental variables	MODELING ERROR REJECTION BETA PROPAGATION PREDICTION POISSON GAMMA GIS	"This paper describes a software tool for: () assessing uncertainties in environmental data; and () generating realisations of uncertain data for use in uncertainty propagation analyses: the ""Data Uncertainty Engine (DUE)"". Data may be imported into DUE from file or from a database, and are represented in DUE as objects whose positions and attribute values may be uncertain. Objects supported by DUE include spatial vectors, spatial rasters, time-series of spatial data, simple time-series and objects that are constant in space and time. Attributes supported by DUE include continuous numerical variables (e.g. rainfall), discrete numerical variables (e.g. bird counts) and categorical variables (e.g. land-cover). Once data are imported, an uncertainty model can be developed for the positional and attribute uncertainties of environmental objects. This is currently limited to probability models, but confidence intervals and scenarios will be provided in the future. Using DUE, the spatial and temporal patterns of uncertainty (autocorrelation), as well as cross-correlations between related inputs, can be incorporated into an uncertainty analysis. Alongside expert judgement, sample data may be used to help estimate uncertainties, and to reduce the uncertainty of the simulated output by ensuring each realisation reproduces the sample data. Most importantly, DUE provides a conceptual framework for structuring an uncertainty analysis, allowing users without direct experience of uncertainty methods to develop realistic uncertainty models for their data. (c) "	 Elsevier Ltd. All rights reserved.	"Brown, JD|Heuvelink, GBM"	COMPUTERS & GEOSCIENCES	uncertainty analysis monte carlo uncertainty propagation java	10.1016/j.cageo.2006.06.015
286	WOS:000265341800001	2009	GUI-HDMR - A software tool for global sensitivity analysis of complex models	STREET CANYON MODEL ENVIRONMENTAL-MODELS RS-HDMR REPRESENTATIONS UNCERTAINTY PARAMETERS INDEXES OUTPUT	"The high dimensional model representation (HDMR) method is a set of tools which can be used to construct a fully functional metamodel and to calculate variance based sensitivity indices very efficiently. Extensions to the existing set of random sampling (RS)-HDMR tools have been developed in order to make the method more applicable for complex models with a large number of input parameters as often appear in environmental modelling. The HDMR software described here combines the RS-HDMR tools and its extensions in one Matlab package equipped with a graphical user interface (GUI). This makes the HDMR method easily available for all interested users. The performance of the GUI-HDMR software has been tested in this paper using two analytical test models, the Ishigami function and the Sobol' g-function. In both cases the model is highly non-linear, non-monotonic and has significant parameter interactions. The developed GUI-HDMR software copes very well with the test cases and sensitivity indices of first and second order could be calculated accurately with only low computational effort. The efficiency of the software has also been compared against other recently developed approaches and is shown to be competitive. GUI-HDMR can be applied to a wide range of applications in all fields, because in principle only one random or quasi-random set of input and output values is required to estimate all sensitivity indices up to second order. The size of the set of samples is however dependent on the problem and can be successively increased if additional accuracy is required. A brief description of its application within a range of modelling environments is given. (C) "	 Elsevier Ltd. All rights reserved.	"Ziehn, T|Tomlin, AS"	ENVIRONMENTAL MODELLING & SOFTWARE	global sensitivity analysis high dimensional model representation random sampling matlab software graphical user interface	10.1016/j.envsoft.2008.12.002
288	WOS:000245063400008	2007	Parameter estimation and uncertainty analysis for a watershed model	RAINFALL-RUNOFF MODELS SHUFFLED COMPLEX EVOLUTION GROUNDWATER-FLOW MODEL MONTE-CARLO METHODS BAYESIAN-APPROACH METROPOLIS ALGORITHM PREDICTION INTERVALS CATCHMENT MODELS MARKOV-CHAINS CALIBRATION	"Where numerical models are employed as an aid to environmental management, the uncertainty associated with predictions made by such models must be assessed. A number of different methods are available to make such an assessment. This paper explores the use of three such methods, and compares their performance when used in conjunction with a lumped parameter model for surface water flow (HSPF) in a large watershed. Linear (or first-order) uncertainty analysis has the advantage that it can be implemented with virtually no computational burden. While the results of such an analysis can be extremely useful for assessing parameter uncertainty in a relative sense, and ascertaining the degree of correlation between model parameters, its use in analyzing predictive uncertainty is often limited. Markov Chain Monte Carlo (MCMC) methods are far more robust, and can produce reliable estimates of parameter and predictive uncertainty. As well as this, they can provide the modeler with valuable qualitative information on the shape of parameter and predictive probability distributions; these shapes can be quite complex, especially where local objective function optima lie within those parts of parameter space that are considered probable after calibration has been undertaken. Nonlinear calibration-constrained optimization can also provide good estimates of parameter and predictive uncertainty, even in situations where the objective function surface is complex. Furthermore, they can achieve these estimates using far fewer model runs than MCMC methods. However, they do not provide the same amount of qualitative information on the probability structure of parameter space as do MCMC methods, a situation that can be partially rectified by combining their use with an efficient gradient-based search method that is specifically designed to locate different local optima. All methods of parameter and predictive uncertainty analysis discussed herein are implemented using freely-available software. Hence similar studies, or extensions of the present study, can be easily undertaken in other modeling contexts by other modelers. (c) "	 Elsevier Ltd. All rights reserved.	"Gallagher, M|Doherty, J"	ENVIRONMENTAL MODELLING & SOFTWARE	uncertainty analysis parameter estimation mathematical modeling markov chain monte carlo model calibration	10.1016/j.envsoft.2006.06.007
292	WOS:000358997900004	2015	Sensitivity Analysis for Bayesian Hierarchical Models	LINEAR MIXED MODELS LOCAL INFLUENCE MARGINAL DENSITIES INFERENCE APPROXIMATIONS PERTURBATION	"Prior sensitivity examination plays an important role in applied Bayesian analyses. This is especially true for Bayesian hierarchical models, where interpretability of the parameters within deeper layers in the hierarchy becomes challenging. In addition, lack of information together with identifiability issues may imply that the prior distributions for such models have an undesired influence on the posterior inference. Despite its importance, informal approaches to prior sensitivity analysis are currently used. They require repetitive re-fits of the model with ad-hoc modified base prior parameter values. Other formal approaches to prior sensitivity analysis suffer from a lack of popularity in practice, mainly due to their high computational cost and absence of software implementation. We propose a novel formal approach to prior sensitivity analysis, which is fast and accurate. It quantifies sensitivity without the need for a model re-fit. Through a series of examples we show how our approach can be used to detect high prior sensitivities of some parameters as well as identifiability issues in possibly over-parametrized Bayesian hierarchical models."		"Roos, M|Martins, TG|Held, L|Rue, H"	BAYESIAN ANALYSIS	base prior formal local sensitivity measure bayesian robustness calibration hellinger distance bayesian hierarchical models identifiability overparametrisation	10.1214/14-BA909
297	WOS:000365335000031	2016	A toolbox using the stochastic optimization algorithm MIPT and ChemCAD for the systematic process retrofit of complex chemical processes	MULTIOBJECTIVE OPTIMIZATION EVOLUTIONARY ALGORITHMS FLOWSHEET OPTIMIZATION PROCESS SIMULATORS GENETIC ALGORITHM DESIGN METHODOLOGY PLANTS PERSPECTIVES INTEGRATION	"Global optimization techniques using powerful algorithms have led to a wide range of applications to increase the efficiency of chemical processes. Nevertheless, the performance for optimization of process models is limited by a certain complexity, especially accounting for existing processes (retrofit). Due to the great combinatorial diversity of possible alternatives a systematic approach is essential. The local integration of modifications in the overall process leads to changes in internal streams. Therefore new operating points have to be found and resulting effects on the plant performance have to be evaluated. An optimization framework for the purpose of retrofitting using a rigorous process simulation tool is proposed to fulfill this task. Here, flowsheet simulation software packages are offering a high performance for the prediction of new operation points for following units, and for units affected by recycle streams. An optimization approach using flowsheet simulation software and the stochastic optimization algorithm Molecular-Inspired Parallel Tempering (MIPT) implemented in the programming software Matlab (TM) is presented. Both of these programs are linked via OPC (OLE for process control), a standard communication platform. The toolbox provides a quick evaluation of the process by searching for the global optimum. The MIPT algorithm is suitable for large optimization problems and can handle constraints and infeasibilities. The usage of a rigorous process simulator is providing a high accuracy of the thermodynamic results which is necessary to evaluate the influence of the new process design. Furthermore, a simulation model of the industrial plant can directly be used for the optimization. A complex multicomponent separation process with recycle streams is used to demonstrate the advantages of the proposed toolbox. To simplify the user input a graphical user interface was programmed. The results of a sensitivity analysis and the optimization for different feed compositions are presented. (C) "	 Elsevier Ltd. All rights reserved.	"Otte, D|Lorenz, HM|Repke, JU"	COMPUTERS & CHEMICAL ENGINEERING	optimization molecular-inspired parallel tempering multicomponent separation process retrofit stochastic algorithm chemcad (tm)	10.1016/j.compchemeng.2015.08.023
298	WOS:000302910100010	2012	Robust design in aerodynamics using third-order sensitivity analysis based on discrete adjoint. Application to quasi-1D flows	SHAPE OPTIMIZATION DATA ASSIMILATION 1ST	"In this paper, the second-order second moment approach, coupled with an adjoint-based steepest descent algorithm, for the solution of the so-called robust design problem in aerodynamics is proposed. Because the objective function for the robust design problem comprises first-order and second-order sensitivity derivatives with respect to the environmental parameters, the application of a gradient-based method , which requires the sensitivities of this function with respect to the design variables, calls for the computation of third-order mixed derivatives. To compute these derivatives with the minimum CPU cost, a combination of the direct differentiation and the discrete adjoint variable method is proposed. This is presented for the first time in the relevant literature and is the most efficient among other possible schemes on condition that the design variables are much more than the environmental ones; this is definitely true in most engineering design problems. The proposed approach was used for the robust design of a duct, assuming a quasi-D flow model; the coordinates of the Bezier control points parameterizing the duct shape are used as design variables, whereas the outlet Mach number and the DarcyWeisbach friction coefficient are used as environmental ones. The extension to D and D flow problems, after developing the corresponding direct differentiation and adjoint variable methods and software, is straightforward."	" Copyright (C) 2011 John Wiley & Sons, Ltd."	"Papoutsis-Kiachagias, EM|Papadimitriou, DI|Giannakoglou, KC"	INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS	robust aerodynamic shape optimization discreteadjoint method third-order sensitivity derivatives method of moments	10.1002/fld.2604
299	WOS:000273363700015	2009	BAT - The Bayesian analysis toolkit	MODEL	"We describe the development of a new toolkit for data analysis. The analysis package is based on Bayes' Theorem, and is realized with the use of Markov Chain Monte Carlo. This gives access to the full posterior probability distribution. Parameter estimation, limit setting and uncertainty propagation are implemented in a straightforward manner."	 (C) 2009 Elsevier B.V. All rights reserved.	"Caldwell, A|Kollar, D|Kroninger, K"	COMPUTER PHYSICS COMMUNICATIONS	data analysis markov chain monte carlo	10.1016/j.cpc.2009.06.026
301	WOS:000245766800002	2007	Methods and object-oriented software for FE reliability and sensitivity analysis with application to a bridge structure	OPTIMIZATION	"This paper addresses the growing demand for finite-element software with capabilities to incorporate uncertainty in the input parameters. Reliability and response sensitivity algorithms are implemented in the general-purpose finite-element software OpenSees, which employs an object-oriented programming approach to achieve a sustainable software with focus on maintainability and extensibility. The product is a comprehensive and freely available library of software tools for finite-element reliability and response sensitivity analysis. A numerical example involving a detailed model of a highway bridge with inelastic material behavior and  random variables is presented to demonstrate features of the methodology and the software. Importance vectors are employed to rank the input parameters according to their relative influence on the structural reliability. The required response sensitivities are obtained by an extensive implementation of the direct differentiation method."		"Haukaas, T|Kiureghian, AD"	JOURNAL OF COMPUTING IN CIVIL ENGINEERING		10.1061/(ASCE)0887-3801(2007)21:3(151)
302	WOS:000168416500008	2001	A computational methodology for shape optimization of structures in frictionless contact	SUPERCONVERGENT PATCH RECOVERY SENSITIVITY ANALYSIS FORMULATION ALGORITHMS SOLIDS	"This paper presents a computational methodology for shape optimization of structures in frictionless contact. which provides a basis for developing user-friendly and efficient shape optimization software. For evaluation it has been implemented as a subsystem of a general finite element software. The overall design and main principles of operation of this software are outlined. The parts connected to shape optimization are described in more detail. The key building blocks are: analytic sensitivity analysis, an adaptive finite element method, an accurate contact solver. and a sequential convex programing optimization algorithm. Results for three model application examples are presented, in which the contact pressure and the effective stress are optimized."	 (C) 2001 Elsevier Science B.V. All rights reserved.	"Hilding, D|Torstenfelt, B|Klarbring, A"	COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING	shape optimization frictionless contact finite element method sensitivity analysis adaptive meshing	10.1016/S0045-7825(00)00310-8
304	WOS:000343415200006	2013	UNCERTAINTY IN THE DEVELOPMENT AND USE OF EQUATION OF STATE MODELS		"In this paper we present the results from a series of focus groups on the visualization of uncertainty in equation-of-state (EOS) models. The initial goal was to identify the most effective ways to present EOS uncertainty to analysts, code developers, and material modelers. Four prototype visualizations were developed to present EOS surfaces in a three-dimensional, thermodynamic space. Focus group participants, primarily from Sandia National Laboratories, evaluated particular features of the various techniques for different use cases and discussed their individual workflow processes, experiences with other visualization tools, and the impact of uncertainty on their work. Related to our prototypes, we found the D presentations to be helpful for seeing a large amount of information at once and for a big-picture view; however, participants also desired relatively simple, two-dimensional graphics for better quantitative understanding and because these plots are part of the existing visual language for material models. In addition to feedback on the prototypes, several themes and issues emerged that are as compelling as the original goal and will eventually serve as a starting point for further development of visualization and analysis tools. In particular, a distributed workflow centered around material models was identified. Material model stakeholders contribute and extract information at different points in this workflow depending on their role, but encounter various institutional and technical barriers which restrict the flow of information. An effective software tool for this community must be cognizant of this workflow and alleviate the bottlenecks and barriers within it. Uncertainty in EOS models is defined and interpreted differently at the various stages of the workflow. In this context, uncertainty propagation is difficult to reduce to the mathematical problem of estimating the uncertainty of an output from uncertain inputs."		"Weirs, VG|Fabian, N|Potter, K|McNamara, L|Otahal, T"	INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION	materials uncertainty quantification representation of uncertainty model validation and verification continnum mechanics	10.1615/Int.J.UncertaintyQuantification.2012003960
306	WOS:000344530400002	2014	An SMT Based Method for Optimizing Arithmetic Computations in Embedded Software Code	PROGRAMS EXAMPLES	"We present a new method for optimizing the source code of embedded control software with the objective of minimizing implementation errors in the linear fixed-point arithmetic computations caused by overflow, underflow, and truncation. Our method relies on the use of the satisfiability modulo theory (SMT) solver to search for alternative implementations that are mathematically equivalent but require a smaller bit-width, or implementations that use the same bit-width but have a larger error-free dynamic range. Our systematic search of the bounded implementation space is based on a new inductive synthesis procedure, which is guaranteed to find a valid solution as long as such solution exists. Furthermore, we propose an incremental optimization procedure, which applies the synthesis procedure only to small code regions-one at a time-as opposed to the entire program, which is crucial for scaling the method up to programs of realistic size and complexity. We have implemented our new method in a software tool based on the Clang/LLVM compiler frontend and the Yices SMT solver. Our experiments, conducted on a set of representative benchmarks from embedded control and digital signal processing applications, show that the method is both effective and efficient in optimizing arithmetic computations in embedded software code."		"Eldib, H|Wang, C"	IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS	fixed point arithmetic inductive program synthesis satisfiability modulo theory (smt) solver superoptimization	10.1109/TCAD.2014.2341931
310	WOS:000232093200009	2006	Sensitivity analysis of the strain criterion for multidimensional scaling	SPECTRAL FUNCTIONS OPTIMIZATION	"Multidimensional scaling (MDS) is a collection of data analytic techniques for constructing configurations of points from dissimilarity information about interpoint distances. Classsical MDS assumes a fixed matrix of dissimilarities. However, in some applications, e.g., the problem of inferring -dimensional molecular structure from bounds on interatomic distances, the dissimilarities are free to vary, resulting in optimization problems with a spectral objective function. A perturbation analysis is used to compute first- and second-order directional derivatives of this function. The gradient and Hessian are then inferred as representers of the derivatives. This coordinate-free approach reveals the matrix structure of the objective and facilitates writing customized optimization software. Also analyzed is the spectrum of the Hessian of the objective."	 (c) 2004 Elsevier B.V. All rights reserved.	"Lewis, RM|Trosset, MW"	COMPUTATIONAL STATISTICS & DATA ANALYSIS	classical multidimensional scaling principal coordinate analysis distance matrices distance geometry spectral decomposition perturbation analysis	10.1016/j.csda.2004.07.011
312	WOS:000178643700005	2002	A computer program for a Monte Carlo analysis of sensitivity in equations of environmental modelling obtained from experimental data	SYSTEMS	"In the construction of mathematical models from experimental data, it is possible to determine equations that model relations using several methodologies [Un nuevo algoritmo para la modelizacion de sistemas altamente estructurados (); Env. Model. Software  () ; Guide to Statistics , (); Regression models (); Ecosystems and Sustainable Development II ()]. These methodologies build equations that are in line with the experimental data and they analyse a dimension of adjustment and a dimension of error or distance between the experimental data and the data that is produced by the model. There are studies of sensitivity of the sample of data, as found by Bolado and Alonso [Proceedings SAMO ]. The authors consider that it is useful to obtain new parameters that relate the sensitivity of the equations to the variations that are produced by the experimental data. This will allow the selection of the model according to new criteria. On the one hand, the authors present a theoretical study of sensitivity of the models according to different points of view. On the other hand, they discuss a computing algorithm that allows the analysis of sensitivity (and stability) of the mathematical equations, which are built from any methodology. An interface has been incorporated into this algorithm to allow a graphic visualisation of the effects that are produced when modifications of the model are carried out."	 (C) 2002 Elsevier Science Ltd. All rights reserved.	"Verdu, F|Villacampa, Y"	ADVANCES IN ENGINEERING SOFTWARE	sensitivity analysis environmental modelling monte carlo	10.1016/S0965-9978(02)00023-6
314	WOS:000349876500012	2015	"Understanding the Day Cent model: Calibration, sensitivity, and identifiability through inverse modeling"	NITROUS-OXIDE EMISSIONS EVALUATING PARAMETER IDENTIFIABILITY DAYCENT ECOSYSTEM MODEL SOIL ORGANIC-MATTER ERROR REDUCTION 2 STATISTICS AUTOMATIC CALIBRATION PRODUCTION SYSTEMS N2O EMISSIONS WATER-FLOW	"The ability of biogeochemical ecosystem models to represent agro-ecosystems depends on their correct integration with field observations. We report simultaneous calibration of  DayCent model parameters using multiple observation types through inverse modeling using the PEST parameter estimation software. Parameter estimation reduced the total sum of weighted squared residuals by % and improved model fit to crop productivity, soil carbon, volumetric soil water content, soil temperature, NO, and soil NO- compared to the default simulation. Inverse modeling substantially reduced predictive model error relative to the default model for all model predictions, except for soil NO- and NH+. Post-processing analyses provided insights into parameter-observation relationships based on parameter correlations, sensitivity and identifiability. Inverse modeling tools are shown to be a powerful way to systematize and accelerate the process of biogeochemical model interrogation, improving our understanding of model function and the underlying ecosystem biogeochemical processes that they represent. (C)  The Authors. Published by"	 Elsevier Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).	"Necpalova, M|Anex, RP|Fienen, MN|Del Grosso, SJ|Castellano, MJ|Sawyer, JE|Iqbal, J|Pantoja, JL|Barker, DW"	ENVIRONMENTAL MODELLING & SOFTWARE	daycent model inverse modeling pest sensitivity analysis parameter identifiability parameter correlations	10.1016/j.envsoft.2014.12.011
315	WOS:000323349500001	2013	Optimal Design of Signal Controlled Road Networks Using Differential Evolution Optimization Algorithm	EQUILIBRIUM TRANSPORTATION NETWORKS VARIATIONAL INEQUALITY CONSTRAINTS SIMULATED ANNEALING APPROACH AREA TRAFFIC CONTROL GENETIC ALGORITHM SENSITIVITY ANALYSIS ASSIGNMENT TIMINGS FLOW	"This study proposes a traffic congestion minimization model in which the traffic signal setting optimization is performed through a combined simulation-optimization model. In this model, the TRANSYT traffic simulation software is combined with Differential Evolution (DE) optimization algorithm, which is based on the natural selection paradigm. In this context, the EQuilibrium Network Design (EQND) problem is formulated as a bilevel programming problem in which the upper level is the minimization of the total network performance index. In the lower level, the traffic assignment problem, which represents the route choice behavior of the road users, is solved using the Path Flow Estimator (PFE) as a stochastic user equilibrium assessment. The solution of the bilevel EQND problem is carried out by the proposed Differential Evolution and TRANSYT with PFE, the so-called DETRANSPFE model, on a well-known signal controlled test network. Performance of the proposed model is compared to that of two previous works where the EQND problem has been solved by Genetic-Algorithms- (GAs-) and Harmony-Search- (HS-) based models. Results show that the DETRANSPFE model outperforms the GA- and HS-based models in terms of the network performance index and the computational time required."		"Ceylan, H"	MATHEMATICAL PROBLEMS IN ENGINEERING		10.1155/2013/696374
319	WOS:000253118500008	2008	"Borehole Optimisation System (BOS) - A case study assessing options for abstraction of urban groundwater in Nottingham, UK"	TRIASSIC SANDSTONE AQUIFER BIODEGRADATION CONTAMINATION BIOTRANSFORMATION TRANSFORMATIONS TRICHLOROETHENE HYDROCARBONS ATTENUATION RECHARGE MTBE	"The recognition that urban groundwater is a potentially valuable resource for potable and industrial uses due to growing pressures on perceived less polluted rural groundwater has led to a requirement to assess the groundwater contamination risk in urban areas from industrial contaminants such as chlorinated solvents. The development of a probabilistic risk based management tool that predicts groundwater quality at potential new urban boreholes is beneficial in determining the best sites for future resource development. The Borehole Optimisation System (BOS) is a custom Geographic Information System (GIs) application that has been developed with the objective of identifying the optimum locations for new abstraction boreholes. BOS can be applied to any aquifer subject to variable contamination risk. The system is described in more detail by Tait et al. [Tait, N.G., Davison, J.J., Whittaker, J.J., Lehame, S.A. Lerner, D.N., a. Borehole Optimisation System (BOS) - a GIs based risk analysis tool for optimising the use of urban groundwater. Environmental Modelling and Software , -]. This paper applies the BOS model to an urban Permo-Triassic Sandstone aquifer in the city centre of Nottingham, UK. The risk of pollution in potential new boreholes from the industrial chlorinated solvent tetrachloroethene (PCE) was assessed for this region. The risk model was validated against contaminant concentrations from  actual field boreholes within the study area. In these studies the model generally underestimated contaminant concentrations. A sensitivity analysis showed that the most responsive model parameters were recharge, effective porosity and contaminant degradation rate. Multiple simulations were undertaken across the study area in order to create surface maps indicating areas of low PCE concentrations, thus indicating the best locations to place new boreholes. Results indicate that northeastern, eastern and central regions have the lowest potential PCE concentrations in abstraction groundwater and therefore are the best sites for locating new boreholes. These locations coincide with aquifer areas that are confined by low permeability Mercia Mudstone deposits. Conversely southern and northwestern areas are unconfined and have shallower depth to groundwater. These areas have the highest potential PCE concentrations. These studies demonstrate the applicability of BOS as a tool for informing decision makers on the development of urban groundwater resources. (c) "	 Elsevier Ltd. All rights reserved.	"Tait, NG|Davison, RM|Leharne, SA|Lerner, DN"	ENVIRONMENTAL MODELLING & SOFTWARE	borehole optimisation system gis pce probabilistic risk modelling urban groundwater	10.1016/j.envsoft.2007.09.001
320	WOS:000256053900010	2008	A comparative life cycle analysis of two different juice packages		"Packaging wastes have a portion of -% in total municipal solid waste (MSW) in Turkey, and they have to be evaluated from production to final disposal from the environmental point of view. The concern about the environmental impacts of packages has been dealt with using several approaches in environmental management, such as risk assessment, environmental impact assessment, environmental auditing, energy analysis, material flow analysis, and life cycle analysis (LCA). The main purpose of this research was to investigate the life cycle environmental impact of glass bottles and beverage cartons. This LCA study was performed by using SimaPro (PRe Consultants, The Netherlands) software. Individual and comparative life cycle analysis of two packages was performed depending on a consumer who lives in Eskisehir city. For that aim, SimaPro was used, and the data to run the software was gathered from package producers, the database of the software, and the literature. Life cycle comparisons of the two juice packages among themselves and also within themselves were carried out by using EcoIndicator  on the basis of climate change, ecotoxicity, acidification/eutrophication, and fossil fuels. Sensitivity analysis was performed to evaluate the effects of transportation. According to comparison figures, the environmental load of glass bottles is higher than beverage carton's load for all the impact categories. This result is also supported by the sensitivity analysis."		"Banar, M|Cokaygil, Z"	ENVIRONMENTAL ENGINEERING SCIENCE	lca glass bottle beverage carton packaging waste simapro7	10.1089/ees.2007.0079
321	WOS:000250159500009	2007	Simiyu River catchment parameterization using SWAT model	INFORMATION-SYSTEM APPROACH RAINFALL-RUNOFF MODELS SURFACE SOIL-MOISTURE MONSOON 90	"The paper presents advances in hydrologic modelling of the Simiyu River catchment using the soil and water assessment tool (SWAT). In this study, the SWAT model set-up and subsequent application to the catchment was based on high-resolution data such as land use from  in LandSat TM Satellite,  in Digital Elevation Model and Soil from Soil and Terrain Database for Southern Africa (SOTERSAF). The land use data were reclassified based on some ground truth maps using IDRISI Kilimanjaro software. The Soil data were also reclassified manually to represent different soil hydrologic groups, which are important for the SWAT model set-up and simulations. The SWAT application first involved analysis of parameter sensitivity, which was then used for model auto-calibration that followed hierarchy of sensitive model parameters. The analysis of sensitive parameters and auto-calibration was achieved by sensitivity analysis and auto-calibration options, which are new in the recent version of SWAT, SWAT . The paper discusses the results of sensitivity and auto -calibration analyses, and present optimum model parameters, which are important for operation and water/land management studies (e.g. rain-fed agriculture and erosion/sediment and pollutant transport) in the catchment using SWAT. The river discharge estimates from this and a previous study were compared so as to evaluate performances of the recent hydrologic simulations in the catchment. Results showed that surface water model parameters are the most sensitive and have more physical meaning especially CN (the most sensitive) and SOL-K. Simulation results showed more or less same estimate of river flow at Ndagalu gauging station. The model efficiencies (R-%) in this and in the pervious study during calibration and validation periods were, respectively, ., . and ., .. The low level of model performance achieved in these studies showed that other factors than the spatial land data are greatly important for improvement of flow estimation by SWAT in Simiyu."	 (c) 2007 Published by Elsevier Ltd.	"Mulungu, DMM|Munishi, SE"	PHYSICS AND CHEMISTRY OF THE EARTH	auto-calibration analysis high-resolution data parameter sensitivity analysis simiyu river catchment swat 2005	10.1016/j.pce.2007.07.053
326	WOS:000287575500001	2011	Laboratory and numerical modeling of water balance in a layered sloped soil cover with channel flow pathway over mine waste rock	WETTING FRONT INSTABILITY ENGINEERED TEST COVERS CHARACTERISTIC CURVE UNSATURATED SOILS OXYGEN BARRIERS WHISTLE MINE TAILINGS INFILTRATION EVAPORATION ONTARIO	"Macropores developed in barrier layers in soil covers overlying acid-generating waste rock may produce preferential flow through the barrier layers and compromise cover performance. However, little has been published on the effects of preferential flow on water balance in soil covers. In the current study, an inclined, layered soil cover with a -cm-wide sand-filled channel pathway in a silty clay barrier layer was built over reactive waste rock in the laboratory. The channel or preferential flow pathway represented the aggregate of cracks or fissures that may occur in the barrier during compaction and/or climate-induced deterioration. Precipitation, runoff, interflow, percolation, and water content were recorded during the test. A commercial software VADOSE/W was used to simulate the measured water balance and to conduct further sensitivity analysis on the effects of the location of the channel and the saturated hydraulic conductivity of the channel material on water balance. The maximum percolation, .% of the total precipitation, was obtained when the distance between the mid-point of the channel pathway and the highest point on the slope accounted for % of the total horizontal length of the soil cover. The modeled percolation increased steadily with an increase in the hydraulic conductivity of the channel material. Percolation was found to be sensitive to the location of the channel and the saturated hydraulic conductivity of the channel material, confirming that proper cover design and construction should aim at minimizing the development of vertical preferential flow in barrier layers. The sum of percolation and interflow was relatively constant when the location of the channel changed along the slope, which may be helpful in locating preferential flow pathways and repairing the barrier."		"Song, Q|Yanful, EK"	ENVIRONMENTAL EARTH SCIENCES	acid rock drainage channel flow laboratory test soil cover vadose/w water balance	10.1007/s12665-010-0488-4
328	WOS:000237124500022	2006	Automatic calibration and predictive uncertainty analysis of a semidistributed watershed model	RAINFALL-RUNOFF MODELS GLOBAL OPTIMIZATION HYDROLOGIC-MODELS PARAMETER-ESTIMATION ALGORITHM MULTIPLE SCHEME	"Semidistributed models are commonly calibrated manually, but software for automatic calibration is now available. We present a two-stage routine for automatic calibration of the semidistributed watershed model Soil and Water Assessment Tool ( SWAT) that finds the best values for the model parameters, preserves spatial variability in essential parameters, and leads to a measure of the model prediction uncertainty. In the first stage, a modified global Shuffled Complex Evolution (SCE-UA) method was employed to find the ""best'' values for the lumped model parameters. In the second stage, the spatial variability of the original model parameters was restored and a local search method ( a variant of Levenberg - Marquart method) was used to find a more distributed set of parameters using the results of the previous stage as starting values. A method called ""regularization'' was adopted to prevent the parameters from taking extreme values. In addition, we applied a nonlinear calibration-constrained method to develop confidence intervals for annual and -d average flow predictions. We calibrated stream flow in the Etowah River measured at Canton, GA ( a watershed area of  km()) for the years  to  and used the years  to  for validation. The Parameter Estimator ( PEST) software was used to conduct the two-stage automatic calibration and prediction uncertainty analysis. Calibration for daily and monthly flow produced a very good fit to the measured data. Nash-Sutcliffe coefficients for daily and monthly flow over the calibration period were . and ., respectively. They were . and ., respectively, for the validation period. The nonlinear prediction uncertainty analysis worked well for long-term ( annual) flow in that our prediction confidence intervals included or were very near to the observed flow for most years. It did not work well for short-term (-d average) flows in that the prediction confidence intervals did not include the observed flow, especially for low and high flow conditions."		"Lin, ZL|Radcliffe, DE"	VADOSE ZONE JOURNAL		10.2136/vzj2005.0025
332	WOS:000187422700003	2004	MULINO-DSS: a computer tool for sustainable use of water resources at the catchment scale	EXAMPLE DESIGN MODELS	"MULINO, an ongoing project financed by the European Commission, has released the prototype of a Decision Support System software (mDSS) for the sustainable management of water resources at the catchment scale. The software integrates socio-economic and environmental modelling, with geo-spatial information and multi-criteria analysis. The policy background refers to the EU Water Framework Directive. The challenging multi-disciplinary context was approached by developing an innovative and dynamic implementation of the DPSIR framework, originally proposed by the European Environmental Agency. In mDSS integrated assessment modelling provides the values of quantitative indicators to be used for transparent and participated decisions, through the application of value functions, weights and decision rules chosen by the end user. Simple routines for the sensitivity analysis and comparison of alternative weight vectors also provides effective decision support by exploring and finding compromises between conflicting interests/perspectives in a multi-stakeholder context."	 (C) 2003 Published by Elsevier B.V on behalf of IMACS.	"Giupponi, C|Mysiak, J|Fassio, A|Cogan, V"	MATHEMATICS AND COMPUTERS IN SIMULATION	dss software water resources sustainable use catchment modelling	10.1016/j.matcom.2003.07.003
